MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1033.0,1060.0,1032.7,1049.9,1029.5,20.40,1.98,3062996
TIS,TIS,Tata Steel,183.5,186.35,182.06,186.0,183.5,2.50,1.36,16278106
HSL01,HSL01,HDFC Life,536.25,544.3,534.9,543.0,535.85,7.15,1.33,3104159
ONG,ONG,ONGC,237.99,239.5,236.15,238.49,236.4,2.09,0.88,25342938
UTI10,AB16,Axis Bank,1220.0,1235.0,1213.6,1227.3,1217.4,9.90,0.81,6068014
LT,LT,Larsen,4041.0,4086.7,4026.0,4086.7,4057.0,29.70,0.73,1066164
JVS,JSW01,JSW Steel,1263.6,1297.0,1250.4,1277.8,1270.0,7.80,0.61,1404965
UTC,UTC01,UltraTechCement,11610.0,11709.0,11541.0,11681.0,11619.0,62.00,0.53,194270
RI,RI,Reliance,1314.0,1320.8,1298.1,1316.0,1310.0,6.00,0.46,13383867
BE03,BE03,Bharat Elec,411.0,413.95,409.1,412.45,410.8,1.65,0.40,7410599
KMF,KMB,Kotak Mahindra,389.0,396.35,389.0,392.7,391.15,1.55,0.40,5105327
CI29,CI11,Coal India,407.1,408.45,405.3,408.45,407.1,1.35,0.33,4866733
JFS,JFS,Jio Financial,249.05,249.9,245.75,249.75,249.05,0.70,0.28,11490495
HDF01,HDF01,HDFC Bank,727.05,732.1,724.5,729.0,727.0,2.00,0.28,14823722
TI01,TI01,Titan Company,5056.2,5111.0,5037.2,5068.5,5056.2,12.30,0.24,565258
BAF,BAF,Bajaj Finance,1080.0,1100.4,1078.8,1089.3,1087.0,2.30,0.21,2295675
GI01,GI01,Grasim,3240.0,3272.2,3223.5,3250.5,3248.7,1.80,0.06,1324345
PGC,PGC,Power Grid Corp,266.05,268.0,265.25,266.15,266.05,0.10,0.04,6631423
