MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.71,14.11,-0.4,-2.83,310430357,14.11,14.14,13.66
,MOTISONS,MOTISONS,MOTISONS,16.33,16.75,-0.42,-2.51,132331249,17.33,17.38,15.95
,PWL,PWL,PWL,117.99,117.12,0.87,0.74,103684614,114.65,128.37,114.0
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.78,9.64,0.14,1.45,97016852,9.65,9.84,9.56
,KWIL,KWIL,KWIL,38.85,35.99,2.86,7.95,84522079,36.1,39.4,35.7
,SUZLON,SUZLON,SUZLON,49.0,47.1,1.9,4.03,80470340,47.1,49.32,46.9
,FILATFASH,FILATFASH,FILATFASH,0.18,0.18,0.0,0.0,65399216,0.19,0.19,0.18
,VIKRAMSOLR,VIKRAMSOLR,VIKRAMSOLR,182.8,160.15,22.65,14.14,65091295,163.0,186.5,161.47
,EMBASSY,EMBASSY,EMBASSY,440.26,452.61,-12.35,-2.73,61565199,439.99,441.3,435.0
,CUPID,CUPID,CUPID,270.9,293.88,-22.98,-7.82,59146915,294.51,295.35,235.11
,YESBANK,YESBANK,YESBANK,22.92,22.67,0.25,1.1,58204418,22.67,23.02,22.45
,ZEEL,ZEEL,ZEEL,105.0,102.28,2.72,2.66,56021626,102.44,107.2,101.01
,VISL,VISL,VISL,38.05,36.87,1.18,3.2,53342910,36.9,38.71,36.0
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,6.16,6.4,-0.24,-3.75,47959940,6.44,6.45,6.03
,MOREPENLAB,MOREPENLAB,MOREPENLAB,89.6,84.19,5.41,6.43,45628218,84.9,90.49,83.21
,TFCILTD,TFCILTD,TFCILTD,121.4,117.44,3.96,3.37,42019586,116.8,127.0,115.0
,NMDC,NMDC,NMDC,85.5,84.4,1.1,1.3,40748162,83.1,85.5,81.05
,OLAELEC,OLAELEC,OLAELEC,39.14,38.73,0.41,1.06,39919495,38.73,40.07,38.3
,TATAGOLD,TATAGOLD,TATAGOLD,14.85,14.7,0.15,1.02,38594049,14.99,14.99,14.62
,ASHOKLEY,ASHOKLEY,ASHOKLEY,177.1,171.64,5.46,3.18,38086255,171.99,179.1,171.98
