scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1249.80,11.50,0.93,14.6,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1249.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 1.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1432.3, 'percentages': 14.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1610, 'percentages': 28.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 28.82, 'minRangePer': 5.58, 'maxRanegPer': 50.65, 'rangeDiffPer': 45.07, 'mindiff_total': 1.61, 'maxdiff_total': 14.6}",#52B974
IT,12,11,1,0,Infosys,Infosys,1193.70,-3.20,-0.27,44.9,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1193.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 8.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1730.7, 'percentages': 44.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 80.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 80.44, 'minRangePer': 11.06, 'maxRanegPer': 55.91, 'rangeDiffPer': 44.84, 'mindiff_total': 8.9, 'maxdiff_total': 44.98}",#52B974
MU01,12,11,0,1,Maruti Suzuki India,Maruti Suzuki,13003.00,47.00,0.36,18.7,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 13003, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 2.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15445.6, 'percentages': 18.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 46.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 46.12, 'minRangePer': 5.76, 'maxRanegPer': 40.71, 'rangeDiffPer': 34.95, 'mindiff_total': 2.66, 'maxdiff_total': 18.78}",#52B974
BAF,7,4,2,1,Bajaj Finance,Bajaj Finance,923.10,-0.45,-0.05,323.2,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 923.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': 2.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1041.4, 'percentages': 12.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 24.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 24.58, 'minRangePer': 11.83, 'maxRanegPer': 52.11, 'rangeDiffPer': 40.28, 'mindiff_total': 2.91, 'maxdiff_total': 12.81}",#52B974
UTC,11,10,1,0,UltraTech Cement,UltraTechCement,11409.00,41.00,0.36,6.0,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13, 'percentages': -99.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11409, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 12095.4, 'percentages': 6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 33.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 116900, 'minRangePer': 74.98, 'maxRanegPer': 79.5, 'rangeDiffPer': 4.51, 'mindiff_total': 87661.53, 'maxdiff_total': 92941.53}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2209.30,-23.60,-1.06,23.3,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2209.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2454, 'percentages': 11, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2725.1, 'percentages': 23.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 29.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.9, 'minRangePer': 37.02, 'maxRanegPer': 78.06, 'rangeDiffPer': 41.04, 'mindiff_total': 11.07, 'maxdiff_total': 23.34}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,759.50,-2.95,-0.39,97.3,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 759.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 27.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 37.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 44.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.83, 'minRangePer': 60.94, 'maxRanegPer': 83.33, 'rangeDiffPer': 22.39, 'mindiff_total': 27.32, 'maxdiff_total': 37.36}",#52B974
PS15,10,7,0,3,Persistent Systems,Persistent,5084.10,17.80,0.35,17.7,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4900, 'percentages': -3.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5084.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5989, 'percentages': 17.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 29.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 34.69, 'minRangePer': 10.81, 'maxRanegPer': 64.05, 'rangeDiffPer': 53.23, 'mindiff_total': 3.75, 'maxdiff_total': 22.22}",#52B974
C,10,8,1,1,Cipla,Cipla,1399.50,-10.30,-0.73,14.5,pharmaceuticals/cipla/C,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1307, 'percentages': -6.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1399.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1602.7, 'percentages': 14.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 29.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 38.33, 'minRangePer': 18.44, 'maxRanegPer': 59.01, 'rangeDiffPer': 40.56, 'mindiff_total': 7.07, 'maxdiff_total': 22.62}",#52B974
IIB,9,3,4,2,IndusInd Bank,IndusInd Bank,897.15,1.90,0.21,2.8,banks-private-sector/indusindbank/IIB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 650, 'percentages': -27.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 897.15, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 922.4, 'percentages': 2.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1650, 'percentages': 83.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 153.84, 'minRangePer': 24.71, 'maxRanegPer': 27.23, 'rangeDiffPer': 2.51, 'mindiff_total': 38.02, 'maxdiff_total': 41.9}",#52B974
LI09,9,5,2,2,LTM,LTM,4143.00,-111.80,-2.63,35.5,computers-software/ltm/LI12,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 4143, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 4380, 'percentages': 5.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5614.2, 'percentages': 35.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7375, 'percentages': 78, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 78.01, 'minRangePer': 7.33, 'maxRanegPer': 45.51, 'rangeDiffPer': 38.18, 'mindiff_total': 5.72, 'maxdiff_total': 35.51}",#52B974
HCL02,9,3,5,1,HCL Technologies,HCL Tech,1169.80,-9.60,-0.81,43.1,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1169.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 11.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1675.1, 'percentages': 43.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 75.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 75.24, 'minRangePer': 14.79, 'maxRanegPer': 57.4, 'rangeDiffPer': 42.61, 'mindiff_total': 11.13, 'maxdiff_total': 43.19}",#52B974
AL,9,9,0,0,Ashok Leyland,Ashok Leyland,153.61,2.23,1.47,40.9,auto-lcvshcvs/ashokleyland/AL,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 147, 'percentages': -4.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 153.61, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 216.4, 'percentages': 40.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 275, 'percentages': 79, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 87.07, 'minRangePer': 5.15, 'maxRanegPer': 54.22, 'rangeDiffPer': 49.07, 'mindiff_total': 4.49, 'maxdiff_total': 47.21}",#52B974
SBI,9,9,0,0,State Bank of India,SBI,950.90,2.10,0.22,12.0,banks-public-sector/statebankindia/SBI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 908, 'percentages': -4.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 950.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1065.6, 'percentages': 12, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 36.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 43.17, 'minRangePer': 10.93, 'maxRanegPer': 40.18, 'rangeDiffPer': 29.25, 'mindiff_total': 4.72, 'maxdiff_total': 17.35}",#52B974
TM4,9,7,1,1,Tech Mahindra,Tech Mahindra,1439.00,-28.10,-1.92,20.9,computers-software/techmahindra/TM4,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1390, 'percentages': -3.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1439, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1741.1, 'percentages': 20.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1964, 'percentages': 36.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 41.29, 'minRangePer': 8.52, 'maxRanegPer': 61.15, 'rangeDiffPer': 52.63, 'mindiff_total': 3.52, 'maxdiff_total': 25.25}",#52B974
