MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.32,10.99,-0.67,-6.1,445157676,10.98,11.24,10.2
,IDEA,IDEA,IDEA,14.06,14.33,-0.27,-1.88,316789599,14.6,14.63,13.96
,EPL,EPL,EPL,239.9,262.06,-22.2,-8.47,135432363,246.0,247.7,237.5
,JINDWORLD,JINDWORLD,JINDWORLD,41.98,38.31,3.67,9.58,120393999,39.35,44.25,39.35
,OLAELEC,OLAELEC,OLAELEC,40.37,41.12,-0.75,-1.82,87186035,41.4,41.65,39.63
,ALOKINDS,ALOKINDS,ALOKINDS,7.73,8.5,-0.77,-9.06,81881769,8.4,8.6,7.57
,TATSILV,TATSILV,TATSILV,22.1,22.62,-0.52,-2.3,73340718,22.5,23.18,22.04
,YESBANK,YESBANK,YESBANK,22.1,22.83,-0.73,-3.2,63872649,22.51,22.52,21.94
,TATAGOLD,TATAGOLD,TATAGOLD,14.75,14.96,-0.21,-1.4,57784083,15.15,15.19,14.72
,ENGINERSIN,ENGINERSIN,ENGINERSIN,280.7,261.87,18.8,7.18,57537014,263.0,289.65,260.45
,SKYWAYS,SKYWAYS,SKYWAYS,125.38,138.0,1.38,1.11,56082352,124.0,136.45,119.0
,MANALIPETC,MANALIPETC,MANALIPETC,84.89,81.75,3.14,3.84,55587097,84.0,88.0,82.35
,GTLINFRA,GTLINFRA,GTLINFRA,1.17,1.17,0.0,0.0,52128924,1.18,1.19,1.15
,TATASTEEL,TATASTEEL,TATASTEEL,184.07,184.35,-0.28,-0.15,46663321,183.7,188.68,182.12
,GATECH,GATECH,GATECH,1.05,1.1,-0.05,-4.55,0,1.05,1.05,1.05
,HDFCBANK,HDFCBANK,HDFCBANK,711.9,709.0,2.9,0.41,44417092,705.05,715.45,698.5
,OMAXE,OMAXE,OMAXE,130.3,125.52,4.78,3.81,42077140,126.0,138.1,116.1
,JPPOWER,JPPOWER,JPPOWER,16.6,16.45,0.15,0.91,41409814,16.45,17.04,16.41
,SUZLON,SUZLON,SUZLON,46.5,47.52,-1.02,-2.15,39976953,47.5,47.5,46.25
,ADANIPOWER,ADANIPOWER,ADANIPOWER,204.36,198.0,6.36,3.21,38032254,202.0,205.79,201.31
