MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
ITC,ITC,ITC,261.5,268.2,261.5,266.6,255.5,11.10,4.34,31258553
BTV,BA08,Bharti Airtel,1852.0,1877.2,1848.5,1877.2,1811.9,65.30,3.60,9900740
MPS,MPS,Adani Ports,1625.0,1655.6,1625.0,1647.5,1593.1,54.40,3.41,3770354
HCL02,HCL02,HCL Tech,1316.1,1368.0,1313.1,1351.4,1312.2,39.20,2.99,4031856
RI,RI,Reliance,1285.0,1311.8,1280.0,1309.0,1277.0,32.00,2.51,12617528
ONG,ONG,ONGC,233.8,236.6,232.5,236.45,231.8,4.65,2.01,11985775
IT,IT,Infosys,1128.0,1156.0,1125.6,1156.0,1133.8,22.20,1.96,13516123
BA06,BA10,Bajaj Auto,12180.0,12470.0,12090.0,12361.0,12130.0,231.00,1.90,495029
DRL,DRL,Dr Reddys Labs,1166.5,1179.9,1166.5,1171.0,1154.4,16.60,1.44,556259
HL,HU,HUL,1987.0,2003.0,1980.0,1994.8,1967.4,27.40,1.39,922778
KMF,KMB,Kotak Mahindra,420.8,429.1,420.75,425.0,419.4,5.60,1.34,7669677
C,C,Cipla,1420.9,1425.7,1406.5,1423.0,1409.2,13.80,0.98,880100
TM4,TM4,Tech Mahindra,1630.0,1649.0,1613.7,1638.0,1628.0,10.00,0.61,2412137
JVS,JSW01,JSW Steel,1314.6,1328.0,1307.1,1313.5,1307.7,5.80,0.44,1134147
HDF01,HDF01,HDFC Bank,705.05,715.45,698.5,711.9,709.0,2.90,0.41,44417092
PGC,PGC,Power Grid Corp,263.3,264.55,261.7,264.55,263.55,1.00,0.38,8499123
TEL,TM03,TMPV,317.2,317.3,308.95,310.0,308.85,1.15,0.37,8951324
EM,EM,Eicher Motors,7975.0,8052.0,7860.0,7970.0,7953.5,16.50,0.21,760133
AE01,AE13,Adani Enterpris,2910.0,2942.5,2846.0,2863.9,2859.1,4.80,0.17,3862408
NTP,NTP,NTPC,327.4,328.25,325.05,327.5,327.4,0.10,0.03,7377499
