Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,H,Hindalco,Stock,Very Bullish,"1,039.00",12.03,"06 Apr, 2026",927.45,Apr 17 | 15:59
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,573.40",8.26,"08 Apr, 2026","1,453.30",Apr 17 | 15:56
NIFTY 50,TIS,Tata Steel,Stock,Very Bullish,212.12,8.17,"06 Apr, 2026",196.10,Apr 17 | 15:59
NIFTY 50,TEL,TMPV,Stock,Bullish,360.10,8.06,"09 Apr, 2026",333.25,Apr 17 | 15:59
NIFTY 50,L,Trent,Stock,Bullish,"4,107.70",7.45,"07 Apr, 2026","3,823.00",Apr 17 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bullish,318.10,6.71,"09 Apr, 2026",298.10,Apr 17 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Very Bullish,"4,525.90",6.59,"06 Apr, 2026","4,246.10",Apr 17 | 15:59
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"2,218.30",6.30,"10 Apr, 2026","2,086.80",Apr 17 | 15:59
NIFTY 50,NI,Nestle,Stock,Very Bullish,"1,285.60",5.92,"08 Apr, 2026","1,213.70",Apr 17 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Very Bullish,462.75,5.23,"09 Apr, 2026",439.75,Apr 17 | 15:59
NIFTY 50,API,Asian Paints,Stock,Bullish,"2,464.00",4.38,"10 Apr, 2026","2,360.70",Apr 17 | 15:59
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"9,773.50",4.35,"08 Apr, 2026","9,366.00",Apr 17 | 15:58
NIFTY 50,TM4,Tech Mahindra,Stock,Bullish,"1,511.40",4.13,"08 Apr, 2026","1,451.40",Apr 17 | 15:59
NIFTY 50,NTP,NTPC,Stock,Very Bullish,393.60,3.95,"09 Apr, 2026",378.65,Apr 17 | 15:58
NIFTY 50,JVS,JSW Steel,Stock,Very Bullish,"1,240.30",3.85,"08 Apr, 2026","1,194.30",Apr 17 | 15:59
