scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
API,8,2,3,3,"[{'name': 'Prabhudas Lilladher', 'target_price': 2464}, {'name': 'Geojit Financial Services', 'target_price': 3244}, {'name': 'Motilal Oswal', 'target_price': 3000}, {'name': 'Deven Choksey', 'target_price': 2753}, {'name': 'ICICI Securities', 'target_price': 2200}, {'name': 'Sharekhan', 'target_price': 2475}, {'name': 'KRChoksey', 'target_price': 2341}, {'name': 'Asit C. Mehta', 'target_price': 2715}]",Asian Paints,Asian Paints,2464.00,23.70,0.97,7.5,paintsvarnishes/asianpaints/AP31,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2200, 'percentages': -10.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2464, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2649, 'percentages': 7.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3244, 'percentages': 31.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 47.45, 'minRangePer': 25.28, 'maxRanegPer': 42.99, 'rangeDiffPer': 17.71, 'mindiff_total': 12, 'maxdiff_total': 20.4}",#52B974
TEL,8,4,3,1,"[{'name': 'Motilal Oswal', 'target_price': 312}, {'name': 'Deven Choksey', 'target_price': 378}, {'name': 'ICICI Securities', 'target_price': 375}, {'name': 'Emkay Global Financial Services', 'target_price': 750}, {'name': 'LKP Securities Limited', 'target_price': 826}, {'name': 'KRChoksey', 'target_price': 757}, {'name': 'Prabhudas Lilladher', 'target_price': 733}, {'name': 'Sharekhan', 'target_price': 1099}]",Tata Motors Passenger Vehicles,TMPV,360.10,3.80,1.07,81.5,auto-lcvshcvs/tatamotorspassengervehicles/TM03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 312, 'percentages': -13.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 360.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 653.75, 'percentages': 81.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1099, 'percentages': 205.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 252.24, 'minRangePer': 6.1, 'maxRanegPer': 43.42, 'rangeDiffPer': 37.32, 'mindiff_total': 15.41, 'maxdiff_total': 109.53}",#52B974
MM,8,7,0,1,"[{'name': 'Motilal Oswal', 'target_price': 4378}, {'name': 'Prabhudas Lilladher', 'target_price': 4050}, {'name': 'Choice Equity Broking', 'target_price': 4450}, {'name': 'LKP Securities Limited', 'target_price': 3682}, {'name': 'AnandRathi', 'target_price': 3600}, {'name': 'ICICI Securities', 'target_price': 3500}, {'name': 'Emkay Global Financial Services', 'target_price': 2700}, {'name': 'Sharekhan', 'target_price': 3600}]",Mahindra and Mahindra,M&M,3200.20,-22.10,-0.69,17.0,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -15.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3200.2, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3745, 'percentages': 17, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 39, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 28.57, 'maxRanegPer': 59.71, 'rangeDiffPer': 31.14, 'mindiff_total': 18.52, 'maxdiff_total': 38.7}",#52B974
FB,8,8,0,0,"[{'name': 'Motilal Oswal', 'target_price': 310}, {'name': 'Prabhudas Lilladher', 'target_price': 275}, {'name': 'ICICI Securities', 'target_price': 275}, {'name': 'Emkay Global Financial Services', 'target_price': 240}, {'name': 'Anand Rathi', 'target_price': 246}, {'name': 'Sharekhan', 'target_price': 220}, {'name': 'LKP Securities Limited', 'target_price': 225}, {'name': 'Geojit Financial Services', 'target_price': 199}]",Federal Bank,Federal Bank,293.75,9.35,3.29,-15.3,banks-private-sector/federalbank/FB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 199, 'percentages': -32.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 248.75, 'percentages': -15.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 293.75, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 310, 'percentages': 5.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 55.77, 'minRangePer': 44.82, 'maxRanegPer': 85.36, 'rangeDiffPer': 40.54, 'mindiff_total': 25, 'maxdiff_total': 47.61}",#E3515C
LI09,8,4,1,3,"[{'name': 'Motilal Oswal', 'target_price': 7900}, {'name': 'Prabhudas Lilladher', 'target_price': 6000}, {'name': 'Anand Rathi', 'target_price': 7375}, {'name': 'Sharekhan', 'target_price': 6200}, {'name': 'ICICI Securities', 'target_price': 4740}, {'name': 'Choice Equity Broking', 'target_price': 4680}, {'name': 'Geojit Financial Services', 'target_price': 6673}, {'name': 'Emkay Global Financial Services', 'target_price': 6000}]",LTM,LTM,4753.60,23.60,0.50,30.3,computers-software/ltm/LI12,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 4680, 'percentages': -1.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4753.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6196, 'percentages': 30.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7900, 'percentages': 66.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 68.8, 'minRangePer': 2.28, 'maxRanegPer': 47.07, 'rangeDiffPer': 44.79, 'mindiff_total': 1.57, 'maxdiff_total': 32.39}",#52B974
SLI03,8,7,1,0,"[{'name': 'Motilal Oswal', 'target_price': 2400}, {'name': 'Prabhudas Lilladher', 'target_price': 2125}, {'name': 'ICICI Securities', 'target_price': 2140}, {'name': 'Emkay Global Financial Services', 'target_price': 2100}, {'name': 'Deven Choksey', 'target_price': 1975}, {'name': 'Geojit Financial Services', 'target_price': 2048}, {'name': 'KRChoksey', 'target_price': 1901}, {'name': 'Asit C. Mehta', 'target_price': 2015}]",SBI Life Insurance Company,SBI Life Insura,1970.90,-3.80,-0.19,5.9,lifehealth-insurance/sbilifeinsurancecompany/SLI03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1901, 'percentages': -3.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1970.9, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2088, 'percentages': 5.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2400, 'percentages': 21.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.24, 'minRangePer': 13.98, 'maxRanegPer': 37.46, 'rangeDiffPer': 23.48, 'mindiff_total': 3.67, 'maxdiff_total': 9.83}",#52B974
TVS,8,7,0,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 4200}, {'name': 'Motilal Oswal', 'target_price': 4461}, {'name': 'Anand Rathi', 'target_price': 4150}, {'name': 'Emkay Global Financial Services', 'target_price': 4200}, {'name': 'Choice Equity Broking', 'target_price': 3400}, {'name': 'ICICI Securities', 'target_price': 3150}, {'name': 'Geojit Financial Services', 'target_price': 2774}, {'name': 'Sharekhan', 'target_price': 2839}]",TVS Motor Company,TVS Motor,3735.80,-21.40,-0.57,-2.3,auto-23-wheelers/tvsmotorcompany/TVS,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2774, 'percentages': -25.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3646.75, 'percentages': -2.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3735.8, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 4461, 'percentages': 19.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 60.81, 'minRangePer': 51.73, 'maxRanegPer': 57.01, 'rangeDiffPer': 5.28, 'mindiff_total': 31.46, 'maxdiff_total': 34.67}",#E3515C
BE03,8,7,0,1,"[{'name': 'Motilal Oswal', 'target_price': 520}, {'name': 'Prabhudas Lilladher', 'target_price': 411}, {'name': 'Choice Institutional Equities', 'target_price': 550}, {'name': 'Geojit Financial Services', 'target_price': 504}, {'name': 'Choice Equity Broking', 'target_price': 500}, {'name': 'Sharekhan', 'target_price': 445}, {'name': 'Anand Rathi', 'target_price': 450}, {'name': 'ICICI Securities', 'target_price': 420}]",Bharat Electronics,Bharat Elec,462.75,7.10,1.56,2.6,aerospacedefence/bharatelectronics/BE03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 411, 'percentages': -11.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 462.75, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 475, 'percentages': 2.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 550, 'percentages': 18.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 33.81, 'minRangePer': 37.23, 'maxRanegPer': 46.05, 'rangeDiffPer': 8.82, 'mindiff_total': 12.59, 'maxdiff_total': 15.57}",#52B974
NI,8,2,5,1,"[{'name': 'Motilal Oswal', 'target_price': 1400}, {'name': 'Prabhudas Lilladher', 'target_price': 1394}, {'name': 'Deven Choksey', 'target_price': 1301}, {'name': 'ICICI Securities', 'target_price': 2400}, {'name': 'Sharekhan', 'target_price': 2600}, {'name': 'Emkay Global Financial Services', 'target_price': 2300}, {'name': 'KRChoksey', 'target_price': 2448}, {'name': 'AnandRathi', 'target_price': 2700}]",Nestle India,Nestle,1285.60,28.20,2.24,60.8,food-processing/nestleindia/NI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1285.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1301, 'percentages': 1.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2067.88, 'percentages': 60.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2700, 'percentages': 110, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 110.01, 'minRangePer': 1.08, 'maxRanegPer': 55.3, 'rangeDiffPer': 54.22, 'mindiff_total': 1.19, 'maxdiff_total': 60.84}",#52B974
CIF01,7,6,1,0,"[{'name': 'Motilal Oswal', 'target_price': 1870}, {'name': 'Prabhudas Lilladher', 'target_price': 1850}, {'name': 'ICICI Securities', 'target_price': 1625}, {'name': 'Mirae Asset Sharekhan', 'target_price': 1800}, {'name': 'Sharekhan', 'target_price': 1900}, {'name': 'KRChoksey', 'target_price': 1630}, {'name': 'AnandRathi', 'target_price': 1601}]",Cholamandalam Investment and Finance Company,Chola Invest.,1579.00,9.10,0.58,11.0,finance-nbfc/cholamandalaminvestmentfinancecompany/CDB,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1579, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1601, 'percentages': 1.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1753.71, 'percentages': 11, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1900, 'percentages': 20.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 20.32, 'minRangePer': 6.84, 'maxRanegPer': 54.42, 'rangeDiffPer': 47.58, 'mindiff_total': 1.39, 'maxdiff_total': 11.06}",#52B974
BI,7,5,1,1,"[{'name': 'Motilal Oswal', 'target_price': 7150}, {'name': 'Prabhudas Lilladher', 'target_price': 6972}, {'name': 'Emkay Global Financial Services', 'target_price': 5750}, {'name': 'Mirae Asset Sharekhan', 'target_price': 6025}, {'name': 'ICICI Securities', 'target_price': 5850}, {'name': 'Sharekhan', 'target_price': 5995}, {'name': 'KRChoksey', 'target_price': 5229}]",Britannia Industries,Britannia,5735.50,149.50,2.68,7.0,food-processing/britanniaindustries/BI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5229, 'percentages': -8.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5735.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6138.71, 'percentages': 7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7150, 'percentages': 24.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.73, 'minRangePer': 26.35, 'maxRanegPer': 47.34, 'rangeDiffPer': 20.99, 'mindiff_total': 9.68, 'maxdiff_total': 17.39}",#52B974
DL03,7,4,1,2,"[{'name': 'Prabhudas Lilladher', 'target_price': 6850}, {'name': 'Deven Choksey', 'target_price': 6795}, {'name': 'Motilal Oswal', 'target_price': 6925}, {'name': 'ICICI Securities', 'target_price': 5400}, {'name': 'Geojit Financial Services', 'target_price': 5400}, {'name': 'KRChoksey', 'target_price': 6435}, {'name': 'Sharekhan', 'target_price': 6812}]",Divis Laboratories,Divis Labs,6229.00,-64.50,-1.02,2.3,pharmaceuticals/divislaboratories/DL03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5400, 'percentages': -13.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 6229, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6373.86, 'percentages': 2.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6925, 'percentages': 11.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 28.24, 'minRangePer': 54.35, 'maxRanegPer': 63.84, 'rangeDiffPer': 9.49, 'mindiff_total': 15.35, 'maxdiff_total': 18.03}",#52B974
HSL01,7,7,0,0,"[{'name': 'Motilal Oswal', 'target_price': 760}, {'name': 'Prabhudas Lilladher', 'target_price': 835}, {'name': 'Emkay Global Financial Services', 'target_price': 850}, {'name': 'Deven Choksey', 'target_price': 882}, {'name': 'Sharekhan', 'target_price': 870}, {'name': 'Ventura', 'target_price': 870}, {'name': 'KRChoksey', 'target_price': 820}]",HDFC Life Insurance Company,HDFC Life,616.45,-15.05,-2.38,36.4,lifehealth-insurance/hdfclifeinsurancecompany/HSL01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 616.45, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 760, 'percentages': 23.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 841, 'percentages': 36.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 882, 'percentages': 43, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.07, 'minRangePer': 54.05, 'maxRanegPer': 84.56, 'rangeDiffPer': 30.51, 'mindiff_total': 23.28, 'maxdiff_total': 36.42}",#52B974
SC12,7,5,2,0,"[{'name': 'Motilal Oswal', 'target_price': 28000}, {'name': 'Prabhudas Lilladher', 'target_price': 27770}, {'name': 'Emkay Global Financial Services', 'target_price': 33000}, {'name': 'ICICI Securities', 'target_price': 35330}, {'name': 'Sharekhan', 'target_price': 33400}, {'name': 'KRChoksey', 'target_price': 30619}, {'name': 'AnandRathi', 'target_price': 28600}]",Shree Cements,Shree Cements,25290.00,180.00,0.72,22.4,cement-major/shreecements/SC12,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 25290, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 27770, 'percentages': 9.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 30959.86, 'percentages': 22.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 35330, 'percentages': 39.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.69, 'minRangePer': 24.69, 'maxRanegPer': 56.46, 'rangeDiffPer': 31.77, 'mindiff_total': 9.8, 'maxdiff_total': 22.41}",#52B974
CPI,7,4,1,2,"[{'name': 'Prabhudas Lilladher', 'target_price': 2319}, {'name': 'Deven Choksey', 'target_price': 2429}, {'name': 'Motilal Oswal', 'target_price': 2850}, {'name': 'ICICI Securities', 'target_price': 1800}, {'name': 'Sharekhan', 'target_price': 2687}, {'name': 'Geojit Financial Services', 'target_price': 2730}, {'name': 'KRChoksey', 'target_price': 2721}]",Colgate Palmolive (India),Colgate,2106.00,128.60,6.50,18.9,personal-care/colgatepalmoliveindia/CPI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1800, 'percentages': -14.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2106, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2505.14, 'percentages': 18.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2850, 'percentages': 35.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 58.33, 'minRangePer': 29.12, 'maxRanegPer': 67.15, 'rangeDiffPer': 38.03, 'mindiff_total': 16.99, 'maxdiff_total': 39.17}",#52B974
JKC03,7,7,0,0,"[{'name': 'Motilal Oswal', 'target_price': 6040}, {'name': 'AnandRathi', 'target_price': 7545}, {'name': 'Prabhudas Lilladher', 'target_price': 6199}, {'name': 'Choice Institutional Equities', 'target_price': 7200}, {'name': 'ICICI Securities', 'target_price': 7151}, {'name': 'Anand Rathi', 'target_price': 7638}, {'name': 'Emkay Global Financial Services', 'target_price': 7300}]",J. K. Cement,J. K. Cement,5543.00,36.00,0.65,26.4,cement-major/jkcement/JKC03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 5543, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 6040, 'percentages': 8.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 7010.43, 'percentages': 26.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7638, 'percentages': 37.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.79, 'minRangePer': 23.7, 'maxRanegPer': 70.04, 'rangeDiffPer': 46.34, 'mindiff_total': 8.96, 'maxdiff_total': 26.47}",#52B974
