MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HL,HU,HUL,2142.0,2245.0,2133.0,2240.8,2139.1,101.70,4.75,4882697
NI,NI,Nestle,1258.1,1292.0,1252.8,1285.6,1257.4,28.20,2.24,1994195
JVS,JSW01,JSW Steel,1213.0,1242.3,1198.6,1240.3,1214.9,25.40,2.09,1875945
AHE,AHE,Apollo Hospital,7553.0,7710.0,7515.0,7699.0,7553.0,146.00,1.93,343875
PGC,PGC,Power Grid Corp,313.3,318.95,311.4,318.1,312.25,5.85,1.87,13609827
MHI,MHI,Max Healthcare,990.65,1011.4,983.0,1007.65,990.65,17.00,1.72,1640745
RI,RI,Reliance,1340.0,1368.4,1340.0,1365.0,1343.3,21.70,1.62,13869105
BE03,BE03,Bharat Elec,458.0,463.75,454.45,462.75,455.65,7.10,1.56,14128030
MPS,MPS,Adani Ports,1559.0,1578.5,1549.2,1573.4,1549.8,23.60,1.52,6024587
TI01,TI01,Titan Company,4461.4,4531.8,4330.0,4525.9,4461.4,64.50,1.45,2124034
STF,STF,Shriram Finance,1022.0,1039.5,1013.15,1036.95,1022.75,14.20,1.39,4345572
CI29,CI11,Coal India,432.8,440.15,430.5,438.75,432.75,6.00,1.39,10733309
TM4,TM4,Tech Mahindra,1486.0,1522.5,1474.9,1511.4,1491.0,20.40,1.37,1859402
SBI,SBI,SBI,1067.0,1082.15,1060.0,1080.25,1067.15,13.10,1.23,16823879
KMF,KMB,Kotak Mahindra,379.3,385.2,376.65,383.6,379.15,4.45,1.17,11626179
DRL,DRL,Dr Reddys Labs,1215.2,1242.0,1212.4,1235.7,1221.4,14.30,1.17,2564061
ITC,ITC,ITC,303.85,309.95,303.85,306.8,303.4,3.40,1.12,35111203
JFS,JFS,Jio Financial,242.02,245.5,240.64,243.86,241.27,2.59,1.07,51452527
TEL,TM03,TMPV,352.05,361.35,352.0,360.1,356.3,3.80,1.07,7314044
API,AP31,Asian Paints,2425.0,2486.1,2417.5,2464.0,2440.3,23.70,0.97,1286575
TT,TT,TATA Cons. Prod,1098.4,1126.4,1091.1,1113.2,1102.6,10.60,0.96,1287668
MU01,MS24,Maruti Suzuki,13300.0,13647.0,13256.0,13453.0,13335.0,118.00,0.88,549308
C,C,Cipla,1230.5,1244.5,1224.4,1240.8,1230.5,10.30,0.84,2291092
EM,EM,Eicher Motors,7130.5,7200.0,7062.0,7189.5,7131.0,58.50,0.82,582841
NTP,NTP,NTPC,393.0,396.25,388.45,393.6,390.8,2.80,0.72,15320653
UTI10,AB16,Axis Bank,1353.0,1364.3,1344.1,1359.1,1349.6,9.50,0.70,4062181
TIS,TIS,Tata Steel,210.69,212.46,208.5,212.12,210.69,1.43,0.68,22837792
AE01,AE13,Adani Enterpris,2240.0,2240.0,2186.1,2218.3,2203.7,14.60,0.66,2408901
IA05,IA04,Interglobe Avi,4620.1,4648.1,4572.7,4638.4,4608.7,29.70,0.64,762531
L,T04,Trent,4100.8,4167.6,4090.0,4107.7,4083.3,24.40,0.60,1248606
HDF01,HDF01,HDFC Bank,790.1,803.95,788.2,799.9,795.45,4.45,0.56,37282544
UTC,UTC01,UltraTechCement,11820.0,11930.0,11737.0,11886.0,11826.0,60.00,0.51,165109
BF04,BF04,Bajaj Finserv,1828.8,1845.5,1811.7,1838.9,1829.9,9.00,0.49,487836
ONG,ONG,ONGC,283.4,285.5,282.2,284.05,282.75,1.30,0.46,17846605
BTV,BA08,Bharti Airtel,1837.1,1851.4,1829.7,1846.9,1840.6,6.30,0.34,7344787
BAF,BAF,Bajaj Finance,902.15,910.45,895.8,908.25,905.9,2.35,0.26,6035241
TCS,TCS,TCS,2570.0,2589.0,2555.9,2581.5,2576.9,4.60,0.18,2718206
GI01,GI01,Grasim,2720.0,2736.6,2692.3,2720.5,2717.3,3.20,0.12,427517
ICI02,ICI02,ICICI Bank,1347.0,1352.9,1334.0,1346.8,1345.5,1.30,0.10,18151993
