scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
MU01,12,10,1,1,Maruti Suzuki India,Maruti Suzuki,13337.00,-124.00,-0.92,17.8,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 13337, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': 0, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15722.9, 'percentages': 17.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 42.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.46, 'minRangePer': 0.21, 'maxRanegPer': 42.11, 'rangeDiffPer': 41.9, 'mindiff_total': 0.09, 'maxdiff_total': 17.88}",#52B974
UTI10,12,11,1,0,Axis Bank,Axis Bank,1379.60,1.90,0.14,-0.6,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -7.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1370.2, 'percentages': -0.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1379.6, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1435, 'percentages': 4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 12.99, 'minRangePer': 60.66, 'maxRanegPer': 66.35, 'rangeDiffPer': 5.68, 'mindiff_total': 7.88, 'maxdiff_total': 8.62}",#E3515C
BAF,6,4,2,0,Bajaj Finance,Bajaj Finance,934.75,-4.10,-0.44,393.5,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 900, 'percentages': -3.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 934.75, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1044.1, 'percentages': 11.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 23, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.77, 'minRangePer': 13.89, 'maxRanegPer': 57.65, 'rangeDiffPer': 43.76, 'mindiff_total': 3.86, 'maxdiff_total': 16.01}",#52B974
TCS,11,9,1,1,Tata Consultancy Services,TCS,2538.50,-72.00,-2.76,55.1,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2538.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3000, 'percentages': 18.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3938.8, 'percentages': 55.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4634, 'percentages': 82.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 82.54, 'minRangePer': 22.02, 'maxRanegPer': 66.82, 'rangeDiffPer': 44.8, 'mindiff_total': 18.18, 'maxdiff_total': 55.16}",#52B974
IT,11,10,1,0,Infosys,Infosys,1268.60,-44.60,-3.40,45.6,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1268.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1450, 'percentages': 14.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1848, 'percentages': 45.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 69.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 69.79, 'minRangePer': 20.47, 'maxRanegPer': 65.43, 'rangeDiffPer': 44.96, 'mindiff_total': 14.29, 'maxdiff_total': 45.67}",#52B974
UTC,10,10,0,0,UltraTech Cement,UltraTechCement,12193.00,154.00,1.28,12.8,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 11446, 'percentages': -6.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 12193, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13756, 'percentages': 12.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 24.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.88, 'minRangePer': 19.82, 'maxRanegPer': 61.37, 'rangeDiffPer': 41.55, 'mindiff_total': 6.52, 'maxdiff_total': 20.18}",#52B974
HL,10,10,0,0,Hindustan Unilever,HUL,2368.80,58.10,2.51,17.2,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2368.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2609, 'percentages': 10.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2776.6, 'percentages': 17.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2910, 'percentages': 22.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 22.84, 'minRangePer': 44.39, 'maxRanegPer': 75.35, 'rangeDiffPer': 30.95, 'mindiff_total': 10.14, 'maxdiff_total': 17.21}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,799.90,-11.85,-1.46,87.3,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 799.9, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 20.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 30.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 37.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.51, 'minRangePer': 55.69, 'maxRanegPer': 81.09, 'rangeDiffPer': 25.4, 'mindiff_total': 20.89, 'maxdiff_total': 30.42}",#52B974
C,10,8,1,1,Cipla,Cipla,1236.30,3.80,0.31,33.9,pharmaceuticals/cipla/C,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1236.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1310, 'percentages': 5.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1655.5, 'percentages': 33.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 46.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 46.24, 'minRangePer': 12.88, 'maxRanegPer': 73.31, 'rangeDiffPer': 60.43, 'mindiff_total': 5.96, 'maxdiff_total': 33.9}",#52B974
HCL02,10,3,6,1,HCL Technologies,HCL Tech,1285.30,-155.90,-10.82,39.9,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1285.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 1.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1798.6, 'percentages': 39.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2200, 'percentages': 71.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 71.16, 'minRangePer': 1.6, 'maxRanegPer': 56.11, 'rangeDiffPer': 54.51, 'mindiff_total': 1.14, 'maxdiff_total': 39.93}",#52B974
