MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TT,TT,TATA Cons. Prod,1144.0,1194.9,1139.8,1178.6,1142.0,36.60,3.20,4284220
HL,HU,HUL,2310.4,2408.0,2310.4,2368.8,2310.7,58.10,2.51,5558325
NTP,NTP,NTPC,398.0,407.25,393.2,405.4,396.2,9.20,2.32,16411131
H,HI,Hindalco,1030.0,1043.35,1017.0,1039.9,1021.65,18.25,1.79,4474181
TEL,TM03,TMPV,355.45,367.95,353.4,361.85,355.9,5.95,1.67,14994313
JFS,JFS,Jio Financial,234.7,241.15,234.55,238.51,234.75,3.76,1.60,40251825
AE01,AE13,Adani Enterpris,2229.0,2278.6,2224.1,2260.8,2226.0,34.80,1.56,3517237
Z01,Z,Eternal,257.03,264.8,256.29,262.99,259.48,3.51,1.35,45717764
UTC,UTC01,UltraTechCement,12013.0,12222.0,12001.0,12193.0,12039.0,154.00,1.28,312307
NI,NI,Nestle,1391.0,1425.2,1386.0,1395.8,1379.9,15.90,1.15,7723484
L,T04,Trent,4436.0,4498.0,4336.6,4434.5,4390.5,44.00,1.00,2596869
API,AP31,Asian Paints,2500.0,2572.0,2500.0,2562.9,2543.6,19.30,0.76,1126584
RI,RI,Reliance,1350.3,1366.0,1349.1,1362.1,1353.3,8.80,0.65,9525953
TIS,TIS,Tata Steel,211.0,213.78,210.51,213.03,212.01,1.02,0.48,20795714
C,C,Cipla,1226.0,1240.8,1222.0,1236.3,1232.5,3.80,0.31,1172238
SPI,SPI,Sun Pharma,1665.2,1673.9,1652.4,1669.8,1665.2,4.60,0.28,2169514
CI29,CI11,Coal India,443.8,447.75,442.5,444.15,443.15,1.00,0.23,6991939
ONG,ONG,ONGC,283.1,285.05,282.6,283.65,283.1,0.55,0.19,7395183
UTI10,AB16,Axis Bank,1370.0,1391.0,1366.0,1379.6,1377.7,1.90,0.14,3997911
PGC,PGC,Power Grid Corp,319.75,322.0,316.0,319.75,319.35,0.40,0.13,7112538
