MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BE03,BE03,Bharat Elec,408.0,416.0,406.5,410.55,404.0,6.55,1.62,23225496
HL,HU,HUL,1967.0,1990.8,1956.7,1980.0,1960.0,20.00,1.02,1256067
ONG,ONG,ONGC,234.8,238.0,232.22,236.0,233.7,2.30,0.98,7965065
EM,EM,Eicher Motors,7700.0,7747.5,7655.0,7747.5,7672.0,75.50,0.98,461637
MPS,MPS,Adani Ports,1694.0,1713.1,1685.2,1710.0,1694.3,15.70,0.93,1217135
AHE,AHE,Apollo Hospital,8761.5,8850.0,8745.0,8837.5,8760.0,77.50,0.88,324848
BA06,BA10,Bajaj Auto,11727.0,11883.0,11716.0,11880.0,11800.0,80.00,0.68,192942
DRL,DRL,Dr Reddys Labs,1146.5,1154.5,1144.0,1151.0,1144.2,6.80,0.59,587270
CI29,CI11,Coal India,418.1,423.6,416.05,420.25,418.85,1.40,0.33,5273145
H,HI,Hindalco,1014.0,1024.7,1007.5,1009.0,1006.0,3.00,0.30,3094146
Z01,Z,Eternal,320.8,324.3,320.5,321.6,320.8,0.80,0.25,10662039
SBI,SBI,SBI,1004.9,1011.2,1002.1,1008.0,1005.9,2.10,0.21,7084768
NI,NI,Nestle,1397.4,1415.1,1392.9,1400.5,1398.0,2.50,0.18,1260068
GI01,GI01,Grasim,3302.4,3318.2,3277.0,3306.8,3302.4,4.40,0.13,875447
HSL01,HSL01,HDFC Life,539.9,547.8,533.65,533.8,533.2,0.60,0.11,3149035
AE01,AE13,Adani Enterpris,2933.0,2968.8,2918.0,2953.1,2950.0,3.10,0.11,971374
MHI,MHI,Max Healthcare,992.5,996.9,982.4,993.0,992.0,1.00,0.10,1922846
