MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,13.55,13.93,-0.38,-2.73,1114322441,14.23,14.44,13.18
,IDEA,IDEA,IDEA,15.42,15.6,-0.18,-1.15,355940344,15.58,15.58,15.31
,IFCI,IFCI,IFCI,92.25,102.51,-10.26,-10.01,217424506,103.4,103.59,91.77
,UTKARSHBNK,UTKARSHBNK,UTKARSHBNK,15.64,15.03,0.61,4.06,102828979,15.29,16.49,14.94
,IDBI,IDBI,IDBI,81.22,90.75,-9.53,-10.5,69073713,91.3,92.0,79.05
,BCG,BCG,BCG,10.62,9.62,1.0,10.4,67429127,9.7,11.18,9.67
,JINDWORLD,JINDWORLD,JINDWORLD,55.18,58.52,-3.34,-5.71,62255444,58.5,59.9,54.21
,AGL,AGL,AGL,16.04,13.58,2.46,18.11,54467549,13.57,16.23,13.55
,FCL,FCL,FCL,58.2,56.66,1.54,2.72,51043359,58.84,59.5,56.7
,DEEPA,DEEPA,DEEPA,194.7,177.0,-26.3,-11.9,50931963,221.0,222.0,193.0
,NIACL,NIACL,NIACL,205.0,231.2,-26.2,-11.33,45314645,231.2,232.0,199.52
,TATAGOLD,TATAGOLD,TATAGOLD,14.8,14.76,0.04,0.27,43973894,14.78,14.89,14.73
,TATSILV,TATSILV,TATSILV,22.48,22.31,0.17,0.76,41067114,22.53,22.73,22.34
,YESBANK,YESBANK,YESBANK,22.52,22.42,0.1,0.45,38612501,22.44,22.57,22.38
,PINELABS,PINELABS,PINELABS,169.97,164.49,5.48,3.33,38342385,163.99,173.94,162.35
,MIDHANI,MIDHANI,MIDHANI,470.9,419.9,51.0,12.15,36384306,422.5,482.4,421.0
,HCC,HCC,HCC,23.85,23.54,0.31,1.32,35951505,23.52,24.1,23.06
,GTLINFRA,GTLINFRA,GTLINFRA,1.19,1.2,-0.01,-0.83,35870401,1.21,1.22,1.17
,JPPOWER,JPPOWER,JPPOWER,16.52,16.79,-0.27,-1.61,31428211,16.79,16.79,16.45
,SUBEXLTD,SUBEXLTD,SUBEXLTD,19.07,16.74,2.33,13.92,31292634,16.72,19.58,16.7
