pattern_id,userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,p_status,is_closed,is_deleted,end_date,updated_at,created_at,meta_data,analyst_name,analyst_image,updated_at_epoch,created_at_epoch,sc_name,symbol,chartType,displayLock,scanproflg
1847,21,,,nse,Falling Channel,Bullish Reversal,1 hour,,New,N,0,2026-10-09,2026-09-08 10:07:53,2026-09-08 10:07:53,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""413.15"",""pattern_type"":""buy"",""cmp"":""413.15"",""price_key"":""stk_BE03_N"",""target_price"":""425"",""target_return_prcnt"":""2.87"",""stoploss_price"":""405"",""stoploss_prcnt"":""1.97"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178884227222.png""},""rationale"":""A falling channel breakout indicates buyers have crossed above the major horizontal hurdle."",""action_type"":""add"",""created_at"":""2026-09-08 10:07:53"",""updated_at"":""2026-09-08 10:07:53""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788842273,1788842273,,,mc_pro_plus,Y,3
1846,21,,,nse,Rising Channel,Bearish Breakdown,1 day,,New,N,0,2026-10-09,2026-09-07 15:17:37,2026-09-07 15:17:16,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""325.30"",""pattern_type"":""sell"",""cmp"":""325.00"",""price_key"":""stk_MGF01_N"",""target_price"":""283"",""target_return_prcnt"":""13.00"",""stoploss_price"":""344"",""stoploss_prcnt"":""5.75"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178877443416.png""},""rationale"":""Price was moving in a rising channel showing bullish phase, but now it has shown a breakdown showing bears are gaining control."",""action_type"":""add"",""created_at"":""2026-09-07 15:17:16"",""updated_at"":""2026-09-07 15:17:37""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788774457,1788774436,,,mc_pro_plus,Y,3
1842,21,,,nse,Falling Channel,Breakout Retest,1 hour,,New,N,0,2026-10-02,2026-09-07 11:41:10,2026-09-07 10:00:58,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1733.90"",""pattern_type"":""buy"",""cmp"":""1727.90"",""price_key"":""stk_AMP01_N"",""target_price"":""1800"",""target_return_prcnt"":""3.81"",""stoploss_price"":""1702"",""stoploss_prcnt"":""1.84"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178875545641.png""},""rationale"":""A falling channel breakout retest indicates that buyers are gaining momentum at this level."",""action_type"":""add"",""created_at"":""2026-09-07 10:00:58"",""updated_at"":""2026-09-07 10:00:58""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788761470,1788755458,,,mc_pro_plus,Y,3
1845,21,,,nse,Rising Trendline,Reversal From Support,2 hours,,New,N,0,2026-10-09,2026-09-07 11:05:18,2026-09-07 11:05:18,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""16490.25"",""pattern_type"":""buy"",""cmp"":""16490.25"",""price_key"":""indices_i_mc;helcar"",""target_price"":""16794"",""target_return_prcnt"":""1.84"",""stoploss_price"":""16365"",""stoploss_prcnt"":""0.76"",""ind_id"":""123"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178875931629.png""},""rationale"":""Price has respected the support, multiple times and now has again reversed from that level indicating buyers are defending the lower levels."",""action_type"":""add"",""created_at"":""2026-09-07 11:05:18"",""updated_at"":""2026-09-07 11:05:18""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788759318,1788759318,,,mc_pro_plus,Y,3
1844,21,,,nse,Horizontal Resistance,Volume Breakout,1 day,,New,N,0,2026-10-16,2026-09-07 10:20:41,2026-09-07 10:20:41,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""19.11"",""pattern_type"":""buy"",""cmp"":""19.11"",""price_key"":""stk_AS19_N"",""target_price"":""22"",""target_return_prcnt"":""15.12"",""stoploss_price"":""17.86"",""stoploss_prcnt"":""6.54"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178875663941.png""},""rationale"":""Price has broken above the horizontal resistance with higher volume."",""action_type"":""add"",""created_at"":""2026-09-07 10:20:41"",""updated_at"":""2026-09-07 10:20:41""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788756641,1788756641,,,mc_pro_plus,Y,3
1843,21,,,nse,Falling Channel,Reversal From Support,1 day,,New,N,0,2026-10-09,2026-09-07 10:07:55,2026-09-07 10:07:55,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""214.88"",""pattern_type"":""buy"",""cmp"":""214.88"",""price_key"":""stk_RVN_N"",""target_price"":""250"",""target_return_prcnt"":""16.34"",""stoploss_price"":""203"",""stoploss_prcnt"":""5.53"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178875587395.png""},""rationale"":""Price is moving within the falling channel, but now from the lower levels (support) price has indicated a reversal."",""action_type"":""add"",""created_at"":""2026-09-07 10:07:55"",""updated_at"":""2026-09-07 10:07:55""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788755875,1788755875,,,mc_pro_plus,Y,3
1841,21,,,nse,Rising Trendline,Reversal From Support,2 hours,,New,N,0,2026-10-09,2026-09-04 15:29:17,2026-09-04 15:29:17,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1163.80"",""pattern_type"":""buy"",""cmp"":""1163.80"",""price_key"":""stk_JSP_N"",""target_price"":""1211"",""target_return_prcnt"":""4.06"",""stoploss_price"":""1132"",""stoploss_prcnt"":""2.73"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178851595624.png""},""rationale"":""Price is respecting a rising trendline as support and rebounding from it, signalling a potential bullish reversal."",""action_type"":""add"",""created_at"":""2026-09-04 15:29:17"",""updated_at"":""2026-09-04 15:29:17""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788515957,1788515957,,,mc_pro_plus,Y,3
1831,21,,,nse,Rising Trendline,Reversal From Support,2 hours,,New,N,0,2026-10-02,2026-09-04 10:31:55,2026-09-02 10:44:02,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1508.70"",""pattern_type"":""buy"",""cmp"":""1491.90"",""price_key"":""stk_APT02_N"",""target_price"":""1592"",""target_return_prcnt"":""5.52"",""stoploss_price"":""1458"",""stoploss_prcnt"":""3.36"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832604067.png""},""rationale"":""Price reversed from rising trendline support, showing buyers defending the uptrend and a potential move higher."",""action_type"":""add"",""created_at"":""2026-09-02 10:44:02"",""updated_at"":""2026-09-02 10:44:02""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788498115,1788326042,,,mc_pro_plus,Y,3
1838,21,,,nse,Rising Trendline,Reversal From Support,4 hours,,New,N,0,2026-10-09,2026-09-04 10:30:09,2026-09-04 10:30:09,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1282.60"",""pattern_type"":""buy"",""cmp"":""1282.60"",""price_key"":""stk_BDL01_N"",""target_price"":""1375"",""target_return_prcnt"":""7.20"",""stoploss_price"":""1232"",""stoploss_prcnt"":""3.95"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178849800769.png""},""rationale"":""Rising trendline reversal from support: Price respects the rising trendline as support and rebounds, signaling a potential continuation of the bullish trend."",""action_type"":""add"",""created_at"":""2026-09-04 10:30:09"",""updated_at"":""2026-09-04 10:30:09""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788498009,1788498009,,,mc_pro_plus,Y,3
1836,21,,,nse,Falling Channel,Bullish Reversal,2 hours,,New,N,0,2026-10-09,2026-09-03 11:42:21,2026-09-03 11:42:21,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1635.90"",""pattern_type"":""buy"",""cmp"":""1635.90"",""price_key"":""stk_PEP02_N"",""target_price"":""1742"",""target_return_prcnt"":""6.49"",""stoploss_price"":""1586"",""stoploss_prcnt"":""3.05"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178841593965.png""},""rationale"":""Falling channel bullish reversal as price breaks above the channel’s upper trendline, signaling a potential trend reversal."",""action_type"":""add"",""created_at"":""2026-09-03 11:42:21"",""updated_at"":""2026-09-03 11:42:21""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788415941,1788415941,,,mc_pro_plus,Y,3
1835,21,,,nse,Horizontal Resistance,Breakout Retest + 200DEMA,1 day,,New,N,0,2026-10-02,2026-09-03 10:39:47,2026-09-03 10:39:47,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""994.50"",""pattern_type"":""buy"",""cmp"":""994.50"",""price_key"":""stk_IIB_N"",""target_price"":""1070"",""target_return_prcnt"":""7.59"",""stoploss_price"":""960"",""stoploss_prcnt"":""3.47"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178841218577.png""},""rationale"":""Horizontal resistance breakout followed by a retest, with the 200-EMA acting as support and strengthening the bullish setup."",""action_type"":""add"",""created_at"":""2026-09-03 10:39:47"",""updated_at"":""2026-09-03 10:39:47""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788412187,1788412187,,,mc_pro_plus,Y,3
1834,21,,,nse,Descending Triangle,Bullish Reversal,30 mins,,New,N,0,2026-10-09,2026-09-03 10:07:23,2026-09-03 10:07:23,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1949.10"",""pattern_type"":""buy"",""cmp"":""1949.10"",""price_key"":""stk_CF06_N"",""target_price"":""2030"",""target_return_prcnt"":""4.15"",""stoploss_price"":""1895"",""stoploss_prcnt"":""2.78"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178841024148.png""},""rationale"":""After a fall, price formed a descending triangle and now price has moved above the resistance indicating buyers are stepping in."",""action_type"":""add"",""created_at"":""2026-09-03 10:07:23"",""updated_at"":""2026-09-03 10:07:23""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788410243,1788410243,,,mc_pro_plus,Y,3
1832,21,,,nse,Horizontal Resistance,Breakout Retest,1 day,,New,N,0,2026-10-09,2026-09-02 10:56:08,2026-09-02 10:56:08,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""117.09"",""pattern_type"":""buy"",""cmp"":""117.09"",""price_key"":""stk_PNB05_N"",""target_price"":""127"",""target_return_prcnt"":""8.46"",""stoploss_price"":""112"",""stoploss_prcnt"":""4.35"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178832676633.png""},""rationale"":""After a fall, price moved under a horizontal resistance and recently after giving a breakout price again retested that level as support."",""action_type"":""add"",""created_at"":""2026-09-02 10:56:08"",""updated_at"":""2026-09-02 10:56:08""}]}",,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,1788326768,1788326768,,,mc_pro_plus,Y,3
