MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TT,TT,TATA Cons. Prod,1068.6,1074.7,1056.3,1056.3,1068.0,-11.70,-1.10,1684035
H,HI,Hindalco,1044.0,1048.0,1013.0,1029.85,1038.95,-9.10,-0.88,4321761
IA05,IA04,Interglobe Avi,5235.0,5235.0,5152.0,5165.0,5193.0,-28.00,-0.54,380687
HCL02,HCL02,HCL Tech,1339.7,1345.3,1318.4,1318.4,1324.8,-6.40,-0.48,1510868
NI,NI,Nestle,1482.0,1482.0,1454.6,1458.0,1465.0,-7.00,-0.48,1910719
TEL,TM03,TMPV,323.4,324.55,318.45,320.25,321.3,-1.05,-0.33,10475953
TIS,TIS,Tata Steel,185.0,185.6,182.95,183.5,184.0,-0.50,-0.27,21782667
API,AP31,Asian Paints,2635.1,2641.8,2607.0,2625.2,2630.8,-5.60,-0.21,476939
AHE,AHE,Apollo Hospital,8788.0,8788.0,8679.5,8735.0,8750.0,-15.00,-0.17,280417
SBI,SBI,SBI,1052.9,1052.9,1045.7,1048.0,1048.6,-0.60,-0.06,5879949
