MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,BAJAJHIND,BAJAJHIND,BAJAJHIND,23.76,20.38,3.38,16.58,256556792,20.74,23.98,20.59
,IDEA,IDEA,IDEA,14.03,14.07,-0.04,-0.28,232109943,14.14,14.19,13.93
,SHIPROCKET,SHIPROCKET,SHIPROCKET,138.01,143.45,-5.44,-3.79,110197387,149.9,156.9,137.86
,KWIL,KWIL,KWIL,43.35,37.71,5.64,14.96,101299688,38.0,44.3,37.75
,RENUKA,RENUKA,RENUKA,26.34,24.24,2.1,8.66,95136169,24.7,26.43,24.5
,TATSILV,TATSILV,TATSILV,22.89,21.96,0.93,4.23,81115670,22.65,23.06,22.65
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.6,9.68,-0.08,-0.83,78831265,9.68,9.82,9.55
,TATAGOLD,TATAGOLD,TATAGOLD,15.12,14.77,0.35,2.37,74592702,14.9,15.2,14.77
,HCC,HCC,HCC,21.23,19.83,1.4,7.06,66092291,20.0,21.47,19.99
,FILATFASH,FILATFASH,FILATFASH,0.19,0.18,0.01,5.56,64582811,0.18,0.19,0.17
,MILKYMIST,MILKYMIST,MILKYMIST,186.11,199.65,-13.54,-6.78,56542171,207.8,211.8,181.5
,GROWW,GROWW,GROWW,201.2,194.14,7.06,3.64,49550959,195.24,202.0,193.71
,MOREPENLAB,MOREPENLAB,MOREPENLAB,96.15,88.42,7.73,8.74,47564139,88.66,97.5,88.3
,ZEEL,ZEEL,ZEEL,108.2,102.22,5.98,5.85,45642965,103.2,109.49,102.75
,NETWORK18,NETWORK18,NETWORK18,30.9,28.07,2.83,10.08,45466707,28.24,31.24,28.05
,DWARKESH,DWARKESH,DWARKESH,55.9,48.28,7.62,15.78,42670090,48.77,56.45,48.7
,MMTC,MMTC,MMTC,66.39,62.15,4.24,6.82,42448877,62.84,67.58,62.75
,ABINFRA,ABINFRA,ABINFRA,13.42,13.45,-0.03,-0.22,42342705,13.5,14.44,12.9
,ETERNAL,ETERNAL,ETERNAL,327.95,320.0,7.95,2.48,36661268,323.85,328.5,321.35
,SILVERBEES,SILVERBEES,SILVERBEES,225.37,216.43,8.94,4.13,36624820,225.13,226.56,224.2
