MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
Z01,Z,Eternal,323.85,328.5,321.35,327.95,320.0,7.95,2.48,36661268
STF,STF,Shriram Finance,1118.9,1135.4,1115.5,1128.2,1106.0,22.20,2.01,3313774
KMF,KMB,Kotak Mahindra,393.6,399.55,393.15,397.35,390.25,7.10,1.82,9258923
ITC,ITC,ITC,268.2,271.65,265.0,271.65,267.05,4.60,1.72,28272797
BAF,BAF,Bajaj Finance,1089.7,1102.3,1086.3,1095.0,1080.2,14.80,1.37,6741475
UTI10,AB16,Axis Bank,1237.5,1253.9,1236.2,1251.0,1235.0,16.00,1.30,4163816
BA06,BA10,Bajaj Auto,11700.0,11793.0,11620.0,11793.0,11645.0,148.00,1.27,151383
C,C,Cipla,1430.0,1439.4,1427.5,1438.0,1422.0,16.00,1.13,327752
UTC,UTC01,UltraTechCement,11500.0,11643.0,11422.0,11575.0,11450.0,125.00,1.09,209955
JVS,JSW01,JSW Steel,1298.5,1310.6,1281.5,1299.7,1285.8,13.90,1.08,3416352
HSL01,HSL01,HDFC Life,539.9,543.2,536.65,542.0,536.3,5.70,1.06,1684071
BTV,BA08,Bharti Airtel,1944.0,1952.2,1933.0,1941.7,1922.0,19.70,1.02,4390604
LT,LT,Larsen,4050.5,4084.9,4048.3,4081.0,4041.3,39.70,0.98,1056060
GI01,GI01,Grasim,3280.0,3310.0,3250.0,3300.0,3270.0,30.00,0.92,1182213
IT,IT,Infosys,1143.0,1144.7,1125.7,1130.0,1119.8,10.20,0.91,8559841
MU01,MS24,Maruti Suzuki,13758.0,13826.0,13681.0,13809.0,13690.0,119.00,0.87,186272
DRL,DRL,Dr Reddys Labs,1171.2,1183.8,1171.2,1180.0,1170.0,10.00,0.85,1031107
MPS,MPS,Adani Ports,1690.0,1698.5,1680.4,1696.0,1681.9,14.10,0.84,1661649
W,W,Wipro,181.56,182.46,180.51,181.0,179.55,1.45,0.81,5364164
ICI02,ICI02,ICICI Bank,1407.8,1413.0,1403.3,1411.9,1402.0,9.90,0.71,8425049
HDF01,HDF01,HDFC Bank,725.5,728.3,724.3,725.05,720.0,5.05,0.70,17603805
EM,EM,Eicher Motors,8047.0,8097.5,7983.0,8042.0,7990.5,51.50,0.64,323672
CI29,CI11,Coal India,400.05,403.45,395.8,402.5,400.0,2.50,0.63,5070984
JFS,JFS,Jio Financial,244.0,247.25,243.75,244.6,243.15,1.45,0.60,8819149
L,T04,Trent,2960.0,2978.0,2947.1,2970.0,2953.0,17.00,0.58,325293
PGC,PGC,Power Grid Corp,264.0,267.1,262.8,264.8,263.5,1.30,0.49,7029993
TCS,TCS,TCS,2319.4,2329.0,2288.1,2298.0,2289.0,9.00,0.39,2047848
HL,HU,HUL,2022.9,2043.6,2018.2,2028.0,2020.7,7.30,0.36,1401471
MM,MM,M&M,3424.0,3456.4,3401.0,3424.8,3415.0,9.80,0.29,1279093
NTP,NTP,NTPC,337.1,339.55,334.4,337.5,336.55,0.95,0.28,4185077
SPI,SPI,Sun Pharma,1905.0,1911.6,1890.3,1904.0,1900.0,4.00,0.21,893691
ONG,ONG,ONGC,239.24,239.24,233.64,238.5,238.0,0.50,0.21,11886277
BF04,BF04,Bajaj Finserv,2020.0,2030.1,2013.0,2016.0,2012.0,4.00,0.20,417675
RI,RI,Reliance,1315.5,1316.5,1307.0,1313.2,1311.0,2.20,0.17,5546227
AE01,AE13,Adani Enterpris,3000.0,3011.0,2990.0,2994.9,2990.3,4.60,0.15,713687
TM4,TM4,Tech Mahindra,1601.6,1610.0,1588.7,1592.1,1589.8,2.30,0.14,1676285
MHI,MHI,Max Healthcare,998.0,1001.8,987.7,997.9,997.0,0.90,0.09,1658842
SLI03,SLI03,SBI Life Insura,1790.0,1792.5,1775.4,1782.0,1780.4,1.60,0.09,687833
BE03,BE03,Bharat Elec,411.8,412.2,406.3,409.4,409.2,0.20,0.05,6984638
