MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.23,13.88,0.35,2.52,802424304,13.78,14.49,13.73
,OLAELEC,OLAELEC,OLAELEC,45.37,47.32,-1.95,-4.12,384407728,46.75,48.19,43.42
,ZEEL,ZEEL,ZEEL,111.7,102.93,8.77,8.52,147507343,103.0,112.89,102.95
,MOTISONS,MOTISONS,MOTISONS,13.35,12.29,1.06,8.62,116205516,12.2,14.1,12.17
,GTLINFRA,GTLINFRA,GTLINFRA,1.45,1.44,0.01,0.69,109196013,1.45,1.5,1.41
,TATAGOLD,TATAGOLD,TATAGOLD,14.05,14.25,-0.2,-1.4,93214252,13.76,14.09,13.34
,YESBANK,YESBANK,YESBANK,22.26,22.6,-0.34,-1.5,93036362,22.5,22.77,22.18
,JPPOWER,JPPOWER,JPPOWER,17.83,18.0,-0.17,-0.94,73086745,17.81,18.1,17.58
,KWIL,KWIL,KWIL,34.85,33.01,1.84,5.57,64649063,32.85,36.4,32.6
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.7,8.65,0.05,0.58,63711610,8.63,8.9,8.47
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,8.26,8.82,-0.56,-6.35,61140201,8.72,8.72,8.2
,TATSILV,TATSILV,TATSILV,22.49,22.38,0.11,0.49,57735237,22.3,22.9,22.21
,HFCL,HFCL,HFCL,164.95,169.11,-4.16,-2.46,52686036,160.66,170.7,160.66
,CUPID,CUPID,CUPID,155.9,150.59,5.31,3.53,46400839,151.3,156.6,142.49
,CANBK,CANBK,CANBK,131.97,133.46,-1.49,-1.12,46246010,132.7,133.78,130.6
,GOLDBEES,GOLDBEES,GOLDBEES,119.25,121.15,-1.9,-1.57,42321173,114.4,119.92,113.33
,SUZLON,SUZLON,SUZLON,53.4,54.08,-0.68,-1.26,41907259,53.79,54.12,53.07
,AEGISLOG,AEGISLOG,AEGISLOG,942.0,801.0,141.0,17.6,40729363,805.0,960.0,800.15
,IFCI,IFCI,IFCI,70.59,71.83,-1.24,-1.73,40030897,70.98,73.27,70.01
,TATASTEEL,TATASTEEL,TATASTEEL,198.4,199.31,-0.91,-0.46,38292223,197.44,199.35,196.05
