MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1066.9,1066.9,1034.2,1039.3,1076.7,-37.40,-3.47,8048339
CI29,CI11,Coal India,465.2,467.4,450.2,451.0,466.9,-15.90,-3.41,8127902
IT,IT,Infosys,1160.1,1171.4,1143.3,1145.3,1180.3,-35.00,-2.97,8887626
ONG,ONG,ONGC,259.0,261.85,251.35,251.9,259.0,-7.10,-2.74,10176332
Z01,Z,Eternal,247.0,247.0,239.0,239.8,245.65,-5.85,-2.38,23687653
SLI03,SLI03,SBI Life Insura,1756.9,1774.0,1722.2,1728.7,1769.1,-40.40,-2.28,1149490
HSL01,HSL01,HDFC Life,560.5,567.1,547.5,549.55,560.6,-11.05,-1.97,3075495
TIS,TIS,Tata Steel,203.0,203.4,198.0,199.31,203.18,-3.87,-1.90,34008938
TEL,TM03,TMPV,388.0,388.8,380.0,381.0,387.8,-6.80,-1.75,7251442
JFS,JFS,Jio Financial,234.2,234.95,229.55,230.17,234.21,-4.04,-1.72,8453644
BF04,BF04,Bajaj Finserv,1689.2,1699.9,1660.4,1664.2,1693.1,-28.90,-1.71,525263
AE01,AE13,Adani Enterpris,2977.0,2994.9,2918.0,2931.1,2979.9,-48.80,-1.64,1475029
STF,STF,Shriram Finance,907.85,914.75,894.2,897.35,911.7,-14.35,-1.57,4026258
TI01,TI01,Titan Company,4104.9,4119.1,4035.0,4042.1,4104.9,-62.80,-1.53,613629
W,W,Wipro,182.1,182.29,178.5,178.93,181.67,-2.74,-1.51,16935979
BTV,BA08,Bharti Airtel,1799.0,1807.7,1771.0,1775.2,1799.0,-23.80,-1.32,7999362
MM,MM,M&M,2980.0,3000.0,2943.2,2952.5,2990.1,-37.60,-1.26,2281551
HCL02,HCL02,HCL Tech,1140.8,1152.0,1130.0,1132.1,1146.3,-14.20,-1.24,1600595
NTP,NTP,NTPC,359.0,359.0,351.1,351.65,355.65,-4.00,-1.12,14939921
BE03,BE03,Bharat Elec,413.0,415.25,407.1,408.35,412.05,-3.70,-0.90,5371511
RI,RI,Reliance,1275.0,1300.5,1254.4,1258.8,1269.2,-10.40,-0.82,21012796
GI01,GI01,Grasim,3090.0,3132.0,3065.5,3071.2,3095.5,-24.30,-0.79,792811
L,T04,Trent,2785.2,2845.5,2743.3,2754.7,2771.3,-16.60,-0.60,1588046
AHE,AHE,Apollo Hospital,8527.0,8624.0,8470.5,8488.5,8524.0,-35.50,-0.42,487815
UTC,UTC01,UltraTechCement,10924.0,10957.0,10814.0,10866.0,10911.0,-45.00,-0.41,470400
BA06,BA10,Bajaj Auto,10229.0,10293.0,10124.0,10144.0,10184.0,-40.00,-0.39,293698
MU01,MS24,Maruti Suzuki,13118.0,13205.0,13050.0,13073.0,13120.0,-47.00,-0.36,203885
TM4,TM4,Tech Mahindra,1480.0,1496.3,1471.2,1478.9,1483.8,-4.90,-0.33,1082678
BAF,BAF,Bajaj Finance,890.1,894.7,880.1,884.1,886.9,-2.80,-0.32,6939714
MPS,MPS,Adani Ports,1826.0,1857.8,1812.2,1821.2,1826.4,-5.20,-0.28,2933100
IA05,IA04,Interglobe Avi,4511.0,4579.5,4504.5,4524.9,4537.6,-12.70,-0.28,540246
