MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.7,10.32,-0.62,-6.01,487726969,10.35,10.35,9.62
,IDEA,IDEA,IDEA,13.72,13.89,-0.17,-1.22,275409119,13.83,14.0,13.71
,SUZLON,SUZLON,SUZLON,52.07,51.97,0.1,0.19,111362634,51.96,52.29,51.27
,JIOFIN,JIOFIN,JIOFIN,242.7,235.65,7.05,2.99,95978862,247.5,249.95,242.0
,GTLINFRA,GTLINFRA,GTLINFRA,1.25,1.27,-0.02,-1.57,93957650,1.28,1.28,1.23
,YESBANK,YESBANK,YESBANK,23.53,23.75,-0.22,-0.93,75453831,23.75,23.75,23.21
,FINOPB,FINOPB,FINOPB,177.62,158.24,19.38,12.25,58714643,159.02,180.75,159.02
,KALYANKJIL,KALYANKJIL,KALYANKJIL,572.5,546.6,25.9,4.74,53915916,542.0,577.5,541.25
,PAISALO,PAISALO,PAISALO,70.95,73.78,-2.83,-3.84,53207306,77.39,77.39,67.15
,CAMPUS,CAMPUS,CAMPUS,232.99,226.65,6.34,2.8,52366677,226.8,259.7,225.5
,TATSILV,TATSILV,TATSILV,20.83,21.01,-0.18,-0.86,52008897,21.1,21.1,20.65
,GROWW,GROWW,GROWW,208.18,205.64,2.54,1.24,49834034,206.4,213.64,204.84
,TATAGOLD,TATAGOLD,TATAGOLD,13.61,13.69,-0.08,-0.58,49753666,13.93,13.93,13.54
,MRPL,MRPL,MRPL,173.4,173.33,0.07,0.04,49682498,175.49,178.9,165.37
,BHEL,BHEL,BHEL,421.3,435.4,-12.7,-2.93,48217882,445.0,446.5,420.3
,JINDWORLD,JINDWORLD,JINDWORLD,31.49,32.06,-0.57,-1.78,46609929,32.8,35.22,31.1
,VOGL,VOGL,VOGL,35.6,36.42,-0.82,-2.25,44805133,36.75,36.84,34.74
,FEDERALBNK,FEDERALBNK,FEDERALBNK,348.0,326.6,21.4,6.55,44155126,328.7,351.0,323.4
,BECTORFOOD,BECTORFOOD,BECTORFOOD,188.02,192.23,-4.21,-2.19,43462628,198.04,204.9,186.54
,CUPID,CUPID,CUPID,214.5,212.98,1.52,0.71,38003173,213.3,216.7,206.43
