MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TM4,TM4,Tech Mahindra,1540.0,1585.0,1527.3,1572.9,1510.3,62.60,4.14,10632264
KMF,KMB,Kotak Mahindra,377.5,391.8,375.7,389.95,377.15,12.80,3.39,17847316
JFS,JFS,Jio Financial,247.5,249.95,242.0,242.98,235.65,7.33,3.11,95978862
TCS,TCS,TCS,2224.8,2275.0,2215.1,2269.0,2201.0,68.00,3.09,5615138
RI,RI,Reliance,1300.0,1330.3,1296.1,1327.2,1296.6,30.60,2.36,18302218
HL,HU,HUL,2100.0,2154.5,2092.1,2143.8,2098.4,45.40,2.16,1059832
MM,MM,M&M,3119.0,3183.2,3119.0,3179.2,3117.8,61.40,1.97,1627877
EM,EM,Eicher Motors,7450.0,7575.0,7450.0,7563.5,7418.5,145.00,1.95,489811
ICI02,ICI02,ICICI Bank,1422.1,1455.1,1419.7,1444.3,1418.2,26.10,1.84,11112550
BAF,BAF,Bajaj Finance,1044.9,1058.5,1037.6,1056.3,1037.6,18.70,1.80,12882360
UTI10,AB16,Axis Bank,1307.0,1333.0,1305.0,1328.5,1307.6,20.90,1.60,11192836
HDF01,HDF01,HDFC Bank,810.0,823.7,808.5,819.6,808.3,11.30,1.40,17415322
HCL02,HCL02,HCL Tech,1197.8,1223.5,1195.8,1203.9,1187.4,16.50,1.39,5037972
JVS,JSW01,JSW Steel,1221.0,1243.9,1218.0,1237.3,1221.0,16.30,1.33,2800390
IT,IT,Infosys,1105.0,1116.8,1092.0,1096.5,1082.4,14.10,1.30,12547728
SBI,SBI,SBI,1030.6,1048.0,1028.3,1044.3,1031.2,13.10,1.27,8452780
GI01,GI01,Grasim,3079.4,3118.0,3065.4,3109.7,3072.9,36.80,1.20,622540
TEL,TM03,TMPV,332.1,336.8,330.2,335.6,331.8,3.80,1.15,7785825
BA06,BA10,Bajaj Auto,10366.0,10499.0,10350.0,10443.0,10331.5,111.50,1.08,426656
LT,LT,Larsen,3788.9,3828.9,3767.7,3814.5,3775.6,38.90,1.03,1942610
STF,STF,Shriram Finance,1025.4,1038.9,1022.0,1034.9,1024.4,10.50,1.02,3328041
PGC,PGC,Power Grid Corp,280.75,284.35,279.65,283.55,280.75,2.80,1.00,10985155
BF04,BF04,Bajaj Finserv,1836.0,1871.7,1822.0,1854.0,1838.6,15.40,0.84,705632
MPS,MPS,Adani Ports,1825.6,1841.5,1817.1,1837.4,1826.4,11.00,0.60,962152
BE03,BE03,Bharat Elec,407.1,411.2,405.1,409.45,407.1,2.35,0.58,6678047
API,AP31,Asian Paints,2665.0,2700.0,2665.0,2689.0,2674.7,14.30,0.53,452284
ITC,ITC,ITC,279.35,281.95,277.8,280.7,279.35,1.35,0.48,15215868
SLI03,SLI03,SBI Life Insura,1824.1,1839.8,1811.3,1829.4,1822.1,7.30,0.40,1025533
AE01,AE13,Adani Enterpris,3156.1,3184.8,3140.0,3160.7,3151.4,9.30,0.30,1021302
TI01,TI01,Titan Company,4626.0,4647.5,4610.1,4638.1,4625.8,12.30,0.27,667212
NI,NI,Nestle,1416.0,1429.2,1405.1,1427.2,1423.5,3.70,0.26,1433884
ONG,ONG,ONGC,246.2,247.79,245.6,247.29,246.75,0.54,0.22,6214332
TIS,TIS,Tata Steel,185.2,186.59,183.41,185.89,185.49,0.40,0.22,20132684
MU01,MS24,Maruti Suzuki,13750.0,13885.0,13700.0,13803.0,13783.0,20.00,0.15,237330
CI29,CI11,Coal India,427.4,429.7,424.7,427.65,427.35,0.30,0.07,4142036
Z01,Z,Eternal,287.0,287.85,283.05,286.6,286.45,0.15,0.05,17477557
TT,TT,TATA Cons. Prod,1082.0,1091.8,1074.9,1088.6,1088.5,0.10,0.01,1262534
