MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,955.0,959.1,939.5,944.15,959.3,-15.15,-1.58,4222686
DRL,DRL,Dr Reddys Labs,1227.5,1229.9,1201.2,1211.2,1224.4,-13.20,-1.08,2075149
W,W,Wipro,173.55,176.26,173.55,176.0,177.74,-1.74,-0.98,22960032
SPI,SPI,Sun Pharma,1948.7,1952.6,1922.5,1932.6,1950.1,-17.50,-0.90,2475664
MHI,MHI,Max Healthcare,1100.0,1101.4,1081.2,1089.9,1098.2,-8.30,-0.76,1617983
C,C,Cipla,1429.5,1434.0,1404.0,1418.7,1429.5,-10.80,-0.76,607055
AHE,AHE,Apollo Hospital,8875.0,8892.0,8782.0,8826.0,8888.0,-62.00,-0.70,144563
HSL01,HSL01,HDFC Life,568.3,577.2,562.9,563.65,567.6,-3.95,-0.70,3978771
BTV,BA08,Bharti Airtel,1918.0,1925.2,1902.7,1908.8,1921.8,-13.00,-0.68,4715613
L,T04,Trent,2860.9,2873.9,2838.2,2842.4,2860.2,-17.80,-0.62,791066
UTC,UTC01,UltraTechCement,11770.0,11802.0,11663.0,11727.0,11771.0,-44.00,-0.37,247044
IA05,IA04,Interglobe Avi,5265.5,5307.0,5225.0,5248.5,5265.5,-17.00,-0.32,609593
NTP,NTP,NTPC,342.5,343.9,340.25,341.85,342.45,-0.60,-0.18,7612446
