MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.97,15.06,-0.09,-0.6,430678395,15.12,15.26,14.91
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.96,11.23,-0.27,-2.4,332871058,11.17,11.32,10.92
,HCC,HCC,HCC,25.2,23.88,1.32,5.53,202003226,24.11,26.03,24.11
,WEL,WEL,WEL,124.74,155.92,-31.18,-20.0,129566541,157.5,179.2,124.74
,VOGL,VOGL,VOGL,41.79,41.21,0.58,1.41,100784349,41.89,43.3,41.27
,NSLNISP,NSLNISP,NSLNISP,45.07,41.44,3.63,8.76,86668492,41.44,45.48,41.19
,TATAGOLD,TATAGOLD,TATAGOLD,15.31,15.55,-0.24,-1.54,78652833,15.54,15.54,15.06
,GATECH,GATECH,GATECH,1.03,0.99,0.04,4.04,0,1.03,1.03,1.02
,ADANIPOWER,ADANIPOWER,ADANIPOWER,215.0,207.2,7.8,3.76,70024737,209.15,217.4,207.3
,TATSILV,TATSILV,TATSILV,22.95,23.36,-0.41,-1.76,63551214,23.94,23.94,22.71
,ALOKINDS,ALOKINDS,ALOKINDS,10.53,11.28,-0.75,-6.65,60004535,11.35,11.35,9.55
,MILKYMIST,MILKYMIST,MILKYMIST,215.15,222.11,-6.96,-3.13,59235093,227.39,233.8,212.66
,KELLTONTEC,KELLTONTEC,KELLTONTEC,15.07,13.51,1.56,11.55,58182615,13.5,15.45,13.3
,VISL,VISL,VISL,38.86,38.78,0.08,0.21,57698620,38.9,40.38,38.22
,SEPC,SEPC,SEPC,5.72,5.78,-0.06,-1.04,50238318,5.85,5.94,5.65
,HDFCBANK,HDFCBANK,HDFCBANK,711.0,727.2,-16.2,-2.23,46515020,728.15,728.15,710.0
,BAJAJHIND,BAJAJHIND,BAJAJHIND,21.01,21.78,-0.77,-3.54,45877765,21.9,22.48,20.87
,IFCI,IFCI,IFCI,84.16,85.44,-1.28,-1.5,44599176,85.95,88.2,83.36
,SHAH,SHAH,SHAH,3.79,3.16,0.63,19.94,43893037,3.2,3.79,3.14
,GOLDBEES,GOLDBEES,GOLDBEES,130.19,132.37,-2.18,-1.65,43844954,131.24,131.49,128.15
