MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1060.5,1061.8,1020.05,1024.0,1053.0,-29.00,-2.75,3635432
HDF01,HDF01,HDFC Bank,728.15,728.15,710.0,711.0,727.2,-16.20,-2.23,46515020
MM,MM,M&M,3410.0,3420.0,3330.0,3330.0,3398.2,-68.20,-2.01,1853016
STF,STF,Shriram Finance,1112.0,1127.5,1091.5,1101.0,1117.5,-16.50,-1.48,4358707
HCL02,HCL02,HCL Tech,1295.0,1304.7,1280.0,1282.0,1298.5,-16.50,-1.27,1936771
GI01,GI01,Grasim,3289.0,3299.8,3258.0,3258.0,3299.9,-41.90,-1.27,733124
BTV,BA08,Bharti Airtel,1915.0,1915.0,1878.3,1878.3,1902.1,-23.80,-1.25,8757645
RI,RI,Reliance,1305.0,1308.4,1282.2,1282.2,1298.0,-15.80,-1.22,11271497
JFS,JFS,Jio Financial,242.0,242.65,238.1,238.1,241.0,-2.90,-1.20,7638222
IA05,IA04,Interglobe Avi,5255.0,5258.5,5178.0,5189.0,5250.5,-61.50,-1.17,352677
NTP,NTP,NTPC,335.0,335.95,328.4,330.9,334.6,-3.70,-1.11,12911842
L,T04,Trent,2908.2,2923.5,2868.2,2878.5,2908.2,-29.70,-1.02,591208
TCS,TCS,TCS,2270.0,2283.6,2243.9,2248.4,2270.0,-21.60,-0.95,1709113
HSL01,HSL01,HDFC Life,553.1,557.0,548.0,548.0,553.0,-5.00,-0.90,2474974
CI29,CI11,Coal India,403.5,404.95,398.4,400.0,403.5,-3.50,-0.87,4430005
SBI,SBI,SBI,1052.0,1054.4,1042.9,1042.9,1052.0,-9.10,-0.87,4788716
IT,IT,Infosys,1120.0,1130.7,1107.2,1110.8,1120.0,-9.20,-0.82,6933998
TIS,TIS,Tata Steel,188.05,190.25,186.5,186.8,188.01,-1.21,-0.64,40921836
HL,HU,HUL,2020.0,2028.0,2004.3,2009.0,2021.0,-12.00,-0.59,989046
MU01,MS24,Maruti Suzuki,13520.0,13580.0,13404.0,13440.0,13520.0,-80.00,-0.59,315555
W,W,Wipro,177.35,178.7,176.4,176.4,177.35,-0.95,-0.54,4695019
TT,TT,TATA Cons. Prod,1041.0,1048.4,1035.6,1042.0,1047.1,-5.10,-0.49,996048
ITC,ITC,ITC,269.5,271.25,268.0,269.0,270.25,-1.25,-0.46,8834890
DRL,DRL,Dr Reddys Labs,1182.0,1191.9,1169.4,1177.0,1182.0,-5.00,-0.42,1044405
LT,LT,Larsen,4058.0,4067.3,4023.0,4027.0,4038.1,-11.10,-0.27,1161440
JVS,JSW01,JSW Steel,1351.0,1351.0,1330.0,1337.5,1341.0,-3.50,-0.26,2647838
BAF,BAF,Bajaj Finance,1090.0,1107.0,1083.0,1083.0,1085.0,-2.00,-0.18,5220239
PGC,PGC,Power Grid Corp,264.8,266.3,262.3,264.9,265.2,-0.30,-0.11,7118715
NI,NI,Nestle,1451.5,1465.0,1440.3,1450.0,1451.5,-1.50,-0.10,637066
ONG,ONG,ONGC,232.21,234.44,231.1,232.0,232.21,-0.21,-0.09,11219541
BA06,BA10,Bajaj Auto,11750.0,11822.0,11618.0,11720.0,11724.0,-4.00,-0.03,221294
