scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1256.00,2.10,0.17,15.1,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1256, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 1.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1446.6, 'percentages': 15.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 29.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 29.14, 'minRangePer': 3.8, 'maxRanegPer': 52.05, 'rangeDiffPer': 48.25, 'mindiff_total': 1.11, 'maxdiff_total': 15.17}",#52B974
IT,11,10,0,1,Infosys,Infosys,1165.00,-9.00,-0.77,33.7,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -19.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1165, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1558.5, 'percentages': 33.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 84.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 129.14, 'minRangePer': 18.53, 'maxRanegPer': 50.94, 'rangeDiffPer': 32.4, 'mindiff_total': 23.93, 'maxdiff_total': 65.79}",#52B974
BAF,7,6,0,1,Bajaj Finance,Bajaj Finance,1144.80,-14.00,-1.21,210.9,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -17, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1116.4, 'percentages': -2.4, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1144.8, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 13.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.84, 'minRangePer': 47.52, 'maxRanegPer': 55.64, 'rangeDiffPer': 8.11, 'mindiff_total': 17.51, 'maxdiff_total': 20.5}",#E3515C
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,734.30,-0.70,-0.10,101.7,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 734.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 963, 'percentages': 31.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1014.3, 'percentages': 38.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1050, 'percentages': 42.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.99, 'minRangePer': 72.43, 'maxRanegPer': 88.69, 'rangeDiffPer': 16.25, 'mindiff_total': 31.14, 'maxdiff_total': 38.13}",#52B974
PS15,10,7,1,2,Persistent Systems,Persistent,5459.50,-60.50,-1.10,8.7,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -8.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5459.5, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5936.5, 'percentages': 8.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 20.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 28.71, 'maxRanegPer': 58.53, 'rangeDiffPer': 29.82, 'mindiff_total': 9.19, 'maxdiff_total': 18.73}",#52B974
BA06,10,9,1,0,Bajaj Auto,Bajaj Auto,11620.00,-180.00,-1.53,-0.6,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 9770, 'percentages': -15.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 11543.9, 'percentages': -0.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11620, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 13700, 'percentages': 17.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.22, 'minRangePer': 45.12, 'maxRanegPer': 47.06, 'rangeDiffPer': 1.94, 'mindiff_total': 18.15, 'maxdiff_total': 18.93}",#E3515C
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,14080.00,-110.00,-0.78,13.4,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -5.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 14080, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 13.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 34.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 12.9, 'maxRanegPer': 46.31, 'rangeDiffPer': 33.41, 'mindiff_total': 5.46, 'maxdiff_total': 19.6}",#52B974
LI09,9,6,0,3,LTM,LTM,4528.00,22.00,0.49,12.9,computers-software/ltm/LI12,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 3520, 'percentages': -22.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 4528, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5115.2, 'percentages': 12.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6673, 'percentages': 47.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 89.57, 'minRangePer': 31.96, 'maxRanegPer': 50.58, 'rangeDiffPer': 18.61, 'mindiff_total': 28.63, 'maxdiff_total': 45.31}",#52B974
ICI02,9,9,0,0,ICICI Bank,ICICI Bank,1457.50,7.40,0.51,15.3,banks-private-sector/icicibank/ICI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1457.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1500, 'percentages': 2.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1681.6, 'percentages': 15.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 26.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 26.92, 'minRangePer': 10.8, 'maxRanegPer': 57.09, 'rangeDiffPer': 46.29, 'mindiff_total': 2.91, 'maxdiff_total': 15.37}",#52B974
KMF,3,3,0,0,Kotak Mahindra Bank,Kotak Mahindra,394.00,-6.00,-1.50,320.3,banks-private-sector/kotakmahindrabank/KMB,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 394, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 470, 'percentages': 19.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 476.6, 'percentages': 20.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 480, 'percentages': 21.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 21.82, 'minRangePer': 88.35, 'maxRanegPer': 96.05, 'rangeDiffPer': 7.7, 'mindiff_total': 19.28, 'maxdiff_total': 20.96}",#52B974
