Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekLow,ACI13,ACI01,AB Cotspin,/textiles/abcotspinindia/ACI01,389.9,"24 Apr, 2026|15:59"
52WeekLow,KP,AI51,Abbott India,/pharmaceuticals/abbottindia/AI51,25390.0,"24 Apr, 2026|15:59"
52WeekLow,BCI02,BCI02,Blue Chip,/finance-investments/bluechipindia/BCI02,2.06,"24 Apr, 2026|15:31"
52WeekLow,HCL02,HCL02,HCL Tech,/computers-software/hcltechnologies/HCL02,1264.4,"24 Apr, 2026|15:59"
52WeekLow,I10,I03,Indosolar,/miscellaneous/indosolar/I03,440.65,"24 Apr, 2026|15:57"
52WeekLow,IRS01,IRS02,Infollion,/diversified/infollionresearchservices/IRS02,243.5,"24 Apr, 2026|15:45"
52WeekLow,IT,IT,Infosys,/computers-software/infosys/IT,1200.0,"24 Apr, 2026|15:59"
52WeekLow,WI06,WI06,Kennametal,/machine-tools/kennametalindia/WI06,2488.0,"24 Apr, 2026|15:49"
52WeekLow,KFI01,KFI01,Kirloskar Ferro,/steel-pig-iron/kirloskarferrousindustries/KFI01,426.0,"24 Apr, 2026|15:51"
52WeekLow,PI30,PI32,Perfect Infra,/construction-contracting-civil/perfectinfraengineers/PI32,1.7,"23 Apr, 2026|15:31"
52WeekLow,DSS03,DSS04,R M Drip Spri,/plastic-products/rmdripsprinklerssystems/DSS04,18.01,"24 Apr, 2026|15:59"
52WeekLow,RD03,RD03,RB Denims,/textiles-denim/rbdenims/RD03,13.37,"24 Apr, 2026|15:51"
52WeekLow,SI86,SI91,Sicagen India,/trading/sicagenindia/SI91,54.95,"24 Apr, 2026|15:51"
52WeekLow,VIP,VIP,VIP Industries,/household-personal-products/vipindustries/VIP,311.5,"24 Apr, 2026|15:58"
52WeekLow,WIL01,WIL01,Wakefit Inno,/household-personal-products/wakefitinnovations/WIL01,146.99,"24 Apr, 2026|15:56"
52WeekHigh,ABS,ABS,ABSL AMC,/finance-investment/adityabirlasunlifeamc/ABS,1033.6,"24 Apr, 2026|15:58"
52WeekHigh,AS29,AS22,Accord Synergy,/telecommunications-service/accordsynergy/AS22,46.0,"24 Apr, 2026|15:31"
52WeekHigh,AT18,AT22,Adani Energy,/power-transmission-equipment/adanienergysolutions/AT22,1359.95,"24 Apr, 2026|15:59"
52WeekHigh,ADANI54145,ADANI54145,Adani Green Ene,/power-generation-distribution/adanigreenenergylimited/ADANI54145,1222.0,"24 Apr, 2026|15:59"
52WeekHigh,MPS,MPS,Adani Ports,/infrastructure-general/adaniportsspecialeconomiczone/MPS,1612.0,"24 Apr, 2026|15:59"
52WeekHigh,ASE,ASE,Ambalal Sarabha,/pharmaceuticals/ambalalsarabhaienterprise/ASE,32.35,"24 Apr, 2026|15:54"
52WeekHigh,AS18,AS18,ANDHRSUGAR,/commodity-chemicals/theandhrasugar/AS18,93.0,"24 Apr, 2026|15:56"
52WeekHigh,AML07,AML07,Anondita Medi,/pharmaceuticals-drugs/anonditamedicare/AML07,1227.0,"24 Apr, 2026|15:31"
52WeekHigh,AHW,AHW,Asian Hotel (W),/hotels/asianhotelswest/AHW,297.61,"24 Apr, 2026|15:44"
52WeekHigh,AEL11,AEL10,Atlanta Electri,/electric-equipment-transformers/atlantaelectricals/AEL10,1650.0,"24 Apr, 2026|15:59"
