MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
CI29,CI11,Coal India,452.75,462.0,451.05,456.0,450.65,5.35,1.19,16441909
L,T04,Trent,4260.0,4344.0,4200.0,4297.3,4251.4,45.90,1.08,1622094
NI,NI,Nestle,1420.0,1430.9,1409.1,1421.3,1410.5,10.80,0.77,3419416
H,HI,Hindalco,1031.0,1054.0,1027.55,1048.35,1041.35,7.00,0.67,4526003
SBI,SBI,SBI,1091.35,1106.0,1090.05,1101.1,1094.25,6.85,0.63,13774745
BAF,BAF,Bajaj Finance,920.0,924.7,909.8,921.55,918.35,3.20,0.35,3982355
EM,EM,Eicher Motors,7054.5,7160.0,7049.0,7111.5,7092.5,19.00,0.27,413746
BA06,BA10,Bajaj Auto,9600.0,9663.0,9528.0,9576.0,9550.5,25.50,0.27,190469
STF,STF,Shriram Finance,1006.95,1030.4,983.55,1011.3,1009.3,2.00,0.20,9263466
GI01,GI01,Grasim,2760.7,2768.9,2732.1,2739.3,2735.0,4.30,0.16,1109759
KMF,KMB,Kotak Mahindra,370.6,372.8,367.65,370.85,370.4,0.45,0.12,19678907
HDF01,HDF01,HDFC Bank,777.3,787.6,777.0,784.85,784.35,0.50,0.06,27720358
