MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,9.52,9.58,-0.06,-0.63,374835087,9.58,9.63,9.37
,JPPOWER,JPPOWER,JPPOWER,19.63,19.88,-0.25,-1.26,137629768,20.0,20.03,18.67
,SUZLON,SUZLON,SUZLON,53.85,53.73,0.12,0.22,103128445,53.9,54.25,52.93
,RPOWER,RPOWER,RPOWER,28.46,30.09,-1.63,-5.42,89355975,30.1,30.33,28.12
,OLAELEC,OLAELEC,OLAELEC,35.96,37.26,-1.3,-3.49,83360730,37.7,38.17,35.31
,HSCL,HSCL,HSCL,563.7,536.2,27.5,5.13,77258510,549.0,605.0,548.15
,YESBANK,YESBANK,YESBANK,19.85,20.03,-0.18,-0.9,67059790,20.03,20.15,19.77
,GROWW,GROWW,GROWW,217.9,217.73,0.17,0.08,62095253,218.0,223.7,214.6
,ADANIPOWER,ADANIPOWER,ADANIPOWER,214.14,214.18,-0.04,-0.02,61885765,215.44,216.87,207.0
,HCC,HCC,HCC,19.95,20.61,-0.66,-3.2,60176060,20.55,21.25,19.65
,VIDYAWIRES,VIDYAWIRES,VIDYAWIRES,83.53,76.76,6.77,8.82,60030315,77.49,88.78,76.85
,TATAGOLD,TATAGOLD,TATAGOLD,14.53,14.55,-0.02,-0.14,56269966,14.55,14.58,14.41
,IDBI,IDBI,IDBI,76.18,73.73,2.45,3.32,56204703,73.75,79.9,72.33
,ITBEES,ITBEES,ITBEES,31.7,33.28,-1.58,-4.75,56022102,32.8,33.09,31.52
,TATSILV,TATSILV,TATSILV,23.17,23.31,-0.14,-0.6,52940403,23.29,23.36,22.99
,IRMENERGY,IRMENERGY,IRMENERGY,295.0,286.63,8.37,2.92,43670006,292.4,310.0,267.0
,DELTACORP,DELTACORP,DELTACORP,76.45,81.6,-5.15,-6.31,42334644,80.88,83.48,74.6
,INFY,INFY,INFY,1154.8,1240.6,-85.8,-6.92,42078914,1200.0,1223.9,1152.2
,WIPRO,WIPRO,WIPRO,199.45,202.76,-3.31,-1.63,39363394,202.75,202.75,197.88
,GTLINFRA,GTLINFRA,GTLINFRA,1.21,1.23,-0.02,-1.63,35929526,1.23,1.24,1.19
