MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,OLAELEC,OLAELEC,OLAELEC,41.5,38.57,2.93,7.6,268151122,38.72,42.6,38.72
,IDEA,IDEA,IDEA,12.8,12.9,-0.1,-0.78,204366752,12.91,13.04,12.77
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.73,9.82,-0.09,-0.92,187586629,9.87,10.02,9.68
,RBA,RBA,RBA,87.2,84.91,2.29,2.7,126896989,88.59,93.3,86.0
,MOREPENLAB,MOREPENLAB,MOREPENLAB,76.7,69.18,7.52,10.87,119149669,73.24,78.25,73.0
,JPPOWER,JPPOWER,JPPOWER,18.3,18.84,-0.54,-2.87,78195615,18.97,19.28,18.25
,VOGL,VOGL,VOGL,37.0,37.8,-0.8,-2.12,72930802,38.0,38.24,36.63
,TATSILV,TATSILV,TATSILV,21.71,21.06,0.65,3.09,70755302,21.3,21.76,21.3
,YESBANK,YESBANK,YESBANK,22.97,23.0,-0.03,-0.13,69932112,23.0,23.15,22.82
,VISL,VISL,VISL,36.45,35.55,0.9,2.53,65591869,36.1,37.03,34.7
,HDFCBANK,HDFCBANK,HDFCBANK,735.0,742.0,-7.0,-0.94,60050538,733.8,741.95,732.6
,SEPC,SEPC,SEPC,6.34,5.95,0.39,6.55,51919740,5.97,6.47,5.96
,TATAGOLD,TATAGOLD,TATAGOLD,14.03,13.77,0.26,1.89,51475427,13.85,14.08,13.85
,CUPID,CUPID,CUPID,252.9,237.99,14.91,6.26,48743248,240.0,254.0,240.0
,GTLINFRA,GTLINFRA,GTLINFRA,1.28,1.28,0.0,0.0,47858429,1.29,1.32,1.27
,MANIPALHOS,MANIPALHOS,MANIPALHOS,663.15,590.0,11.15,1.71,47007715,652.0,675.8,635.0
,LICI,LICI,LICI,393.0,391.3,1.7,0.43,46620081,386.0,397.35,385.9
,SILVERBEES,SILVERBEES,SILVERBEES,213.4,207.35,6.05,2.92,41478791,210.13,214.08,210.06
,SUZLON,SUZLON,SUZLON,48.15,48.01,0.14,0.29,39589104,48.5,48.84,47.9
,HFCL,HFCL,HFCL,211.44,202.78,8.66,4.27,37479685,205.8,212.91,205.03
