MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
STF,STF,Shriram Finance,1097.7,1122.4,1092.7,1122.4,1087.3,35.10,3.23,6684889
GI01,GI01,Grasim,3150.0,3228.7,3135.8,3224.0,3138.0,86.00,2.74,692531
JVS,JSW01,JSW Steel,1304.5,1331.0,1284.7,1330.0,1300.0,30.00,2.31,2186609
H,HI,Hindalco,1028.5,1040.0,1011.3,1040.0,1020.0,20.00,1.96,5041671
NTP,NTP,NTPC,343.45,349.9,342.75,349.9,343.65,6.25,1.82,18554536
BA06,BA10,Bajaj Auto,11665.0,11800.0,11580.0,11800.0,11600.0,200.00,1.72,382721
HSL01,HSL01,HDFC Life,538.0,546.6,536.35,545.0,535.95,9.05,1.69,8073174
LT,LT,Larsen,4025.0,4074.0,4024.8,4057.0,3990.0,67.00,1.68,1910224
SBI,SBI,SBI,1043.0,1055.0,1040.3,1055.0,1042.7,12.30,1.18,8707119
UTC,UTC01,UltraTechCement,12049.0,12239.0,11970.0,12190.0,12050.0,140.00,1.16,215254
TIS,TIS,Tata Steel,192.25,192.99,189.84,192.99,190.95,2.04,1.07,22780522
BAF,BAF,Bajaj Finance,1152.0,1166.0,1145.1,1158.8,1149.0,9.80,0.85,5154683
IA05,IA04,Interglobe Avi,5460.0,5508.0,5367.0,5400.0,5358.0,42.00,0.78,1052626
L,T04,Trent,3107.3,3140.3,3080.1,3129.0,3107.7,21.30,0.69,785852
MM,MM,M&M,3470.0,3485.8,3435.0,3455.4,3433.0,22.40,0.65,1970549
EM,EM,Eicher Motors,7960.0,8019.0,7905.5,7986.5,7935.0,51.50,0.65,424429
IT,IT,Infosys,1174.7,1177.5,1162.3,1174.0,1167.5,6.50,0.56,9964155
KMF,KMB,Kotak Mahindra,397.0,400.0,393.85,400.0,398.0,2.00,0.50,11842327
BTV,BA08,Bharti Airtel,2020.0,2031.0,1951.8,1978.0,1970.1,7.90,0.40,14286999
TT,TT,TATA Cons. Prod,1086.3,1096.3,1082.9,1096.3,1092.0,4.30,0.39,1294174
W,W,Wipro,187.0,188.54,186.07,186.99,186.3,0.69,0.37,8829250
TEL,TM03,TMPV,349.0,353.2,346.4,349.8,348.55,1.25,0.36,7110154
DRL,DRL,Dr Reddys Labs,1171.8,1178.4,1157.7,1176.0,1172.6,3.40,0.29,1883679
MHI,MHI,Max Healthcare,1080.0,1087.0,1066.4,1080.0,1077.0,3.00,0.28,1171384
MU01,MS24,Maruti Suzuki,14240.0,14249.0,14089.0,14190.0,14168.0,22.00,0.16,312540
TM4,TM4,Tech Mahindra,1663.0,1664.8,1639.0,1650.0,1648.5,1.50,0.09,2127405
