MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TCS,TCS,TCS,2460.0,2460.9,2408.0,2413.0,2460.0,-47.00,-1.91,3014409
AHE,AHE,Apollo Hospital,9009.0,9009.0,8820.0,8910.0,9050.0,-140.00,-1.55,288978
HCL02,HCL02,HCL Tech,1370.0,1375.0,1337.1,1350.0,1369.9,-19.90,-1.45,3215211
SPI,SPI,Sun Pharma,1967.8,1968.2,1934.0,1940.0,1964.0,-24.00,-1.22,2152829
JFS,JFS,Jio Financial,266.65,268.2,260.7,261.95,265.0,-3.05,-1.15,19828927
SLI03,SLI03,SBI Life Insura,1910.0,1910.0,1868.1,1879.9,1899.0,-19.10,-1.01,625147
HDF01,HDF01,HDFC Bank,733.8,741.95,732.6,735.0,742.0,-7.00,-0.94,60050538
BF04,BF04,Bajaj Finserv,2105.0,2118.5,2076.1,2086.0,2105.0,-19.00,-0.90,2447845
RI,RI,Reliance,1293.0,1299.0,1270.1,1280.0,1290.9,-10.90,-0.84,24820782
ONG,ONG,ONGC,245.0,245.0,239.11,240.2,242.0,-1.80,-0.74,19409088
ITC,ITC,ITC,288.25,288.5,285.0,286.95,289.0,-2.05,-0.71,11771241
Z01,Z,Eternal,313.9,314.65,309.5,310.35,312.4,-2.05,-0.66,12296275
UTI10,AB16,Axis Bank,1260.0,1263.0,1246.2,1253.9,1261.8,-7.90,-0.63,4295407
PGC,PGC,Power Grid Corp,284.0,285.2,281.25,281.75,283.4,-1.65,-0.58,7544704
API,AP31,Asian Paints,2787.0,2787.0,2748.7,2760.0,2775.0,-15.00,-0.54,688876
HL,HU,HUL,2085.3,2097.8,2074.2,2085.3,2096.5,-11.20,-0.53,1150148
CI29,CI11,Coal India,417.6,417.6,411.7,415.5,417.6,-2.10,-0.50,5429514
TI01,TI01,Titan Company,4910.2,4920.6,4882.3,4912.4,4935.0,-22.60,-0.46,546332
MPS,MPS,Adani Ports,1708.2,1710.7,1688.1,1700.0,1706.7,-6.70,-0.39,2333361
BE03,BE03,Bharat Elec,392.25,392.7,385.2,390.0,391.5,-1.50,-0.38,13854251
ICI02,ICI02,ICICI Bank,1454.6,1454.6,1431.2,1450.1,1454.6,-4.50,-0.31,11723296
C,C,Cipla,1460.0,1463.0,1443.5,1458.8,1460.0,-1.20,-0.08,973585
