scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass,min_target_price,max_target_price,avg_target_price,total_target_price,brokers
ICI02,9,9,0,0,ICICI Bank,ICICI Bank,1450.10,-4.50,-0.31,15.9,banks-private-sector/icicibank/ICI02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1450.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1500, 'percentages': 3.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1681.6, 'percentages': 15.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1850, 'percentages': 27.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 27.57, 'minRangePer': 12.47, 'maxRanegPer': 57.88, 'rangeDiffPer': 45.41, 'mindiff_total': 3.44, 'maxdiff_total': 15.96}",#52B974,,,,,
HCL02,9,3,5,1,HCL Technologies,HCL Tech,1350.00,-19.90,-1.45,17.2,computers-software/hcltechnologies/HCL02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1060, 'percentages': -21.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1350, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1582.8, 'percentages': 17.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 51.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 93.39, 'minRangePer': 29.28, 'maxRanegPer': 52.81, 'rangeDiffPer': 23.53, 'mindiff_total': 27.35, 'maxdiff_total': 49.32}",#52B974,,,,,
TCS,9,8,0,1,Tata Consultancy Services,TCS,2413.00,-47.00,-1.91,33.4,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1860, 'percentages': -22.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2413, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3221.2, 'percentages': 33.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4631, 'percentages': 91.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 148.97, 'minRangePer': 19.95, 'maxRanegPer': 49.12, 'rangeDiffPer': 29.17, 'mindiff_total': 29.73, 'maxdiff_total': 73.18}",#52B974,,,,,
KMF,3,3,0,0,Kotak Mahindra Bank,Kotak Mahindra,400.00,2.00,0.50,314.0,banks-private-sector/kotakmahindrabank/KMB,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 400, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 470, 'percentages': 17.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 476.6, 'percentages': 19.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 480, 'percentages': 19.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 19.99, 'minRangePer': 87.54, 'maxRanegPer': 95.74, 'rangeDiffPer': 8.19, 'mindiff_total': 17.5, 'maxdiff_total': 19.14}",#52B974,,,,,
HL,9,9,0,0,Hindustan Unilever,HUL,2085.30,-11.20,-0.53,28.6,personal-care/hindustanunilever/HU,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2085.3, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2320, 'percentages': 11.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2683, 'percentages': 28.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2870, 'percentages': 37.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 37.63, 'minRangePer': 29.89, 'maxRanegPer': 76.16, 'rangeDiffPer': 46.27, 'mindiff_total': 11.25, 'maxdiff_total': 28.66}",#52B974,,,,,
LC03,8,6,2,0,Lupin,Lupin,2388.00,-22.00,-0.91,1.3,pharmaceuticals/lupin/L,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2200, 'percentages': -7.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2388, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2421.3, 'percentages': 1.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2520, 'percentages': 5.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 14.54, 'minRangePer': 58.73, 'maxRanegPer': 69.11, 'rangeDiffPer': 10.38, 'mindiff_total': 8.54, 'maxdiff_total': 10.05}",#52B974,,,,,
BE03,8,8,0,0,Bharat Electronics,Bharat Elec,390.00,-1.50,-0.38,21.8,aerospacedefence/bharatelectronics/BE03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 390, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 420, 'percentages': 7.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 475.2, 'percentages': 21.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 530, 'percentages': 35.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 35.89, 'minRangePer': 21.42, 'maxRanegPer': 60.85, 'rangeDiffPer': 39.43, 'mindiff_total': 7.69, 'maxdiff_total': 21.84}",#52B974,,,,,
C,8,6,1,1,Cipla,Cipla,1458.80,-1.20,-0.08,10.0,pharmaceuticals/cipla/C,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1420, 'percentages': -2.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1458.8, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1605, 'percentages': 10, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1808, 'percentages': 23.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.32, 'minRangePer': 9.99, 'maxRanegPer': 47.65, 'rangeDiffPer': 37.65, 'mindiff_total': 2.73, 'maxdiff_total': 13.02}",#52B974,,,,,
DI,8,4,3,1,Dabur India,Dabur India,414.00,4.35,1.06,28.5,personal-care/daburindia/DI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 414, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 450, 'percentages': 8.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 532.1, 'percentages': 28.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 623, 'percentages': 50.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 50.48, 'minRangePer': 17.21, 'maxRanegPer': 56.49, 'rangeDiffPer': 39.28, 'mindiff_total': 8.69, 'maxdiff_total': 28.52}",#52B974,,,,,
TM4,8,6,1,1,Tech Mahindra,Tech Mahindra,1650.00,1.50,0.09,6.2,computers-software/techmahindra/TM4,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1450, 'percentages': -12.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1650, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1752.3, 'percentages': 6.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1964, 'percentages': 19, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 35.44, 'minRangePer': 38.91, 'maxRanegPer': 58.8, 'rangeDiffPer': 19.89, 'mindiff_total': 13.79, 'maxdiff_total': 20.84}",#52B974,,,,,
GCP,8,8,0,0,Godrej Consumer Products,Godrej Consumer,1069.00,10.80,1.02,26.6,personal-care/godrejconsumerproducts/GCP,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1069, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1264, 'percentages': 18.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1353.8, 'percentages': 26.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1432, 'percentages': 33.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.95, 'minRangePer': 53.72, 'maxRanegPer': 78.46, 'rangeDiffPer': 24.73, 'mindiff_total': 18.24, 'maxdiff_total': 26.64}",#52B974,,,,,
UTC,8,7,1,0,UltraTech Cement,UltraTechCement,12190.00,140.00,1.16,13.8,cement-major/ultratechcement/UTC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 11900, 'percentages': -2.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 12190, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 13875.6, 'percentages': 13.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 15210, 'percentages': 24.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 27.81, 'minRangePer': 8.73, 'maxRanegPer': 59.69, 'rangeDiffPer': 50.95, 'mindiff_total': 2.43, 'maxdiff_total': 16.6}",#52B974,,,,,
IIB,8,2,5,1,IndusInd Bank,IndusInd Bank,1019.00,-7.00,-0.68,-11.5,banks-private-sector/indusindbank/IIB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 687, 'percentages': -32.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 901.5, 'percentages': -11.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1019, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 12.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 67.39, 'minRangePer': 46.32, 'maxRanegPer': 71.7, 'rangeDiffPer': 25.38, 'mindiff_total': 31.22, 'maxdiff_total': 48.32}",#E3515C,,,,,
NI,8,4,3,1,Nestle India,Nestle,1520.00,0.00,0.00,33.4,food-processing/nestleindia/NI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1301, 'percentages': -14.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1520, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2028.7, 'percentages': 33.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2700, 'percentages': 77.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 107.53, 'minRangePer': 15.65, 'maxRanegPer': 52.01, 'rangeDiffPer': 36.36, 'mindiff_total': 16.83, 'maxdiff_total': 55.93}",#52B974,,,,,
FB,8,7,1,0,Federal Bank,Federal Bank,356.45,-6.00,-1.66,-15.5,banks-private-sector/federalbank/FB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 199, 'percentages': -44.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 301, 'percentages': -15.5, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 356.45, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 419, 'percentages': 17.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 110.55, 'minRangePer': 46.35, 'maxRanegPer': 71.56, 'rangeDiffPer': 25.21, 'mindiff_total': 51.25, 'maxdiff_total': 79.12}",#E3515C,,,,,
API,8,2,4,2,Asian Paints,Asian Paints,2760.00,-15.00,-0.54,-2.6,paintsvarnishes/asianpaints/AP31,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2200, 'percentages': -20.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2687.2, 'percentages': -2.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2760, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 3244, 'percentages': 17.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 47.45, 'minRangePer': 46.65, 'maxRanegPer': 53.63, 'rangeDiffPer': 6.98, 'mindiff_total': 22.14, 'maxdiff_total': 25.45}",#E3515C,,,,,
W,8,2,2,4,Wipro,Wipro,186.99,0.69,0.37,17.7,computers-software/wipro/W,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 153, 'percentages': -18.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 186.99, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 220.1, 'percentages': 17.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 289, 'percentages': 54.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 88.88, 'minRangePer': 24.98, 'maxRanegPer': 49.33, 'rangeDiffPer': 24.35, 'mindiff_total': 22.21, 'maxdiff_total': 43.85}",#52B974,,,,,
BI,7,5,1,1,Britannia Industries,Britannia,5440.00,-38.00,-0.69,11.4,food-processing/britanniaindustries/BI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5229, 'percentages': -3.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5440, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 6062.8, 'percentages': 11.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 7150, 'percentages': 31.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.73, 'minRangePer': 10.97, 'maxRanegPer': 43.39, 'rangeDiffPer': 32.42, 'mindiff_total': 4.03, 'maxdiff_total': 15.94}",#52B974,,,,,
CI29,7,7,0,0,Coal India,Coal India,415.50,-2.10,-0.50,14.8,miningminerals/coalindia/CI11,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 415.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 440, 'percentages': 5.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 477.2, 'percentages': 14.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 520, 'percentages': 25.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 25.15, 'minRangePer': 23.41, 'maxRanegPer': 59, 'rangeDiffPer': 35.59, 'mindiff_total': 5.89, 'maxdiff_total': 14.84}",#52B974,,,,,
BOB,7,6,1,0,Bank Of Baroda,Bank of Baroda,245.60,0.60,0.24,17.8,banks-public-sector/bankbaroda/BOB,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 245.6, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 253, 'percentages': 3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 289.4, 'percentages': 17.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 350, 'percentages': 42.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.5, 'minRangePer': 7.08, 'maxRanegPer': 41.95, 'rangeDiffPer': 34.87, 'mindiff_total': 3.01, 'maxdiff_total': 17.83}",#52B974,,,,,
CPI,7,4,1,2,Colgate Palmolive (India),Colgate,2040.00,30.00,1.49,19.6,personal-care/colgatepalmoliveindia/CPI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1800, 'percentages': -11.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2040, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2440.1, 'percentages': 19.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2730, 'percentages': 33.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 51.66, 'minRangePer': 25.8, 'maxRanegPer': 68.83, 'rangeDiffPer': 43.03, 'mindiff_total': 13.33, 'maxdiff_total': 35.56}",#52B974,,,,,
