MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,990.0,990.0,970.0,982.4,1013.9,-31.50,-3.11,11200461
JVS,JSW01,JSW Steel,1300.0,1302.5,1269.0,1274.3,1296.5,-22.20,-1.71,1110628
HSL01,HSL01,HDFC Life,582.0,582.5,571.25,574.4,581.2,-6.80,-1.17,2066303
AHE,AHE,Apollo Hospital,8468.5,8517.0,8382.0,8390.5,8468.5,-78.00,-0.92,263172
EM,EM,Eicher Motors,7654.0,7666.0,7540.5,7560.5,7624.5,-64.00,-0.84,453796
IA05,IA04,Interglobe Avi,4905.0,4920.0,4814.4,4840.0,4880.4,-40.40,-0.83,849705
MU01,MS24,Maruti Suzuki,13861.0,13874.0,13661.0,13691.0,13805.0,-114.00,-0.83,280511
GI01,GI01,Grasim,3180.0,3183.0,3133.8,3140.3,3164.5,-24.20,-0.76,308307
TEL,TM03,TMPV,398.3,398.65,387.55,393.6,396.4,-2.80,-0.71,6432360
UTC,UTC01,UltraTechCement,11485.0,11511.0,11368.0,11391.0,11466.0,-75.00,-0.65,234423
TIS,TIS,Tata Steel,197.51,197.6,193.31,196.0,197.28,-1.28,-0.65,29255187
C,C,Cipla,1382.6,1392.3,1366.0,1373.2,1381.3,-8.10,-0.59,613961
SBI,SBI,SBI,1023.8,1026.55,1007.4,1015.3,1020.85,-5.55,-0.54,9693677
BE03,BE03,Bharat Elec,409.6,410.8,406.15,407.55,409.55,-2.00,-0.49,9701695
MHI,MHI,Max Healthcare,1034.5,1035.0,1014.3,1024.1,1028.9,-4.80,-0.47,2214615
SPI,SPI,Sun Pharma,1808.0,1809.9,1792.6,1800.7,1806.0,-5.30,-0.29,1373638
DRL,DRL,Dr Reddys Labs,1279.0,1286.0,1269.1,1276.9,1279.5,-2.60,-0.20,430918
PGC,PGC,Power Grid Corp,286.1,286.4,282.85,285.15,285.7,-0.55,-0.19,8146761
UTI10,AB16,Axis Bank,1363.5,1371.5,1349.2,1365.7,1368.3,-2.60,-0.19,7709061
L,T04,Trent,2915.5,2923.2,2875.0,2897.8,2901.1,-3.30,-0.11,811498
BA06,BA10,Bajaj Auto,9992.0,9993.0,9902.0,9939.0,9943.0,-4.00,-0.04,203949
