MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.62,14.95,-0.33,-2.21,492429596,14.98,15.02,14.55
,SUZLON,SUZLON,SUZLON,57.93,55.57,2.36,4.25,292441954,56.12,59.24,53.9
,MOTISONS,MOTISONS,MOTISONS,14.02,15.83,-1.81,-11.43,257534890,16.11,16.34,13.65
,YESBANK,YESBANK,YESBANK,23.88,23.78,0.1,0.42,219386959,23.76,24.49,23.45
,VISL,VISL,VISL,22.11,21.06,1.05,4.99,0,22.11,22.11,22.07
,OLAELEC,OLAELEC,OLAELEC,43.0,44.12,-1.12,-2.54,148256547,44.5,44.5,42.26
,IFCI,IFCI,IFCI,88.82,89.6,-0.78,-0.87,147033446,89.6,91.49,87.51
,VEDPOWER,VEDPOWER,VEDPOWER,41.4,40.94,0.46,1.12,0,39.72,42.98,39.0
,MMTC,MMTC,MMTC,75.59,70.19,5.4,7.69,114146838,70.0,77.59,69.35
,HCC,HCC,HCC,25.59,23.87,1.72,7.21,111276550,24.09,25.77,24.03
,LLOYDSENGG,LLOYDSENGG,LLOYDSENGG,79.95,71.35,8.6,12.05,100068323,72.24,81.0,71.8
,JPPOWER,JPPOWER,JPPOWER,17.95,18.47,-0.52,-2.82,87601637,18.22,18.26,17.8
,SEPC,SEPC,SEPC,7.11,7.34,-0.23,-3.13,74340789,7.54,7.54,6.87
,GROWW,GROWW,GROWW,199.85,207.34,-7.49,-3.61,73632906,208.49,208.49,197.4
,MCLOUD,MCLOUD,MCLOUD,28.93,26.66,2.27,8.51,64650053,28.97,30.8,27.9
,MEESHO,MEESHO,MEESHO,166.88,168.53,-1.65,-0.98,55853859,169.7,173.24,166.1
,TATSILV,TATSILV,TATSILV,23.97,24.23,-0.26,-1.07,55109040,24.44,24.44,23.62
,PINELABS,PINELABS,PINELABS,150.0,153.59,-3.59,-2.34,53910294,153.4,156.65,146.5
,ZEEL,ZEEL,ZEEL,110.79,108.49,2.3,2.12,52031423,109.5,113.75,108.27
,GTLINFRA,GTLINFRA,GTLINFRA,1.53,1.56,-0.03,-1.92,48442983,1.58,1.59,1.53
