MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.25,9.85,0.4,4.06,882195299,10.06,11.0,9.91
,IDEA,IDEA,IDEA,14.22,14.48,-0.26,-1.8,237050987,14.5,14.58,14.2
,VISL,VISL,VISL,40.52,42.65,-2.13,-4.99,283007724,44.78,44.78,40.52
,VOGL,VOGL,VOGL,42.78,44.59,-1.81,-4.06,253321929,45.58,47.6,41.1
,VEDPOWER,VEDPOWER,VEDPOWER,45.59,48.64,-3.05,-6.27,145950621,49.0,49.88,44.5
,OLAELEC,OLAELEC,OLAELEC,44.39,45.51,-1.12,-2.46,73128198,45.8,45.83,44.02
,YESBANK,YESBANK,YESBANK,24.38,24.25,0.13,0.54,77402255,24.38,24.61,24.15
,SUZLON,SUZLON,SUZLON,56.9,57.67,-0.77,-1.34,54286983,57.93,58.12,56.24
,ZENSARTECH,ZENSARTECH,ZENSARTECH,514.2,467.35,46.85,10.02,53941324,478.5,522.4,478.5
,LIQUIDCASE,LIQUIDCASE,LIQUIDCASE,114.86,114.8,0.06,0.05,39881709,114.86,114.86,114.84
,GTLINFRA,GTLINFRA,GTLINFRA,1.36,1.37,-0.01,-0.73,50108198,1.38,1.41,1.35
,TATSILV,TATSILV,TATSILV,22.48,21.98,0.5,2.27,47103869,22.25,22.9,22.25
,RPOWER,RPOWER,RPOWER,25.68,26.5,-0.82,-3.09,43685646,26.9,26.9,25.6
,TATAGOLD,TATAGOLD,TATAGOLD,14.14,13.82,0.32,2.32,44276901,14.16,14.17,13.99
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,7.02,7.21,-0.19,-2.64,29641876,7.25,7.3,6.99
,GOLDCASE,GOLDCASE,GOLDCASE,22.92,22.37,0.55,2.46,43780012,22.72,23.1,22.72
,GOLDBEES,GOLDBEES,GOLDBEES,120.5,117.69,2.81,2.39,38677772,119.55,120.63,119.55
,IKIO,IKIO,IKIO,204.28,170.24,34.04,20.0,40334904,179.7,204.28,177.9
,BANKBARODA,BANKBARODA,BANKBARODA,253.0,260.25,-7.25,-2.79,32685300,258.25,258.25,250.0
,BAJAJHFL,BAJAJHFL,BAJAJHFL,91.11,88.65,2.46,2.77,34947538,91.0,94.0,90.75
