MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.96,13.99,-0.03,-0.21,571818698,14.2,14.31,13.87
,JPPOWER,JPPOWER,JPPOWER,18.84,21.87,-3.03,-13.85,504618192,21.99,21.99,18.52
,SUZLON,SUZLON,SUZLON,53.75,56.99,-3.24,-5.69,153165238,56.81,56.9,53.5
,YESBANK,YESBANK,YESBANK,23.02,23.15,-0.13,-0.56,141975429,23.28,23.77,22.92
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.2,9.6,-0.4,-4.17,138112053,9.9,9.94,9.1
,OLAELEC,OLAELEC,OLAELEC,39.47,41.49,-2.02,-4.87,137812970,41.87,42.0,39.13
,GTLINFRA,GTLINFRA,GTLINFRA,1.44,1.42,0.02,1.41,134729433,1.44,1.51,1.41
,NSLNISP,NSLNISP,NSLNISP,50.75,44.62,6.13,13.74,125427476,48.3,52.62,47.42
,ZEEL,ZEEL,ZEEL,93.97,93.11,0.86,0.92,92286105,94.1,99.8,92.54
,NMDC,NMDC,NMDC,93.55,87.99,5.56,6.32,73822842,89.1,93.7,87.5
,DHARAN,DHARAN,DHARAN,0.14,0.13,0.01,7.69,0,0.13,0.14,0.13
,HFCL,HFCL,HFCL,181.98,179.94,2.04,1.13,61616434,180.0,188.0,178.01
,INOXWIND,INOXWIND,INOXWIND,83.92,93.02,-9.1,-9.78,52246914,89.48,91.11,83.31
,BHARATCOAL,BHARATCOAL,BHARATCOAL,38.15,41.34,-3.19,-7.72,52044062,41.5,41.74,38.0
,TATAGOLD,TATAGOLD,TATAGOLD,14.99,15.09,-0.1,-0.66,51916597,14.98,15.09,14.93
,IFCI,IFCI,IFCI,67.29,68.53,-1.24,-1.81,48964479,68.6,71.45,66.95
,HDFCBANK,HDFCBANK,HDFCBANK,742.5,744.55,-2.05,-0.28,47996441,749.0,752.35,739.2
,COALINDIA,COALINDIA,COALINDIA,473.25,457.9,15.35,3.35,47716517,456.55,477.0,456.55
,NBCC,NBCC,NBCC,104.59,100.26,4.33,4.32,47025842,101.7,105.75,99.06
,ADANIPOWER,ADANIPOWER,ADANIPOWER,232.9,243.37,-10.47,-4.3,46168552,245.0,245.69,231.75
