MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,15.06,14.92,0.14,0.94,343479057,14.99,15.08,14.81
,IFCI,IFCI,IFCI,82.45,90.07,-7.62,-8.46,312395019,90.5,94.0,80.61
,YESBANK,YESBANK,YESBANK,25.48,25.11,0.37,1.47,232600629,25.24,25.78,25.1
,BHARATCOAL,BHARATCOAL,BHARATCOAL,42.58,40.41,2.17,5.37,176547151,40.41,44.4,40.41
,VOGL,VOGL,VOGL,31.25,32.59,-1.34,-4.11,0,32.0,33.5,30.97
,VISL,VISL,VISL,24.37,23.21,1.16,5.0,0,24.37,24.37,24.0
,HCC,HCC,HCC,27.35,26.86,0.49,1.82,126995148,27.01,28.39,26.61
,VEDPOWER,VEDPOWER,VEDPOWER,41.19,42.0,-0.81,-1.93,0,42.1,43.5,40.25
,UTKARSHBNK,UTKARSHBNK,UTKARSHBNK,15.14,14.0,1.14,8.14,95081091,14.0,16.1,13.8
,NIACL,NIACL,NIACL,180.24,165.46,14.78,8.93,86100480,168.0,188.5,167.74
,SUZLON,SUZLON,SUZLON,58.38,59.27,-0.89,-1.5,82275577,59.22,59.44,58.3
,MCLOUD,MCLOUD,MCLOUD,32.04,27.83,4.21,15.13,76727440,27.8,32.83,26.86
,OLAELEC,OLAELEC,OLAELEC,42.0,42.67,-0.67,-1.57,73374298,42.68,43.6,41.8
,LLOYDSENGG,LLOYDSENGG,LLOYDSENGG,83.75,87.69,-3.94,-4.49,63513726,88.4,89.78,83.05
,IDBI,IDBI,IDBI,84.53,90.36,-5.83,-6.45,61131579,89.8,89.9,84.26
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,8.0,8.29,-0.29,-3.5,57523676,8.32,8.43,7.99
,GTLINFRA,GTLINFRA,GTLINFRA,1.53,1.53,0.0,0.0,56908445,1.54,1.57,1.52
,JPPOWER,JPPOWER,JPPOWER,18.14,18.11,0.03,0.17,55376660,18.11,18.35,17.95
,TATSILV,TATSILV,TATSILV,23.43,23.82,-0.39,-1.64,54559726,24.0,24.0,23.22
,ADANIPOWER,ADANIPOWER,ADANIPOWER,231.9,220.4,11.5,5.22,49545386,220.4,232.2,219.4
