Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,AE01,Adani Enterpris,Stock,Very Bullish,"2,725.00",30.58,"10 Apr, 2026","2,086.80",May 19 | 15:58
NIFTY 50,MPS,Adani Ports,Stock,Very Bullish,"1,762.80",21.30,"08 Apr, 2026","1,453.30",May 19 | 15:59
NIFTY 50,NI,Nestle,Stock,Bullish,"1,431.40",17.94,"08 Apr, 2026","1,213.70",May 19 | 15:55
NIFTY 50,API,Asian Paints,Stock,Very Bullish,"2,600.70",10.17,"10 Apr, 2026","2,360.70",May 19 | 15:54
NIFTY 50,BA06,Bajaj Auto,Stock,Very Bullish,"10,205.00",8.96,"08 Apr, 2026","9,366.00",May 19 | 15:59
NIFTY 50,TT,TATA Cons. Prod,Stock,Very Bullish,"1,210.90",8.78,"17 Apr, 2026","1,113.20",May 19 | 15:58
NIFTY 50,C,Cipla,Stock,Very Bullish,"1,409.80",7.96,"23 Apr, 2026","1,305.90",May 19 | 15:59
NIFTY 50,SPI,Sun Pharma,Stock,Very Bullish,"1,882.30",7.73,"28 Apr, 2026","1,747.30",May 19 | 15:59
NIFTY 50,JVS,JSW Steel,Stock,Very Bullish,"1,285.20",7.61,"08 Apr, 2026","1,194.30",May 19 | 15:56
NIFTY 50,AHE,Apollo Hospital,Stock,Very Bullish,"8,026.00",7.28,"09 Apr, 2026","7,481.50",May 19 | 15:58
NIFTY 50,GI01,Grasim,Stock,Very Bullish,"2,935.20",6.34,"20 Apr, 2026","2,760.10",May 19 | 15:54
NIFTY 50,MHI,Max Healthcare,Stock,Bullish,"1,068.75",4.75,"21 Apr, 2026","1,020.25",May 19 | 15:58
NIFTY 50,TEL,TMPV,Stock,Bullish,361.20,1.30,"15 May, 2026",356.55,May 19 | 15:59
NIFTY 50,ONG,ONGC,Stock,Very Bullish,296.50,0.68,"12 May, 2026",294.50,May 19 | 15:59
NIFTY 50,DRL,Dr Reddys Labs,Stock,Very Bullish,"1,335.20",0.32,"23 Apr, 2026","1,331.00",May 19 | 15:59
NIFTY 50,ITC,ITC,Stock,Very Bullish,310.30,0.05,"18 May, 2026",310.15,May 19 | 15:59
NIFTY 50,TM4,Tech Mahindra,Stock,Bullish,"1,467.10",0.00,"19 May, 2026","1,467.10",May 19 | 15:59
NIFTY 50,BTV,Bharti Airtel,Stock,Bullish,"1,913.50",-1.27,"18 May, 2026","1,938.10",May 19 | 15:58
NIFTY 50,KMF,Kotak Mahindra,Stock,Bullish,381.95,-1.32,"15 May, 2026",387.05,May 19 | 15:59
NIFTY BANK,YB,Yes Bank,Stock,Very Bullish,21.97,10.13,"16 Apr, 2026",19.95,May 19 | 15:59
NIFTY MIDCAP100,APP03,Hitachi Energy,Stock,Very Bullish,"33,360.00",76.86,"30 Jan, 2026","18,862.00",May 19 | 15:58
NIFTY MIDCAP100,BHE,BHEL,Stock,Very Bullish,401.10,50.96,"08 Apr, 2026",265.70,May 19 | 15:58
NIFTY MIDCAP100,B03,BSE Limited,Stock,Very Bullish,"4,190.80",46.14,"01 Apr, 2026","2,867.60",May 19 | 15:59
NIFTY MIDCAP100,IC8,Vodafone Idea,Stock,Very Bullish,13.52,41.87,"16 Apr, 2026",9.53,May 19 | 15:59
NIFTY MIDCAP100,S11,Oracle Fin Serv,Stock,Very Bullish,"9,646.00",37.47,"06 Apr, 2026","7,017.00",May 19 | 15:59
NIFTY MIDCAP100,MCE,MCX India,Stock,Very Bullish,"3,414.70",33.96,"06 Apr, 2026","2,549.00",May 19 | 15:59
NIFTY MIDCAP100,LL06,Laurus Labs,Stock,Very Bullish,"1,344.90",29.47,"01 Apr, 2026","1,038.80",May 19 | 15:59
NIFTY MIDCAP100,RK01,Radico Khaitan,Stock,Very Bullish,"3,599.90",28.90,"10 Apr, 2026","2,792.70",May 19 | 15:56
NIFTY MIDCAP100,SAI,SAIL,Stock,Very Bullish,199.05,27.74,"01 Apr, 2026",155.82,May 19 | 15:59
NIFTY MIDCAP100,AP,Aurobindo Pharm,Stock,Very Bullish,"1,512.80",24.87,"25 Feb, 2026","1,211.50",May 19 | 15:58
NIFTY MIDCAP100,PI41,Polycab,Stock,Very Bullish,"9,162.50",20.55,"08 Apr, 2026","7,600.50",May 19 | 15:59
NIFTY MIDCAP100,GP08,Glenmark,Stock,Very Bullish,"2,405.90",19.39,"11 Feb, 2026","2,015.20",May 19 | 15:59
NIFTY MIDCAP100,MP21,Mankind Pharma,Stock,Very Bullish,"2,492.60",17.44,"15 Apr, 2026","2,122.40",May 19 | 15:54
NIFTY MIDCAP100,PF15,PB Fintech,Stock,Very Bullish,"1,804.80",16.40,"16 Apr, 2026","1,550.50",May 19 | 15:59
NIFTY MIDCAP100,BL03,Biocon,Stock,Very Bullish,428.15,16.27,"05 May, 2026",368.25,May 19 | 15:59
NIFTY MIDCAP100,KEI,KEI Industries,Stock,Very Bullish,"5,082.40",12.76,"08 Apr, 2026","4,507.20",May 19 | 15:51
NIFTY MIDCAP100,MOF01,Motilal Oswal,Stock,Very Bullish,850.95,12.35,"08 Apr, 2026",757.40,May 19 | 15:59
NIFTY MIDCAP100,GPI,Godfrey Phillip,Stock,Bullish,"2,339.90",11.34,"10 Apr, 2026","2,101.60",May 19 | 15:57
NIFTY MIDCAP100,NII02,COFORGE,Stock,Very Bullish,"1,412.00",10.28,"06 May, 2026","1,280.40",May 19 | 15:59
