MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,13.45,12.86,0.59,4.59,1543430179,12.98,13.68,12.86
,FCL,FCL,FCL,33.0,30.52,2.48,8.13,223560391,33.0,34.5,30.55
,OLAELEC,OLAELEC,OLAELEC,36.62,34.93,1.69,4.84,131477628,35.08,38.14,34.95
,APOLLO,APOLLO,APOLLO,342.5,311.0,31.5,10.13,114856385,326.8,357.7,317.8
,JPPOWER,JPPOWER,JPPOWER,18.8,19.05,-0.25,-1.31,85322553,19.14,19.3,18.7
,YESBANK,YESBANK,YESBANK,21.95,21.81,0.14,0.64,68781455,21.84,22.13,21.72
,TATSILV,TATSILV,TATSILV,25.72,25.67,0.05,0.19,65943078,25.8,26.09,25.63
,SUZLON,SUZLON,SUZLON,52.81,53.25,-0.44,-0.83,54643439,53.57,53.83,52.52
,TATAGOLD,TATAGOLD,TATAGOLD,15.32,15.21,0.11,0.72,52797524,15.23,15.34,15.16
,HFCL,HFCL,HFCL,137.94,139.69,-1.75,-1.25,46887470,140.0,142.5,134.93
,GTLINFRA,GTLINFRA,GTLINFRA,1.31,1.29,0.02,1.55,43576028,1.29,1.35,1.29
,SAIL,SAIL,SAIL,198.0,192.73,5.27,2.73,43235882,192.0,200.29,191.25
,SPARC,SPARC,SPARC,180.0,162.23,17.77,10.95,43107773,174.0,189.45,162.36
,HDFCBANK,HDFCBANK,HDFCBANK,762.8,768.65,-5.85,-0.76,40307830,766.7,770.8,760.25
,ICICIBANK,ICICIBANK,ICICIBANK,1242.5,1251.1,-8.6,-0.69,38929053,1251.1,1256.3,1229.8
,ITBEES,ITBEES,ITBEES,32.46,31.36,1.1,3.51,37594615,31.9,32.79,31.57
,GROWW,GROWW,GROWW,186.9,183.82,3.08,1.68,36370669,184.6,188.7,183.85
,ADANIPOWER,ADANIPOWER,ADANIPOWER,218.7,219.3,-0.6,-0.27,35941457,223.8,225.0,218.3
,VEDL,VEDL,VEDL,337.7,327.0,10.7,3.27,35074019,325.4,339.0,325.4
,SILVERBEES,SILVERBEES,SILVERBEES,253.55,253.16,0.39,0.15,34386810,255.6,257.36,252.76
