MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
KMF,KMB,Kotak Mahindra,388.5,391.8,380.25,381.95,391.8,-9.85,-2.51,22567886
UTC,UTC01,UltraTechCement,11540.0,11556.0,11347.0,11368.0,11561.0,-193.00,-1.67,347784
TT,TT,TATA Cons. Prod,1231.0,1236.6,1206.4,1210.9,1231.0,-20.10,-1.63,2163846
TI01,TI01,Titan Company,4136.3,4167.9,4095.0,4102.0,4169.7,-67.70,-1.62,711398
MPS,MPS,Adani Ports,1790.8,1805.0,1758.8,1762.8,1787.7,-24.90,-1.39,2274987
BTV,BA08,Bharti Airtel,1928.4,1942.0,1907.8,1913.5,1938.1,-24.60,-1.27,8962228
SPI,SPI,Sun Pharma,1900.5,1916.6,1880.0,1882.3,1905.8,-23.50,-1.23,2200951
C,C,Cipla,1420.0,1426.6,1408.7,1409.8,1426.2,-16.40,-1.15,1379218
CI29,CI11,Coal India,462.1,463.25,454.0,456.95,462.1,-5.15,-1.11,7319865
IA05,IA04,Interglobe Avi,4279.0,4319.0,4224.3,4230.3,4275.7,-45.40,-1.06,577738
RI,RI,Reliance,1338.7,1344.0,1318.4,1322.7,1335.9,-13.20,-0.99,21665501
HL,HU,HUL,2242.0,2282.0,2229.5,2232.9,2254.2,-21.30,-0.94,1145022
BE03,BE03,Bharat Elec,428.4,430.9,419.3,422.95,426.6,-3.65,-0.86,13350029
ICI02,ICI02,ICICI Bank,1251.1,1256.3,1229.8,1240.8,1251.1,-10.30,-0.82,38929053
HDF01,HDF01,HDFC Bank,766.7,770.8,760.25,762.45,768.65,-6.20,-0.81,40307830
STF,STF,Shriram Finance,940.0,941.85,924.7,927.35,933.7,-6.35,-0.68,3216479
JVS,JSW01,JSW Steel,1298.0,1299.7,1282.7,1285.2,1292.8,-7.60,-0.59,1136358
API,AP31,Asian Paints,2629.0,2646.0,2595.1,2600.7,2614.0,-13.30,-0.51,688639
MU01,MS24,Maruti Suzuki,13034.0,13104.0,12900.0,12956.0,13016.0,-60.00,-0.46,342737
H,HI,Hindalco,1052.5,1053.4,1037.1,1048.3,1053.1,-4.80,-0.46,3674289
EM,EM,Eicher Motors,6936.0,6974.0,6860.0,6882.5,6913.0,-30.50,-0.44,406588
GI01,GI01,Grasim,2955.0,2970.0,2919.9,2935.2,2943.8,-8.60,-0.29,637116
ONG,ONG,ONGC,295.1,298.5,293.65,296.5,297.2,-0.70,-0.24,9565497
TIS,TIS,Tata Steel,210.59,212.33,208.9,209.29,209.71,-0.42,-0.20,32573663
BF04,BF04,Bajaj Finserv,1745.2,1765.0,1743.0,1749.8,1753.1,-3.30,-0.19,640335
NI,NI,Nestle,1428.0,1454.5,1422.0,1431.4,1431.7,-0.30,-0.02,1803745
