MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,14.48,13.58,0.9,6.63,867441415,13.8,14.86,13.64
,OLAELEC,OLAELEC,OLAELEC,41.82,37.78,4.04,10.69,390177989,38.25,42.49,38.25
,IDEA,IDEA,IDEA,14.52,14.27,0.25,1.75,272140999,14.26,14.55,14.17
,MOTISONS,MOTISONS,MOTISONS,18.9,18.04,0.86,4.77,144251390,18.4,19.15,17.4
,HEROMOTORS,HEROMOTORS,HEROMOTORS,98.4,84.0,16.4,20.0,139842838,82.0,98.4,80.5
,AHCL,AHCL,AHCL,29.87,28.86,1.01,3.5,113090092,30.3,31.29,26.55
,SUZLON,SUZLON,SUZLON,42.39,43.0,-0.61,-1.42,99322778,43.0,43.21,41.62
,IFCI,IFCI,IFCI,79.95,75.94,4.01,5.28,77513063,76.3,80.07,75.6
,SUBEXLTD,SUBEXLTD,SUBEXLTD,22.25,19.37,2.88,14.87,70960363,19.5,22.8,19.48
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,87.9,85.37,2.53,2.96,64518343,85.98,89.61,85.9
,JPPOWER,JPPOWER,JPPOWER,16.06,16.17,-0.11,-0.68,58181761,16.2,16.35,16.0
,CUPID,CUPID,CUPID,275.25,258.2,17.05,6.6,52637525,259.45,276.4,255.2
,YESBANK,YESBANK,YESBANK,23.24,23.2,0.04,0.17,46135166,23.2,23.38,23.17
,SSRETAIL,SSRETAIL,SSRETAIL,748.8,424.0,124.8,20.0,45735525,624.0,748.8,603.05
,STEELXIND,STEELXIND,STEELXIND,12.01,11.18,0.83,7.42,43409817,11.21,12.84,11.21
,BANDHANBNK,BANDHANBNK,BANDHANBNK,191.38,184.7,6.68,3.62,41844761,185.95,193.0,185.7
,SAIL,SAIL,SAIL,185.44,174.01,11.43,6.57,41615771,174.5,185.7,174.5
,TATASTEEL,TATASTEEL,TATASTEEL,190.82,184.97,5.85,3.16,39798327,184.88,191.5,184.87
,PINELABS,PINELABS,PINELABS,189.1,197.58,-8.48,-4.29,37096342,196.99,200.7,187.11
,IRB,IRB,IRB,17.99,17.98,0.01,0.06,36892063,18.4,18.66,17.51
