MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
AHE,AHE,Apollo Hospital,8800.0,9050.0,8760.0,9050.0,8820.0,230.00,2.61,259286
H,HI,Hindalco,995.0,1020.0,993.1,1020.0,994.9,25.10,2.52,7690755
L,T04,Trent,3058.0,3111.0,3038.0,3107.7,3050.0,57.70,1.89,1525660
JFS,JFS,Jio Financial,264.0,266.6,261.9,265.0,263.0,2.00,0.76,24776731
ITC,ITC,ITC,286.05,289.0,284.7,289.0,287.0,2.00,0.70,12689243
Z01,Z,Eternal,311.0,312.7,309.0,312.4,310.5,1.90,0.61,16096034
JVS,JSW01,JSW Steel,1280.5,1300.0,1275.9,1300.0,1292.3,7.70,0.60,1475041
BF04,BF04,Bajaj Finserv,2075.0,2105.0,2068.0,2105.0,2096.0,9.00,0.43,1959197
CI29,CI11,Coal India,415.0,417.6,413.0,417.6,416.0,1.60,0.38,4057342
MPS,MPS,Adani Ports,1703.1,1713.9,1690.0,1706.7,1701.0,5.70,0.34,1099071
MM,MM,M&M,3401.0,3434.1,3384.6,3433.0,3428.6,4.40,0.13,2450782
MU01,MS24,Maruti Suzuki,14124.0,14254.0,14015.0,14168.0,14150.0,18.00,0.13,619717
KMF,KMB,Kotak Mahindra,395.5,398.25,392.1,398.0,397.5,0.50,0.13,9131231
SPI,SPI,Sun Pharma,1951.1,1965.0,1947.0,1964.0,1963.5,0.50,0.03,1452888
