MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TT,TT,TATA Cons. Prod,1002.9,1006.0,984.1,984.1,1000.6,-16.50,-1.65,683063
NI,NI,Nestle,1382.2,1392.9,1363.9,1363.9,1385.0,-21.10,-1.52,865008
BF04,BF04,Bajaj Finserv,1862.7,1863.0,1823.4,1823.4,1849.8,-26.40,-1.43,405051
BAF,BAF,Bajaj Finance,1025.3,1029.2,1005.0,1008.8,1021.3,-12.50,-1.22,4581750
SPI,SPI,Sun Pharma,1869.0,1876.4,1842.3,1846.4,1868.9,-22.50,-1.20,1062235
GI01,GI01,Grasim,3171.0,3180.8,3125.0,3128.2,3166.0,-37.80,-1.19,692941
L,T04,Trent,2838.7,2847.9,2754.2,2782.9,2815.5,-32.60,-1.16,764083
EM,EM,Eicher Motors,7519.0,7555.0,7427.0,7427.0,7512.5,-85.50,-1.14,336400
TCS,TCS,TCS,2135.1,2135.2,2098.2,2105.0,2128.7,-23.70,-1.11,3641623
LT,LT,Larsen,3919.6,3930.5,3866.0,3866.4,3904.8,-38.40,-0.98,1355288
MHI,MHI,Max Healthcare,1060.1,1069.0,1049.7,1056.5,1066.6,-10.10,-0.95,1132196
SBI,SBI,SBI,999.1,1000.1,981.3,987.0,996.0,-9.00,-0.90,6126235
UTC,UTC01,UltraTechCement,11100.0,11142.0,11000.0,11000.0,11100.0,-100.00,-0.90,320797
IT,IT,Infosys,1037.7,1041.0,1019.2,1029.4,1038.5,-9.10,-0.88,9341109
AHE,AHE,Apollo Hospital,8960.0,9000.0,8822.5,8835.5,8912.0,-76.50,-0.86,350507
BA06,BA10,Bajaj Auto,11460.0,11515.0,11281.0,11363.0,11460.0,-97.00,-0.85,154756
H,HI,Hindalco,987.0,987.5,967.1,973.0,981.2,-8.20,-0.84,3336085
HCL02,HCL02,HCL Tech,1280.0,1286.1,1240.3,1270.4,1281.0,-10.60,-0.83,2680986
BTV,BA08,Bharti Airtel,1833.9,1836.3,1813.0,1817.2,1830.2,-13.00,-0.71,4134236
HL,HU,HUL,1952.0,1956.8,1933.8,1933.8,1947.0,-13.20,-0.68,1023040
UTI10,AB16,Axis Bank,1245.2,1255.6,1240.1,1242.7,1250.0,-7.30,-0.58,2689110
STF,STF,Shriram Finance,1011.8,1016.6,995.5,1006.0,1011.8,-5.80,-0.57,3773069
RI,RI,Reliance,1247.6,1251.9,1237.4,1240.4,1247.4,-7.00,-0.56,10684376
TEL,TM03,TMPV,302.1,302.8,298.5,300.05,301.65,-1.60,-0.53,6935097
KMF,KMB,Kotak Mahindra,416.5,417.8,412.55,412.65,414.8,-2.15,-0.52,3795161
ITC,ITC,ITC,267.9,268.25,264.75,265.8,267.0,-1.20,-0.45,7177847
TM4,TM4,Tech Mahindra,1553.7,1558.7,1530.9,1551.6,1558.5,-6.90,-0.44,1013719
ICI02,ICI02,ICICI Bank,1343.0,1347.2,1333.8,1339.6,1345.0,-5.40,-0.40,6433249
MM,MM,M&M,3066.0,3093.7,3035.0,3044.5,3055.3,-10.80,-0.35,1708090
BE03,BE03,Bharat Elec,398.5,400.65,395.8,397.9,398.5,-0.60,-0.15,8488775
C,C,Cipla,1386.3,1388.7,1364.5,1384.1,1386.1,-2.00,-0.14,767139
JVS,JSW01,JSW Steel,1274.7,1277.5,1264.4,1267.0,1268.6,-1.60,-0.13,874592
HDF01,HDF01,HDFC Bank,738.85,749.3,738.6,738.6,739.5,-0.90,-0.12,35483669
PGC,PGC,Power Grid Corp,267.0,268.3,265.95,265.95,266.1,-0.15,-0.06,7314792
HSL01,HSL01,HDFC Life,560.55,567.4,559.05,559.2,559.4,-0.20,-0.04,1788405
