MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,13.48,12.79,0.69,5.39,638501220,12.79,13.72,12.71
,IDEA,IDEA,IDEA,14.27,13.84,0.43,3.11,527812273,13.89,14.36,13.71
,MEESHO,MEESHO,MEESHO,240.6,219.15,21.45,9.79,108359244,221.88,244.74,218.6
,JPPOWER,JPPOWER,JPPOWER,16.15,16.48,-0.33,-2.0,107197215,16.55,16.57,16.02
,PINELABS,PINELABS,PINELABS,197.3,193.7,3.6,1.86,82008849,195.25,204.95,191.63
,OLAELEC,OLAELEC,OLAELEC,37.9,37.0,0.9,2.43,73804321,37.15,38.9,37.14
,GLASSWALL,GLASSWALL,GLASSWALL,311.6,295.21,16.39,5.55,70304720,304.15,317.9,296.1
,MOTISONS,MOTISONS,MOTISONS,18.06,17.94,0.12,0.67,70245799,18.0,18.71,17.88
,AHCL,AHCL,AHCL,28.86,26.24,2.62,9.98,70018561,27.6,28.86,26.91
,IFCI,IFCI,IFCI,75.8,74.25,1.55,2.09,67877909,74.45,77.08,73.91
,FEDDERSHOL,FEDDERSHOL,FEDDERSHOL,60.8,61.49,-0.69,-1.12,51021947,65.0,72.77,59.37
,VOGL,VOGL,VOGL,35.05,33.87,1.18,3.48,46962562,34.33,35.95,33.95
,TATAGOLD,TATAGOLD,TATAGOLD,14.73,14.76,-0.03,-0.2,45022739,14.78,14.78,14.61
,CUPID,CUPID,CUPID,258.6,251.3,7.3,2.9,43352836,251.0,265.5,246.0
,EASEMYTRIP,EASEMYTRIP,EASEMYTRIP,6.0,5.79,0.21,3.63,42659431,5.79,6.22,5.75
,SUZLON,SUZLON,SUZLON,43.0,43.34,-0.34,-0.78,41578320,43.5,44.22,42.91
,YESBANK,YESBANK,YESBANK,23.2,23.17,0.03,0.13,36775729,23.17,23.29,23.04
,HDFCBANK,HDFCBANK,HDFCBANK,738.6,739.5,-0.9,-0.12,35483669,738.85,749.3,738.6
,SWIGGY,SWIGGY,SWIGGY,284.05,272.7,11.35,4.16,32604564,273.0,284.25,272.8
,TATSILV,TATSILV,TATSILV,22.4,22.55,-0.15,-0.67,31043387,22.52,22.59,22.17
