Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,NTP,NTPC,Stock,Very Bearish,327.80,-15.28,"29 May, 2026",386.90,Sep 22 | 15:55
NIFTY 50,MU01,Maruti Suzuki,Stock,Very Bearish,"12,190.00",-11.41,"17 Aug, 2026","13,760.00",Sep 22 | 15:58
NIFTY 50,TEL,TMPV,Stock,Very Bearish,300.05,-10.30,"14 Aug, 2026",334.50,Sep 22 | 15:59
NIFTY 50,HL,HUL,Stock,Very Bearish,"1,933.80",-9.46,"08 Jul, 2026","2,135.80",Sep 22 | 15:58
NIFTY 50,IT,Infosys,Stock,Very Bearish,"1,029.40",-8.93,"03 Sep, 2026","1,130.30",Sep 22 | 15:59
NIFTY 50,API,Asian Paints,Stock,Very Bearish,"2,448.50",-8.89,"17 Aug, 2026","2,687.50",Sep 22 | 15:54
NIFTY 50,TT,TATA Cons. Prod,Stock,Very Bearish,984.10,-8.71,"11 Aug, 2026","1,078.00",Sep 22 | 15:59
NIFTY 50,MM,M&M,Stock,Very Bearish,"3,044.50",-8.57,"27 Aug, 2026","3,330.00",Sep 22 | 15:59
NIFTY 50,TCS,TCS,Stock,Very Bearish,"2,105.00",-7.27,"07 Sep, 2026","2,270.00",Sep 22 | 15:59
NIFTY 50,W,Wipro,Stock,Very Bearish,166.00,-6.77,"18 Aug, 2026",178.06,Sep 22 | 15:59
NIFTY 50,PGC,Power Grid Corp,Stock,Very Bearish,265.95,-6.16,"04 Aug, 2026",283.40,Sep 22 | 15:59
NIFTY 50,UTC,UltraTechCement,Stock,Very Bearish,"11,000.00",-6.03,"13 Aug, 2026","11,706.00",Sep 22 | 15:51
NIFTY 50,BF04,Bajaj Finserv,Stock,Very Bearish,"1,823.40",-5.94,"07 Sep, 2026","1,938.60",Sep 22 | 15:59
NIFTY 50,L,Trent,Stock,Very Bearish,"2,782.90",-5.54,"17 Aug, 2026","2,946.00",Sep 22 | 15:59
NIFTY 50,BTV,Bharti Airtel,Stock,Very Bearish,"1,817.20",-5.45,"19 Aug, 2026","1,922.00",Sep 22 | 15:59
NIFTY 50,NI,Nestle,Stock,Very Bearish,"1,363.90",-5.17,"01 Sep, 2026","1,438.20",Sep 22 | 15:59
NIFTY 50,JFS,Jio Financial,Stock,Very Bearish,230.70,-5.12,"19 Aug, 2026",243.15,Sep 22 | 15:59
NIFTY 50,STF,Shriram Finance,Stock,Very Bearish,"1,006.00",-5.01,"01 Sep, 2026","1,059.10",Sep 22 | 15:57
NIFTY 50,SBI,SBI,Stock,Very Bearish,987.00,-4.59,"01 Sep, 2026","1,034.50",Sep 22 | 15:59
NIFTY 50,BAF,Bajaj Finance,Stock,Bearish,"1,008.80",-4.56,"31 Aug, 2026","1,057.00",Sep 22 | 15:59
NIFTY 50,RI,Reliance,Stock,Very Bearish,"1,240.40",-4.44,"26 Aug, 2026","1,298.00",Sep 22 | 15:59
NIFTY 50,SLI03,SBI Life Insura,Stock,Bearish,"1,756.30",-4.42,"11 Aug, 2026","1,837.60",Sep 22 | 15:50
NIFTY 50,ICI02,ICICI Bank,Stock,Very Bearish,"1,339.60",-4.27,"08 Sep, 2026","1,399.40",Sep 22 | 15:59
NIFTY 50,H,Hindalco,Stock,Very Bearish,973.00,-4.04,"10 Sep, 2026","1,014.00",Sep 22 | 15:58
NIFTY 50,EM,Eicher Motors,Stock,Very Bearish,"7,427.00",-3.69,"02 Sep, 2026","7,711.50",Sep 22 | 15:59
NIFTY 50,SPI,Sun Pharma,Stock,Very Bearish,"1,846.40",-3.63,"03 Sep, 2026","1,916.00",Sep 22 | 15:58
NIFTY 50,C,Cipla,Stock,Bearish,"1,384.10",-3.28,"18 Aug, 2026","1,431.10",Sep 22 | 15:59
NIFTY 50,LT,Larsen,Stock,Very Bearish,"3,866.40",-2.86,"01 Sep, 2026","3,980.10",Sep 22 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Very Bearish,397.90,-2.00,"09 Sep, 2026",406.00,Sep 22 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bearish,"1,270.40",-1.78,"04 Sep, 2026","1,293.40",Sep 22 | 15:58
NIFTY 50,GI01,Grasim,Stock,Bearish,"3,128.20",-1.35,"15 Sep, 2026","3,171.00",Sep 22 | 15:57
NIFTY 50,ONG,ONGC,Stock,Bearish,236.13,-1.02,"27 Jul, 2026",238.56,Sep 22 | 15:59
NIFTY 50,TM4,Tech Mahindra,Stock,Bearish,"1,551.60",-0.79,"07 Sep, 2026","1,564.00",Sep 22 | 15:59
NIFTY 50,BA06,Bajaj Auto,Stock,Bearish,"11,363.00",-0.45,"18 Sep, 2026","11,414.00",Sep 22 | 15:59
NIFTY 50,TIS,Tata Steel,Stock,Very Bearish,184.97,-0.34,"07 Sep, 2026",185.61,Sep 22 | 15:59
NIFTY 50,UTI10,Axis Bank,Stock,Very Bearish,"1,242.70",-0.18,"08 Sep, 2026","1,244.90",Sep 22 | 15:58
NIFTY 50,JVS,JSW Steel,Stock,Bearish,"1,267.00",0.16,"11 Sep, 2026","1,265.00",Sep 22 | 15:56
NIFTY BANK,BOB,Bank of Baroda,Stock,Very Bearish,234.35,-9.95,"02 Jul, 2026",260.25,Sep 22 | 15:59
NIFTY BANK,FB,Federal Bank,Stock,Very Bearish,327.00,-4.66,"04 Sep, 2026",343.00,Sep 22 | 15:59
NIFTY BANK,IIB,IndusInd Bank,Stock,Very Bearish,955.00,-3.86,"10 Sep, 2026",993.30,Sep 22 | 15:56
NIFTY BANK,CB06,Canara Bank,Stock,Very Bearish,122.90,-3.46,"24 Aug, 2026",127.30,Sep 22 | 15:59
