MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
MPS,MPS,Adani Ports,1694.9,1710.8,1681.8,1706.5,1672.7,33.80,2.02,3370497
UTI10,AB16,Axis Bank,1265.0,1278.9,1260.2,1267.0,1253.9,13.10,1.04,3309215
HDF01,HDF01,HDFC Bank,705.0,712.6,705.0,706.65,700.8,5.85,0.83,27770641
TT,TT,TATA Cons. Prod,1012.5,1023.0,1008.0,1019.2,1012.0,7.20,0.71,935640
BE03,BE03,Bharat Elec,406.05,410.3,405.15,408.6,405.75,2.85,0.70,7803527
API,AP31,Asian Paints,2530.0,2544.0,2515.1,2541.6,2527.5,14.10,0.56,589499
CI29,CI11,Coal India,422.0,428.5,416.8,420.05,417.85,2.20,0.53,15286175
GI01,GI01,Grasim,3275.1,3325.2,3275.1,3310.0,3294.9,15.10,0.46,2310916
BTV,BA08,Bharti Airtel,1855.6,1869.0,1855.6,1869.0,1862.8,6.20,0.33,3700992
AE01,AE13,Adani Enterpris,2905.0,2920.5,2885.2,2901.0,2891.8,9.20,0.32,816124
NTP,NTP,NTPC,330.45,332.7,329.1,330.9,330.0,0.90,0.27,8100926
ICI02,ICI02,ICICI Bank,1438.3,1452.0,1430.0,1430.0,1426.5,3.50,0.25,10503351
SBI,SBI,SBI,1028.9,1036.0,1021.1,1023.4,1020.9,2.50,0.24,7371804
JFS,JFS,Jio Financial,236.9,240.48,236.4,237.45,236.9,0.55,0.23,9293803
TIS,TIS,Tata Steel,184.11,187.65,182.0,184.2,183.85,0.35,0.19,21964971
JVS,JSW01,JSW Steel,1315.0,1325.0,1295.0,1308.0,1306.0,2.00,0.15,1291167
BF04,BF04,Bajaj Finserv,1998.0,1998.0,1970.0,1992.1,1990.0,2.10,0.11,440070
HSL01,HSL01,HDFC Life,536.15,539.7,530.55,533.5,533.0,0.50,0.09,1356212
MHI,MHI,Max Healthcare,997.0,1000.6,985.5,994.9,994.0,0.90,0.09,674912
MU01,MS24,Maruti Suzuki,12853.0,12927.0,12780.0,12857.0,12849.0,8.00,0.06,362982
H,HI,Hindalco,1014.5,1022.5,1002.1,1010.0,1009.7,0.30,0.03,1459349
