MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,10.45,10.18,0.27,2.65,440757053,10.23,10.79,10.17
,IDEA,IDEA,IDEA,14.48,14.53,-0.05,-0.34,261299227,14.63,14.72,14.44
,LUMINO,LUMINO,LUMINO,111.2,82.0,1.2,1.09,178315729,110.0,118.99,106.54
,IFCI,IFCI,IFCI,95.7,98.32,-2.62,-2.66,166355112,98.21,101.66,94.5
,JINDWORLD,JINDWORLD,JINDWORLD,48.22,40.19,8.03,19.98,110819795,40.52,48.22,40.52
,SILVER1,SILVER1,SILVER1,22.26,21.87,0.39,1.78,78929377,22.33,22.51,21.87
,OLAELEC,OLAELEC,OLAELEC,37.45,38.98,-1.53,-3.93,66732839,39.35,39.7,37.11
,KRT,KRT,KRT,112.8,110.03,2.77,2.52,63078724,110.3,115.0,109.74
,ALOKINDS,ALOKINDS,ALOKINDS,7.59,7.73,-0.14,-1.81,61782463,7.79,8.14,7.45
,YESBANK,YESBANK,YESBANK,22.54,22.15,0.39,1.76,57376675,22.15,22.54,22.11
,SWIGGY,SWIGGY,SWIGGY,269.3,267.7,1.6,0.6,56303392,265.35,275.25,261.35
,MAHABANK,MAHABANK,MAHABANK,86.32,82.4,3.92,4.76,48646685,83.15,87.35,82.82
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,87.5,85.09,2.41,2.83,48178595,85.09,88.1,85.04
,TATAGOLD,TATAGOLD,TATAGOLD,14.82,14.53,0.29,2.0,45769466,14.82,14.9,14.53
,MILKYMIST,MILKYMIST,MILKYMIST,252.55,252.04,0.51,0.2,44203953,250.62,268.69,246.35
,IRB,IRB,IRB,19.73,19.18,0.55,2.87,40287061,19.21,20.04,19.21
,SALASAR,SALASAR,SALASAR,5.25,5.65,-0.4,-7.08,40156990,5.64,5.69,4.73
,INOXWIND,INOXWIND,INOXWIND,74.0,70.59,3.41,4.83,39746918,71.9,74.56,70.54
,MANALIPETC,MANALIPETC,MANALIPETC,89.0,82.76,6.24,7.54,39146179,83.0,90.89,82.0
,BAJAJHIND,BAJAJHIND,BAJAJHIND,22.04,21.84,0.2,0.92,37086853,21.91,22.55,21.85
