MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,14.26,14.47,-0.21,-1.45,473639166,14.61,14.65,14.01
,OLAELEC,OLAELEC,OLAELEC,42.1,41.87,0.23,0.55,376053325,41.05,44.55,40.91
,IDEA,IDEA,IDEA,14.12,14.52,-0.4,-2.75,364050771,14.42,14.5,14.04
,MOTISONS,MOTISONS,MOTISONS,18.79,18.89,-0.1,-0.53,150224923,18.89,19.78,18.6
,HEROMOTORS,HEROMOTORS,HEROMOTORS,118.08,98.4,19.68,20.0,147638382,103.0,118.08,103.0
,SUZLON,SUZLON,SUZLON,40.74,42.39,-1.65,-3.89,131241030,42.12,42.24,40.55
,YESBANK,YESBANK,YESBANK,22.44,23.24,-0.8,-3.44,102237435,23.08,23.08,22.38
,IFCI,IFCI,IFCI,75.25,79.49,-4.24,-5.33,70782804,78.39,78.86,74.67
,SOUTHBANK,SOUTHBANK,SOUTHBANK,49.95,47.08,2.87,6.1,57683718,47.0,50.17,46.72
,GTLINFRA,GTLINFRA,GTLINFRA,1.12,1.14,-0.02,-1.75,56159609,1.15,1.15,1.1
,AHCL,AHCL,AHCL,28.35,29.68,-1.33,-4.48,49040894,29.68,30.68,28.18
,FILATFASH,FILATFASH,FILATFASH,0.18,0.18,0.0,0.0,47083777,0.19,0.19,0.18
,TATSILV,TATSILV,TATSILV,21.95,22.37,-0.42,-1.88,42029593,22.1,22.18,21.89
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,83.76,87.9,-4.14,-4.71,40583451,84.5,85.49,83.3
,LTF,LTF,LTF,282.0,310.0,-28.0,-9.03,36077849,279.0,290.6,279.0
,TATAGOLD,TATAGOLD,TATAGOLD,14.52,14.67,-0.15,-1.02,35682468,14.61,14.61,14.51
,VIKRAN,VIKRAN,VIKRAN,61.21,56.14,5.07,9.03,34848858,58.5,62.62,57.53
,JPPOWER,JPPOWER,JPPOWER,15.86,16.04,-0.18,-1.12,33648899,15.97,15.99,15.78
,UJJIVANSFB,UJJIVANSFB,UJJIVANSFB,63.0,66.01,-3.01,-4.56,33045929,64.52,64.7,61.25
,PINELABS,PINELABS,PINELABS,180.0,188.3,-8.3,-4.41,32802728,187.05,187.3,177.65
