MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TT,TT,TATA Cons. Prod,1108.7,1109.6,1074.6,1078.0,1108.7,-30.70,-2.77,1933872
MHI,MHI,Max Healthcare,1065.4,1067.4,1034.7,1040.0,1069.0,-29.00,-2.71,2892166
NI,NI,Nestle,1531.4,1541.0,1491.3,1493.2,1528.6,-35.40,-2.32,1955836
UTC,UTC01,UltraTechCement,12036.0,12061.0,11720.0,11780.0,12038.0,-258.00,-2.14,184916
AHE,AHE,Apollo Hospital,8982.0,8990.0,8672.5,8750.5,8912.0,-161.50,-1.81,562067
GI01,GI01,Grasim,3360.0,3402.8,3301.9,3322.2,3380.5,-58.30,-1.72,755928
MM,MM,M&M,3505.4,3514.6,3455.1,3460.1,3517.0,-56.90,-1.62,2269936
BTV,BA08,Bharti Airtel,1934.8,1938.3,1914.4,1915.2,1943.0,-27.80,-1.43,6798617
JVS,JSW01,JSW Steel,1299.0,1303.9,1276.1,1283.4,1302.0,-18.60,-1.43,1514657
UTI10,AB16,Axis Bank,1242.0,1243.0,1225.4,1229.8,1247.3,-17.50,-1.40,5843702
ITC,ITC,ITC,282.0,282.6,278.0,279.0,282.65,-3.65,-1.29,13053722
HL,HU,HUL,2086.0,2086.5,2063.8,2064.9,2087.2,-22.30,-1.07,956661
TIS,TIS,Tata Steel,190.24,190.56,186.78,188.25,190.24,-1.99,-1.05,20973262
LT,LT,Larsen,4075.1,4075.5,4028.5,4037.4,4080.0,-42.60,-1.04,1401285
SLI03,SLI03,SBI Life Insura,1866.0,1866.0,1815.5,1837.6,1855.0,-17.40,-0.94,1089291
IA05,IA04,Interglobe Avi,5330.0,5330.0,5217.5,5284.0,5333.5,-49.50,-0.93,517989
L,T04,Trent,3024.5,3029.8,2990.3,3000.0,3025.0,-25.00,-0.83,589607
BAF,BAF,Bajaj Finance,1098.0,1101.5,1086.3,1093.3,1102.2,-8.90,-0.81,6523358
PGC,PGC,Power Grid Corp,270.0,270.8,266.65,267.95,270.1,-2.15,-0.80,7553241
MPS,MPS,Adani Ports,1700.0,1703.4,1661.8,1668.2,1681.0,-12.80,-0.76,2263466
MU01,MS24,Maruti Suzuki,14120.0,14175.0,13980.0,13990.0,14097.0,-107.00,-0.76,334931
HSL01,HSL01,HDFC Life,540.0,540.55,532.4,536.0,540.0,-4.00,-0.74,3642366
STF,STF,Shriram Finance,1135.8,1135.8,1121.2,1129.9,1137.8,-7.90,-0.69,3789090
NTP,NTP,NTPC,339.6,340.4,336.05,338.45,340.45,-2.00,-0.59,10043994
API,AP31,Asian Paints,2742.1,2747.6,2720.0,2735.5,2750.0,-14.50,-0.53,951134
JFS,JFS,Jio Financial,253.9,254.0,252.0,252.75,254.0,-1.25,-0.49,6019790
W,W,Wipro,185.5,187.48,183.31,184.6,185.5,-0.90,-0.49,9182421
AE01,AE13,Adani Enterpris,3062.0,3062.0,2980.0,2995.5,3010.0,-14.50,-0.48,1422452
H,HI,Hindalco,1053.4,1068.75,1049.1,1049.1,1054.05,-4.95,-0.47,4831839
SBI,SBI,SBI,1071.0,1071.0,1060.4,1066.0,1071.0,-5.00,-0.47,9456913
C,C,Cipla,1466.1,1469.8,1457.2,1463.0,1467.7,-4.70,-0.32,958909
HDF01,HDF01,HDFC Bank,730.5,730.85,726.55,729.0,731.0,-2.00,-0.27,29154365
RI,RI,Reliance,1326.6,1328.7,1314.1,1323.9,1327.3,-3.40,-0.26,9953124
ONG,ONG,ONGC,241.0,243.65,239.45,239.45,239.84,-0.39,-0.16,16004168
ICI02,ICI02,ICICI Bank,1432.1,1434.0,1412.2,1429.6,1431.8,-2.20,-0.15,10471914
KMF,KMB,Kotak Mahindra,392.1,392.9,388.3,392.9,393.5,-0.60,-0.15,7853813
SPI,SPI,Sun Pharma,1939.0,1951.1,1928.6,1942.0,1944.4,-2.40,-0.12,2125972
