userid,instrument_type,instrument,exchange,pattern_name,comment,time_frame,sc_id,is_closed,is_deleted,end_date,meta_data,p_status,pattern_id,analyst_name,analyst_image,updated_at,created_at,updated_at_epoch,created_at_epoch,sc_name,symbol,chartType,displayLock,scanproflg
21,,,nse,Descending Triangle,Bullish Reversal,2 hours,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1149.00"",""pattern_type"":""buy"",""cmp"":""1149.00"",""price_key"":""stk_CHC_N"",""target_price"":""1191"",""target_return_prcnt"":""3.66"",""stoploss_price"":""1121"",""stoploss_prcnt"":""2.44"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178642968278.png""},""rationale"":""The Descending Triangle pattern is showing a bullish reversal as price breaks above the pattern resistance, signaling renewed buying momentum."",""action_type"":""add"",""created_at"":""2026-08-11 11:58:03"",""updated_at"":""2026-08-11 11:58:03""}]}",New,1759,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-11 11:58:03,2026-08-11 11:58:03,1786429683,1786429683,,,mc_pro_plus,Y,3
21,,,nse,Ascending Triangle,Bullish Breakout,30 mins,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""8084.00"",""pattern_type"":""buy"",""cmp"":""8084.00"",""price_key"":""stk_EM_N"",""target_price"":""8270"",""target_return_prcnt"":""2.30"",""stoploss_price"":""7975"",""stoploss_prcnt"":""1.35"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178642188090.png""},""rationale"":""The Ascending Triangle pattern has broken above resistance, confirming a bullish breakout and signaling strengthening buying momentum."",""action_type"":""add"",""created_at"":""2026-08-11 09:48:01"",""updated_at"":""2026-08-11 09:48:01""}]}",New,1758,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-11 09:48:01,2026-08-11 09:48:01,1786421881,1786421881,,,mc_pro_plus,Y,3
21,,,nse,Falling Trendline,Bullish Reversal,1 day,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""2003.40"",""pattern_type"":""buy"",""cmp"":""2003.40"",""price_key"":""stk_BT09_N"",""target_price"":""2164"",""target_return_prcnt"":""8.02"",""stoploss_price"":""1943"",""stoploss_prcnt"":""3.01"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178635201621.png""},""rationale"":""Price has broken above the falling trendline, signaling a potential bullish reversal as buyers regain control and momentum improves."",""action_type"":""add"",""created_at"":""2026-08-10 14:23:37"",""updated_at"":""2026-08-10 14:23:37""}]}",New,1757,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-10 14:23:37,2026-08-10 14:23:37,1786352017,1786352017,,,mc_pro_plus,Y,3
21,,,nse,Ascending Triangle,Bullish Reversal,1 day,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""611.70"",""pattern_type"":""buy"",""cmp"":""611.70"",""price_key"":""stk_BE08_N"",""target_price"":""675"",""target_return_prcnt"":""10.35"",""stoploss_price"":""568"",""stoploss_prcnt"":""7.14"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178634572369.png""},""rationale"":""Ascending Triangle pattern has broken above resistance, confirming the bullish reversal and signaling strong buying momentum."",""action_type"":""add"",""created_at"":""2026-08-10 12:38:44"",""updated_at"":""2026-08-10 12:38:44""}]}",New,1756,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-10 12:38:44,2026-08-10 12:38:44,1786345724,1786345724,,,mc_pro_plus,Y,3
21,,,nse,Horizontal Resistance,Breakout Retest,2 hours,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1891.00"",""pattern_type"":""buy"",""cmp"":""1891.50"",""price_key"":""stk_CIF01_N"",""target_price"":""1952"",""target_return_prcnt"":""3.23"",""stoploss_price"":""1854"",""stoploss_prcnt"":""1.96"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178634019362.png""},""rationale"":""Price has broken above the horizontal resistance and successfully retested the level, confirming the breakout and strengthening the bullish setup."",""action_type"":""add"",""created_at"":""2026-08-10 10:59:53"",""updated_at"":""2026-08-10 11:06:34""}]}",New,1755,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-10 11:06:34,2026-08-10 10:59:53,1786340194,1786339793,,,mc_pro_plus,Y,3
21,,,nse,Rising Trendline,Bullish Reversal,4 hours,,N,0,2026-09-04,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""736.80"",""pattern_type"":""buy"",""cmp"":""736.80"",""price_key"":""stk_HDF01_N"",""target_price"":""788"",""target_return_prcnt"":""6.95"",""stoploss_price"":""720"",""stoploss_prcnt"":""2.28"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178633834157.png""},""rationale"":""Price has reversed from the rising trendline support, showing buyers are defending the uptrend and bullish momentum is returning."",""action_type"":""add"",""created_at"":""2026-08-10 10:35:42"",""updated_at"":""2026-08-10 10:35:42""}]}",New,1754,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-10 10:35:42,2026-08-10 10:35:42,1786338342,1786338342,,,mc_pro_plus,Y,3
21,,,nse,Cup& Handle,Bullish Reversal,4 hours,,N,0,2026-09-11,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""4752.70"",""pattern_type"":""buy"",""cmp"":""4752.70"",""price_key"":""stk_LI09_N"",""target_price"":""5149"",""target_return_prcnt"":""8.34"",""stoploss_price"":""4618"",""stoploss_prcnt"":""2.83"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178633635763.png""},""rationale"":""Cup & Handle pattern shows a bullish reversal setup, with price forming the handle and now a breakout above the neckline for a potential reversal."",""action_type"":""add"",""created_at"":""2026-08-10 10:02:38"",""updated_at"":""2026-08-10 10:02:38""}]}",New,1753,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-10 10:02:38,2026-08-10 10:02:38,1786336358,1786336358,,,mc_pro_plus,Y,3
21,,,nse,All- Time high Brekout,Resistance Breakout,2 hours,,N,0,2026-08-28,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""1651.20"",""pattern_type"":""buy"",""cmp"":""1651.20"",""price_key"":""stk_AP_N"",""target_price"":""1752"",""target_return_prcnt"":""6.10"",""stoploss_price"":""1584"",""stoploss_prcnt"":""4.07"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178609226953.png""},""rationale"":""Price has broken above its all-time high, confirming a strong bullish breakout and price discovery."",""action_type"":""add"",""created_at"":""2026-08-07 14:14:30"",""updated_at"":""2026-08-07 14:14:30""}]}",New,1752,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-07 14:14:30,2026-08-07 14:14:30,1786092270,1786092270,,,mc_pro_plus,Y,3
21,,,nse,Falling Trendline,Bullish Reversal,1 week,,N,0,2026-10-02,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""4600.00"",""pattern_type"":""buy"",""cmp"":""4600.00"",""price_key"":""stk_CRI_N"",""target_price"":""5885"",""target_return_prcnt"":""27.93"",""stoploss_price"":""3827"",""stoploss_prcnt"":""16.80"",""ind_id"":""-1"",""expiry_date"":null,""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178609140339.png""},""rationale"":""Price has ended a 1.5-year downtrend by breaking above the falling trendline, indicating renewed bullish momentum."",""action_type"":""add"",""created_at"":""2026-08-07 14:00:05"",""updated_at"":""2026-08-07 14:00:05""}]}",New,1751,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-07 14:00:05,2026-08-07 14:00:05,1786091405,1786091405,,,mc_pro_plus,Y,3
21,,,nse,Breakdown Retest,Bearish Trend Resumption,1 day,,N,0,2026-08-25,"{""chart_type"":""mc_pro_plus"",""sc_name"":"""",""sc_symbol"":"""",""sc_scripcode"":"""",""instrument_type_code"":"""",""entry_condition"":""equals"",""entry_price"":""282.85"",""pattern_type"":""sell"",""cmp"":""282.85"",""price_key"":""futstk_SL23_2026-08-25"",""target_price"":""250"",""target_return_prcnt"":""11.61"",""stoploss_price"":""300"",""stoploss_prcnt"":""6.06"",""ind_id"":""-1"",""expiry_date"":""2026-08-25"",""timeline"":[{""pattern_img"":{""1200x600"":""https://images.moneycontrol.com/technical_picks_cms/178607825089.png""},""rationale"":""The bearish breakdown is retested multiple times, indicating the trend resumption."",""action_type"":""add"",""created_at"":""2026-08-07 10:20:51"",""updated_at"":""2026-08-07 10:20:51""}]}",New,1749,,https://images.moneycontrol.com/technical_picks_cms/174590992182.png,2026-08-07 10:20:51,2026-08-07 10:20:51,1786078251,1786078251,,,mc_pro_plus,Y,3
