scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1358.60,0.70,0.05,5.4,banks-private-sector/axisbank/AB16,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': -6.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1358.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1432.3, 'percentages': 5.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1610, 'percentages': 18.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.77, 'minRangePer': 26.03, 'maxRanegPer': 47.7, 'rangeDiffPer': 21.67, 'mindiff_total': 6.97, 'maxdiff_total': 12.77}",#52B974
IT,9,8,1,0,Infosys,Infosys,1065.40,14.00,1.33,59.8,computers-software/infosys/IT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1065.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 22, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1602.6, 'percentages': 50.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1884, 'percentages': 76.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 76.83, 'minRangePer': 28.64, 'maxRanegPer': 65.62, 'rangeDiffPer': 36.98, 'mindiff_total': 22.01, 'maxdiff_total': 50.42}",#52B974
MU01,11,10,0,1,Maruti Suzuki India,Maruti Suzuki,13421.00,26.00,0.19,16.4,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -0.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 13421, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15631, 'percentages': 16.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 41.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 1.25, 'maxRanegPer': 40.35, 'rangeDiffPer': 39.1, 'mindiff_total': 0.53, 'maxdiff_total': 17.08}",#52B974
BAF,7,4,2,1,Bajaj Finance,Bajaj Finance,968.30,6.50,0.68,262.2,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -1.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 968.3, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1041.4, 'percentages': 7.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 18.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 21.05, 'minRangePer': 9.12, 'maxRanegPer': 45.7, 'rangeDiffPer': 36.58, 'mindiff_total': 1.92, 'maxdiff_total': 9.62}",#52B974
PS15,10,7,0,3,Persistent Systems,Persistent,4860.50,31.50,0.65,23.2,computers-software/persistentsystems/PS15,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 4860.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 4900, 'percentages': 0.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5989, 'percentages': 23.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 35.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 35.78, 'minRangePer': 2.26, 'maxRanegPer': 64.86, 'rangeDiffPer': 62.6, 'mindiff_total': 0.81, 'maxdiff_total': 23.21}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,786.40,6.60,0.85,90.5,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 786.4, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 967, 'percentages': 22.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1043.3, 'percentages': 32.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 39.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 39.87, 'minRangePer': 57.58, 'maxRanegPer': 81.91, 'rangeDiffPer': 24.33, 'mindiff_total': 22.96, 'maxdiff_total': 32.66}",#52B974
MM,9,8,0,1,Mahindra and Mahindra,M&M,3063.40,-11.40,-0.37,23.1,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -11.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3063.4, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3771.7, 'percentages': 23.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 45.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 20.75, 'maxRanegPer': 61.24, 'rangeDiffPer': 40.49, 'mindiff_total': 13.45, 'maxdiff_total': 39.69}",#52B974
BA06,9,6,3,0,Bajaj Auto,Bajaj Auto,10191.00,125.00,1.24,1.9,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 8561, 'percentages': -15.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 10191, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 10387.8, 'percentages': 1.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 12000, 'percentages': 17.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.17, 'minRangePer': 47.37, 'maxRanegPer': 53.09, 'rangeDiffPer': 5.72, 'mindiff_total': 19.03, 'maxdiff_total': 21.33}",#52B974
HCL02,9,3,5,1,HCL Technologies,HCL Tech,1130.50,-1.20,-0.11,48.1,computers-software/hcltechnologies/HCL02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1130.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': 14.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1675.1, 'percentages': 48.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 81.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 81.33, 'minRangePer': 18.43, 'maxRanegPer': 59.22, 'rangeDiffPer': 40.79, 'mindiff_total': 14.99, 'maxdiff_total': 48.17}",#52B974
SBI,9,9,0,0,State Bank of India,SBI,1040.75,5.65,0.55,2.3,banks-public-sector/statebankindia/SBI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 908, 'percentages': -12.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1040.75, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1065.6, 'percentages': 2.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 24.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 43.17, 'minRangePer': 33.86, 'maxRanegPer': 40.18, 'rangeDiffPer': 6.32, 'mindiff_total': 14.62, 'maxdiff_total': 17.35}",#52B974
