MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,14.79,14.92,-0.13,-0.87,258582090,14.98,15.03,14.75
,YESBANK,YESBANK,YESBANK,24.95,25.41,-0.46,-1.81,142168889,25.5,25.56,24.93
,JPPOWER,JPPOWER,JPPOWER,18.18,18.06,0.12,0.66,112059217,18.11,18.88,18.11
,OLAELEC,OLAELEC,OLAELEC,42.5,42.25,0.25,0.59,92507680,42.75,43.69,42.03
,IDBI,IDBI,IDBI,87.5,82.98,4.52,5.45,83820771,83.36,89.4,83.05
,NIACL,NIACL,NIACL,212.5,202.31,10.19,5.04,80921087,205.5,218.0,205.5
,SUZLON,SUZLON,SUZLON,59.1,59.2,-0.1,-0.17,70696950,59.47,59.74,59.05
,IFCI,IFCI,IFCI,83.4,85.73,-2.33,-2.72,69542979,86.7,87.2,83.0
,RBA,RBA,RBA,79.55,73.67,5.88,7.98,68732862,75.67,81.8,75.04
,HCC,HCC,HCC,27.93,27.02,0.91,3.37,66234418,27.3,28.0,26.94
,GTLINFRA,GTLINFRA,GTLINFRA,1.52,1.52,0.0,0.0,64544759,1.52,1.57,1.5
,SEPC,SEPC,SEPC,7.3,7.47,-0.17,-2.28,63066506,7.5,7.64,7.25
,PCJEWELLER,PCJEWELLER,PCJEWELLER,8.97,8.91,0.06,0.67,58219772,8.91,9.05,8.91
,TATSILV,TATSILV,TATSILV,22.89,22.48,0.41,1.82,51915312,22.97,22.97,22.1
,NHPC,NHPC,NHPC,78.29,75.82,2.47,3.26,50728687,75.84,79.48,75.65
,VAML,VAML,VAML,480.65,457.77,22.88,5.0,0,458.2,480.65,456.2
,TATAGOLD,TATAGOLD,TATAGOLD,14.22,14.08,0.14,0.99,44428197,13.98,14.3,13.98
,IDFCFIRSTB,IDFCFIRSTB,IDFCFIRSTB,80.55,78.68,1.87,2.38,44256995,78.68,81.46,78.43
,RPOWER,RPOWER,RPOWER,26.4,26.1,0.3,1.15,43961002,26.42,27.19,26.3
,VOGL,VOGL,VOGL,34.51,32.87,1.64,4.99,0,33.89,34.51,33.51
