MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.92,12.73,0.19,1.49,413469644,12.92,13.07,12.77
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.77,9.77,0.0,0.0,265709406,9.9,10.05,9.71
,VOGL,VOGL,VOGL,39.78,34.91,4.87,13.95,258761421,34.9,40.4,34.43
,EMIL,EMIL,EMIL,181.3,165.83,15.47,9.33,101219512,172.0,189.6,172.0
,TATAGOLD,TATAGOLD,TATAGOLD,14.64,14.49,0.15,1.04,71429464,14.89,14.89,14.49
,VEDPOWER,VEDPOWER,VEDPOWER,36.59,35.46,1.13,3.19,68918280,35.46,37.71,34.95
,ALLCARGO,ALLCARGO,ALLCARGO,9.8,9.26,0.54,5.83,67444021,9.3,10.42,9.1
,OLAELEC,OLAELEC,OLAELEC,39.32,41.07,-1.75,-4.26,62349277,39.85,41.0,38.85
,SUZLON,SUZLON,SUZLON,47.5,48.15,-0.65,-1.35,59333617,48.33,48.45,47.0
,INOXWIND,INOXWIND,INOXWIND,73.5,78.0,-4.5,-5.77,53109150,75.49,77.0,73.21
,TATSILV,TATSILV,TATSILV,22.39,22.35,0.04,0.18,41173140,22.9,22.9,21.05
,PINELABS,PINELABS,PINELABS,162.01,154.44,7.57,4.9,39414621,155.0,163.55,153.0
,YESBANK,YESBANK,YESBANK,22.75,22.69,0.06,0.26,37889332,22.69,22.75,22.53
,JPPOWER,JPPOWER,JPPOWER,17.82,17.94,-0.12,-0.67,34434687,18.01,18.1,17.76
,MOTISONS,MOTISONS,MOTISONS,14.07,13.96,0.11,0.79,33936672,14.2,14.6,13.94
,TATASTEEL,TATASTEEL,TATASTEEL,190.24,187.55,2.69,1.43,33338101,187.56,192.35,187.55
,ABFRL,ABFRL,ABFRL,61.06,63.33,-2.27,-3.58,32152073,61.7,61.8,57.5
,GTLINFRA,GTLINFRA,GTLINFRA,1.25,1.24,0.01,0.81,31524287,1.24,1.26,1.23
,GOLDBEES,GOLDBEES,GOLDBEES,124.63,123.4,1.23,1.0,30250470,124.03,124.99,123.74
,MOTHERSON,MOTHERSON,MOTHERSON,167.99,168.5,-0.51,-0.3,29875145,170.0,172.0,167.16
