MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
TI01,TI01,Titan Company,4932.0,5122.2,4886.2,5090.0,4941.0,149.00,3.02,3664718
TT,TT,TATA Cons. Prod,1085.6,1109.8,1082.3,1108.7,1082.3,26.40,2.44,1417750
BAF,BAF,Bajaj Finance,1078.0,1106.1,1070.8,1102.2,1078.0,24.20,2.24,7303098
STF,STF,Shriram Finance,1115.0,1139.2,1106.1,1137.8,1115.0,22.80,2.04,3535895
GI01,GI01,Grasim,3324.0,3411.1,3290.2,3380.5,3323.0,57.50,1.73,2568033
TIS,TIS,Tata Steel,187.56,192.35,187.55,190.24,187.55,2.69,1.43,33338101
L,T04,Trent,3010.0,3047.0,2981.0,3025.0,2997.0,28.00,0.93,989590
BE03,BE03,Bharat Elec,402.0,405.65,399.25,404.35,401.0,3.35,0.84,7836426
ICI02,ICI02,ICICI Bank,1428.1,1441.9,1415.5,1431.8,1421.0,10.80,0.76,12749354
UTI10,AB16,Axis Bank,1235.0,1250.0,1235.0,1247.3,1238.0,9.30,0.75,3661847
KMF,KMB,Kotak Mahindra,388.0,393.5,386.5,393.5,390.75,2.75,0.70,11662079
IT,IT,Infosys,1178.1,1195.0,1175.2,1183.0,1175.1,7.90,0.67,9377001
BF04,BF04,Bajaj Finserv,2009.0,2037.1,1992.6,2021.3,2008.9,12.40,0.62,944721
LT,LT,Larsen,4055.7,4080.0,4025.8,4080.0,4056.0,24.00,0.59,1082855
API,AP31,Asian Paints,2724.7,2761.5,2713.5,2750.0,2735.0,15.00,0.55,977656
MM,MM,M&M,3509.0,3534.6,3491.1,3517.0,3502.0,15.00,0.43,2434928
MU01,MS24,Maruti Suzuki,14039.0,14119.0,13954.0,14097.0,14037.0,60.00,0.43,299446
ONG,ONG,ONGC,240.0,241.3,238.19,239.84,238.85,0.99,0.41,10611162
TM4,TM4,Tech Mahindra,1644.0,1665.9,1630.8,1640.0,1635.0,5.00,0.31,2827966
C,C,Cipla,1463.8,1483.7,1462.0,1467.7,1463.8,3.90,0.27,662981
JVS,JSW01,JSW Steel,1299.5,1312.0,1295.0,1302.0,1299.5,2.50,0.19,1520170
BA06,BA10,Bajaj Auto,11662.0,11786.0,11615.0,11677.0,11662.0,15.00,0.13,199134
HCL02,HCL02,HCL Tech,1356.6,1367.5,1351.6,1357.2,1356.6,0.60,0.04,1321698
TEL,TM03,TMPV,347.0,351.4,344.6,347.1,347.0,0.10,0.03,5233700
IA05,IA04,Interglobe Avi,5305.0,5355.0,5297.0,5333.5,5333.0,0.50,0.01,351196
