MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
MHI,MHI,Max Healthcare,1141.7,1144.5,1123.5,1127.4,1139.9,-12.50,-1.10,1053691
LT,LT,Larsen,4100.0,4110.0,4012.0,4059.4,4092.6,-33.20,-0.81,2481554
TEL,TM03,TMPV,351.15,351.25,345.0,345.95,347.8,-1.85,-0.53,10423984
NI,NI,Nestle,1459.0,1462.3,1444.5,1446.2,1453.8,-7.60,-0.52,1434136
UTI10,AB16,Axis Bank,1374.0,1375.5,1358.1,1362.6,1368.7,-6.10,-0.45,4013561
SLI03,SLI03,SBI Life Insura,1798.0,1799.9,1771.4,1784.4,1790.9,-6.50,-0.36,646630
RI,RI,Reliance,1310.0,1313.2,1299.0,1303.5,1308.0,-4.50,-0.34,17795024
MU01,MS24,Maruti Suzuki,14431.0,14490.0,14275.0,14348.0,14395.0,-47.00,-0.33,327088
BE03,BE03,Bharat Elec,416.25,418.3,412.3,415.05,416.25,-1.20,-0.29,10736747
KMF,KMB,Kotak Mahindra,400.45,405.0,397.3,399.3,400.45,-1.15,-0.29,12980945
ITC,ITC,ITC,290.7,291.0,287.7,289.9,290.3,-0.40,-0.14,12722639
JFS,JFS,Jio Financial,240.01,240.79,238.83,239.73,240.01,-0.28,-0.12,5834832
C,C,Cipla,1465.4,1468.2,1452.7,1456.0,1456.7,-0.70,-0.05,731416
HDF01,HDF01,HDFC Bank,795.0,805.45,794.0,795.9,796.15,-0.25,-0.03,34143823
