MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
IT,IT,Infosys,1006.4,1045.0,1006.0,1040.9,985.3,55.60,5.64,18741111
TM4,TM4,Tech Mahindra,1378.3,1426.0,1373.4,1421.3,1362.2,59.10,4.34,3034626
TCS,TCS,TCS,2008.0,2076.9,2002.5,2068.1,1982.6,85.50,4.31,6040621
HCL02,HCL02,HCL Tech,1049.0,1082.9,1048.0,1078.1,1034.2,43.90,4.24,3726609
BF04,BF04,Bajaj Finserv,1804.0,1862.0,1801.5,1855.7,1797.6,58.10,3.23,1786876
W,W,Wipro,169.49,174.97,169.0,174.0,170.13,3.87,2.27,43447174
MPS,MPS,Adani Ports,1858.5,1888.0,1845.5,1883.2,1848.2,35.00,1.89,3089068
TI01,TI01,Titan Company,4404.0,4497.0,4383.1,4481.1,4398.6,82.50,1.88,820705
STF,STF,Shriram Finance,1052.0,1071.0,1048.2,1066.7,1048.1,18.60,1.77,5736423
EM,EM,Eicher Motors,7155.0,7270.0,7143.0,7250.0,7139.0,111.00,1.55,828736
TT,TT,TATA Cons. Prod,1099.9,1115.0,1085.1,1107.2,1090.9,16.30,1.49,2315853
ICI02,ICI02,ICICI Bank,1381.9,1405.0,1376.8,1400.0,1379.8,20.20,1.46,15779429
MM,MM,M&M,3136.8,3190.0,3111.5,3175.4,3130.0,45.40,1.45,2624368
TIS,TIS,Tata Steel,186.0,188.6,185.14,187.67,185.17,2.50,1.35,29139217
HL,HU,HUL,2186.0,2216.0,2179.2,2210.6,2182.0,28.60,1.31,2585362
AE01,AE13,Adani Enterpris,3155.9,3229.6,3147.0,3177.5,3143.6,33.90,1.08,3400034
API,AP31,Asian Paints,2720.0,2759.9,2711.0,2744.5,2716.4,28.10,1.03,1629567
H,HI,Hindalco,942.05,962.5,942.05,949.2,939.7,9.50,1.01,3505234
CI29,CI11,Coal India,438.4,440.0,432.8,438.9,434.75,4.15,0.95,4941315
GI01,GI01,Grasim,3153.0,3173.9,3134.4,3169.2,3140.4,28.80,0.92,449711
AHE,AHE,Apollo Hospital,8620.0,8750.0,8611.5,8696.0,8618.5,77.50,0.90,152705
L,T04,Trent,3290.5,3344.9,3265.0,3317.8,3290.3,27.50,0.84,1092281
IA05,IA04,Interglobe Avi,5421.0,5464.0,5392.0,5444.0,5399.0,45.00,0.83,990986
UTC,UTC01,UltraTechCement,11531.0,11568.0,11443.0,11536.0,11456.0,80.00,0.70,137631
JVS,JSW01,JSW Steel,1226.0,1234.2,1217.1,1223.8,1216.2,7.60,0.62,1302096
DRL,DRL,Dr Reddys Labs,1339.9,1360.8,1329.0,1345.7,1339.9,5.80,0.43,808598
ONG,ONG,ONGC,234.0,236.33,230.8,235.96,234.99,0.97,0.41,14033169
SBI,SBI,SBI,1050.9,1059.8,1045.0,1051.6,1047.4,4.20,0.40,14682790
BAF,BAF,Bajaj Finance,994.7,1025.7,993.4,1018.4,1014.9,3.50,0.34,8168339
SPI,SPI,Sun Pharma,1876.0,1882.0,1868.3,1871.0,1866.2,4.80,0.26,1485296
HSL01,HSL01,HDFC Life,574.3,576.5,569.05,571.35,569.95,1.40,0.25,1161547
PGC,PGC,Power Grid Corp,287.55,289.4,284.2,288.2,287.55,0.65,0.23,6456861
BTV,BA08,Bharti Airtel,1860.8,1883.8,1850.2,1875.0,1871.0,4.00,0.21,5282404
BA06,BA10,Bajaj Auto,9975.0,9998.0,9716.0,9857.0,9842.0,15.00,0.15,423525
NTP,NTP,NTPC,359.95,359.95,352.3,358.25,357.9,0.35,0.10,6513560
