MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.89,9.99,-0.1,-1.0,454387491,9.99,10.14,9.7
,IDEA,IDEA,IDEA,13.95,14.19,-0.24,-1.69,234457573,14.1,14.17,13.93
,KALYANKJIL,KALYANKJIL,KALYANKJIL,511.35,476.15,35.2,7.39,154485625,470.5,531.9,469.0
,VISL,VISL,VISL,36.41,34.68,1.73,4.99,92593863,35.4,36.41,35.2
,MOTISONS,MOTISONS,MOTISONS,14.23,14.2,0.03,0.21,65063082,14.16,14.72,14.03
,CUPID,CUPID,CUPID,207.99,212.24,-4.25,-2.0,60588172,212.24,215.25,205.0
,ITBEES,ITBEES,ITBEES,32.2,31.04,1.16,3.74,58417067,30.26,32.4,30.26
,BCLIND,BCLIND,BCLIND,38.19,34.24,3.95,11.54,58370999,33.5,39.6,33.5
,VOGL,VOGL,VOGL,38.87,38.74,0.13,0.34,54872010,39.0,39.89,38.61
,YESBANK,YESBANK,YESBANK,23.8,23.94,-0.14,-0.58,51935772,23.8,23.93,23.6
,PINELABS,PINELABS,PINELABS,155.91,145.27,10.64,7.32,50633391,146.0,156.6,145.31
,TATAGOLD,TATAGOLD,TATAGOLD,13.75,13.88,-0.13,-0.94,50496932,14.22,14.22,13.65
,TATASTEEL,TATASTEEL,TATASTEEL,187.18,191.19,-4.01,-2.1,47597415,189.0,189.27,185.4
,TATSILV,TATSILV,TATSILV,21.08,21.21,-0.13,-0.61,45491760,20.99,21.15,20.73
,OLAELEC,OLAELEC,OLAELEC,40.23,40.41,-0.18,-0.45,42164795,40.09,40.78,39.56
,SUZLON,SUZLON,SUZLON,53.23,53.92,-0.69,-1.28,40687795,53.6,53.63,52.92
,VEDPOWER,VEDPOWER,VEDPOWER,41.5,41.83,-0.33,-0.79,36357613,41.5,42.49,41.11
,GROWW,GROWW,GROWW,208.99,204.47,4.52,2.21,36096879,202.19,209.73,201.0
,LLOYDSENGG,LLOYDSENGG,LLOYDSENGG,90.6,90.6,0.0,0.0,35663051,89.4,95.1,89.26
,ZENSARTECH,ZENSARTECH,ZENSARTECH,541.5,508.25,33.25,6.54,33053195,504.0,547.4,496.1
