Category,MC_Code,BSE_Code,StockName,nsCode,currPrice,lastUpdatedTime
52WeekHigh,AML06,AML06,Accent Micro,/pharmaceuticals-drugs/accentmicrocell/AML06,711.0,"11 Sep, 2026|16:08"
52WeekHigh,APL07,APL07,Accretion Pharm,/pharmaceuticals-drugs/accretionpharmaceuticals/APL07,207.6,"11 Sep, 2026|15:50"
52WeekHigh,ACG,ACG,ACGL,/auto-ancillaries-bus-body/automobilecorpgoaacgl/ACG,1702.0,"11 Sep, 2026|16:08"
52WeekHigh,AEL04,AEL03,Aimtron Electro,/electronics-components/aimtronelectronics/AEL03,1757.0,"11 Sep, 2026|16:08"
52WeekHigh,AHL01,AHL01,Anlon Healthcar,/pharmaceuticals-drugs/anlonhealthcare/AHL01,17.73,"11 Sep, 2026|16:08"
52WeekHigh,AO06,AO06,ARCL Organics,/chemicals/arclorganics/AO06,240.0,"11 Sep, 2026|16:08"
52WeekHigh,AFL05,AFL05,Ashutosh Fibre,/textile-spinning/ashutoshfibre/AFL05,154.6,"11 Sep, 2026|15:59"
52WeekHigh,BPO,BPO,Bagmane Prime,/real-estate-rental-development-operations/bagmaneprimeofficereit/BPO,108.0,"11 Sep, 2026|16:08"
52WeekHigh,BK,BPT01,Birla Precision,/machine-tools/birlaprecisiontechnologies/BPT01,59.0,"11 Sep, 2026|16:08"
52WeekHigh,MR,CPC02,Chennai Petro,/refineries/chennaipetroleumcorporation/CPC02,1660.0,"11 Sep, 2026|16:08"
52WeekHigh,CCC03,CCC03,Committed Cargo,/logistics/committedcargocare/CCC03,362.0,"11 Sep, 2026|15:31"
52WeekHigh,GIR,GIR,Confidence Futu,/engineering-heavy/confidencefuturisticenergetech/GIR,42.66,"11 Sep, 2026|16:08"
52WeekHigh,DEEP541778,DEEP541778,Deep Polymers L,/chemicals/deeppolymerslimited/DEEP541778,41.38,"11 Sep, 2026|16:08"
52WeekHigh,DTL03,DTL02,Dhoot Transmiss,/auto-ancillaries-auto-truck-motorcycle-parts/dhoottransmission/DTL02,1552.0,"11 Sep, 2026|16:08"
52WeekHigh,BVX,D05,Digjam,/textiles-woollen-worsted/digjam/D05,64.5,"11 Sep, 2026|16:08"
52WeekHigh,DSK,DSK,DS Kulkarni,/construction-contracting-housing/dskulkarnidevelopers/DSK,21.0,"11 Sep, 2026|16:08"
52WeekHigh,DBC,EBI,Elantas Beck,/chemicals/elantasbeckindia/EBI,13397.0,"11 Sep, 2026|16:08"
52WeekHigh,ESSL,ESSL,ESDS Software,/it-services-consulting/esdssoftwaresolution/ESSL,1600.0,"11 Sep, 2026|16:08"
52WeekHigh,FI06,FI06,Filatex India,/textiles-manmade/filatexindia/FI06,76.0,"11 Sep, 2026|16:08"
52WeekHigh,FC01,FC01,Finolex Cables,/cables-telephone/finolexcables/FC01,1406.4,"11 Sep, 2026|16:08"
52WeekHigh,FAL01,FAL01,Flysbs Aviation,/airlines/flysbsaviation/FAL01,687.0,"11 Sep, 2026|16:08"
52WeekHigh,FR01,FR01,Fonebox Retail,/retailing/foneboxretail/FR01,125.0,"11 Sep, 2026|15:55"
52WeekHigh,GP10,GP10,Gayatri Project,/construction-contracting-civil/gayatriprojects/GP10,25.3,"11 Sep, 2026|16:08"
52WeekHigh,GF05,GF05,Grand Foundry,/iron-steel/grandfoundry/GF05,20.95,"11 Sep, 2026|16:08"
52WeekHigh,GI22,GI25,Granules India,/pharmaceuticals/granulesindia/GI25,895.95,"11 Sep, 2026|16:08"
52WeekHigh,HAP,HAP,Hatsun Agro,/food-processing/hatsunagroproducts/HAP,1194.5,"11 Sep, 2026|16:08"
52WeekHigh,HEL01,HEL01,Hy-Tech Eng,/engineering-industrial-equipments/hy-techengineers/HEL01,85.6,"11 Sep, 2026|16:08"
52WeekHigh,IL03,IL01,IKIO Tech,/electronics-components/ikiotechnologies/IL01,234.0,"11 Sep, 2026|16:08"
52WeekHigh,MI35,MI50,ILandFS Engg,/construction-contracting-civil/ilandfsengineeringconstructioncompany/MI50,37.65,"11 Sep, 2026|16:08"
52WeekHigh,IFT,IFT,Impex FerroTech,/mining-minerals/impexferrotech/IFT,5.18,"11 Sep, 2026|15:31"
52WeekHigh,KET,KET,Kabra Extrusion,/engineering-heavy/kabraextrusiontechnik/KET,710.0,"11 Sep, 2026|16:08"
52WeekHigh,KCI01,KCI01,Kanoria Chem,/chemicals/kanoriachemicalsindustries/KCI01,180.99,"11 Sep, 2026|15:50"
52WeekHigh,KFL03,KFL03,KSR Footwear,/footwear/ksrfootwear/KFL03,42.5,"11 Sep, 2026|16:08"
52WeekHigh,LF01,LF01,Ladderup Fin,/finance-leasing-hire-purchase/ladderupfinance/LF01,73.0,"11 Sep, 2026|16:08"
52WeekHigh,LL06,LL05,Laurus Labs,/pharmaceuticals/lauruslabs/LL05,1943.0,"11 Sep, 2026|15:59"
52WeekHigh,MS02,MS02,Mah Seamless,/steel-tubes-pipes/maharashtraseamless/MS02,720.95,"11 Sep, 2026|16:08"
52WeekHigh,M10,M16,Manaksia,/steel-rolling/manaksia/M16,69.45,"11 Sep, 2026|16:08"
52WeekHigh,MS24,MS27,Manaksia Steels,/steel-large/manaksiasteels/MS27,116.5,"11 Sep, 2026|15:50"
52WeekHigh,MM01,MM01,Mercury Ev-Tech,/automobile-passenger-cars/mercuryev-tech/MM01,41.51,"11 Sep, 2026|16:08"
52WeekHigh,MMD,MMD,Milky Mist,/consumer-food/milkymistdairyfood/MMD,279.0,"11 Sep, 2026|16:08"
52WeekHigh,MDL02,MDL02,Molbio Diagnost,/medical-equipment-supplies-accessories/molbiodiagnostics/MDL02,1545.0,"11 Sep, 2026|16:08"
52WeekHigh,MIL21,MIL22,Monolithisch,/refractories/monolithischindia/MIL22,1490.0,"11 Sep, 2026|16:08"
52WeekHigh,NHSL,NHSL,Nephrocare Heal,/hospital-healthcare-services/nephrocarehealthservices/NHSL,747.25,"11 Sep, 2026|16:08"
52WeekHigh,NRB,NRB,NRB Bearings,/bearings/nrbbearings/NRB,518.3,"11 Sep, 2026|16:08"
52WeekHigh,NR03,NR02,Nupur Rec,/trading/nupurrecyclers/NR02,134.84,"11 Sep, 2026|16:08"
52WeekHigh,OC10,OC03,One 97 Paytm,/online-services/one97communicationspaytm/OC03,1745.0,"11 Sep, 2026|16:08"
52WeekHigh,RSL11,RSL11,P S Raj Steels,/iron-steel/psrajsteels/RSL11,96.85,"11 Sep, 2026|15:50"
52WeekHigh,SEI03,SEI03,Paisalo Digital,/finance-investments/paisalodigitalltd/SEI03,81.72,"11 Sep, 2026|16:08"
52WeekHigh,QBL,QBL,Q-Line Biotech,/medical-equipment-supplies-accessories/q-linebiotech/QBL,704.95,"11 Sep, 2026|16:08"
52WeekHigh,QFT,QFT,Quadrant Future,/cables/quadrantfuturetek/QFT,431.0,"11 Sep, 2026|16:08"
52WeekHigh,RAC,RAC,RACL Geartech,/auto-ancillaries/raclgeartech/RAC,1586.0,"11 Sep, 2026|16:08"
52WeekHigh,R,R,Raymond,/construction-residential-commercial-complexes/raymond/R,853.85,"11 Sep, 2026|16:08"
52WeekHigh,RJ,RJ,Renaissance,/diamond-cutting-jewellery-precious-metals/renaissanceglobal/RJ,156.0,"11 Sep, 2026|16:08"
52WeekHigh,SMPL,SMPL,Saakshi Medtech,/diversified/saakshimedtechpanels/SMPL,352.0,"11 Sep, 2026|15:53"
52WeekHigh,PSO,S14,Seamec,/shipping/seamec/S14,1774.5,"11 Sep, 2026|16:08"
52WeekHigh,SJL01,SJL01,Shankesh Jewell,/diamond--jewellery/shankeshjewellers/SJL01,104.4,"11 Sep, 2026|16:08"
52WeekHigh,SIL32,SIL34,Shanti Inorgani,/speciality-chemicals/shantiinorganics/SIL34,184.95,"11 Sep, 2026|15:58"
52WeekHigh,SUL01,SUL01,Sheetal Univers,/consumer-food/sheetaluniversal/SUL01,352.1,"11 Sep, 2026|16:08"
52WeekHigh,SSL21,SSL21,Shreedhar Spinn,/textile-spinning/shreedharspinners/SSL21,135.75,"11 Sep, 2026|15:31"
