MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
HL,HU,HUL,2174.6,2213.0,2016.0,2022.7,2174.6,-151.90,-6.99,9947304
BE03,BE03,Bharat Elec,406.15,406.15,388.0,389.0,407.15,-18.15,-4.46,35317783
CI29,CI11,Coal India,422.9,423.6,406.8,410.15,427.5,-17.35,-4.06,14222229
TT,TT,TATA Cons. Prod,1108.0,1115.9,1078.2,1082.1,1107.4,-25.30,-2.28,1500024
NTP,NTP,NTPC,349.95,350.0,342.1,343.75,350.8,-7.05,-2.01,12409670
DRL,DRL,Dr Reddys Labs,1145.0,1149.0,1130.2,1135.6,1150.8,-15.20,-1.32,2157306
PGC,PGC,Power Grid Corp,287.3,288.0,283.1,285.3,288.85,-3.55,-1.23,7118852
AE01,AE13,Adani Enterpris,3038.0,3038.0,2996.2,3002.3,3036.6,-34.30,-1.13,1096125
ICI02,ICI02,ICICI Bank,1442.3,1445.9,1417.6,1430.8,1445.7,-14.90,-1.03,19486209
TEL,TM03,TMPV,327.0,327.35,322.8,324.4,327.65,-3.25,-0.99,6650930
RI,RI,Reliance,1275.0,1279.2,1265.9,1267.7,1280.0,-12.30,-0.96,9312184
H,HI,Hindalco,945.0,947.9,935.1,936.4,945.25,-8.85,-0.94,3835947
TIS,TIS,Tata Steel,184.31,185.14,182.01,182.63,184.25,-1.62,-0.88,19135253
MHI,MHI,Max Healthcare,1119.6,1124.9,1099.7,1104.8,1114.6,-9.80,-0.88,1123951
SBI,SBI,SBI,1018.0,1022.0,1008.3,1013.2,1020.6,-7.40,-0.73,9873370
HDF01,HDF01,HDFC Bank,732.0,740.25,732.0,735.4,739.55,-4.15,-0.56,33886037
ITC,ITC,ITC,284.9,287.95,282.3,284.65,285.85,-1.20,-0.42,14843878
UTI10,AB16,Axis Bank,1222.5,1233.9,1219.7,1223.5,1227.5,-4.00,-0.33,6093182
L,T04,Trent,2938.3,2945.3,2908.8,2930.7,2938.3,-7.60,-0.26,514388
BTV,BA08,Bharti Airtel,1901.0,1908.4,1892.4,1901.8,1905.3,-3.50,-0.18,6309089
