Index,scId,StockName,type,currTrend,currPrice,performance,trendChngDate,trendChngPrice,updatedTime
NIFTY 50,HDF01,HDFC Bank,Stock,Very Bearish,758.65,-22.39,"05 Jan, 2026",977.50,May 27 | 15:59
NIFTY 50,IT,Infosys,Stock,Bearish,"1,159.90",-10.26,"10 Apr, 2026","1,292.50",May 27 | 15:59
NIFTY 50,HCL02,HCL Tech,Stock,Bearish,"1,165.20",-9.34,"22 Apr, 2026","1,285.30",May 27 | 15:59
NIFTY 50,SBI,SBI,Stock,Bearish,967.80,-5.05,"08 May, 2026","1,019.30",May 27 | 15:59
NIFTY 50,TCS,TCS,Stock,Very Bearish,"2,284.20",-4.70,"24 Apr, 2026","2,396.90",May 27 | 15:59
NIFTY 50,ITC,ITC,Stock,Very Bearish,291.95,-3.23,"22 May, 2026",301.70,May 27 | 15:59
NIFTY 50,BE03,Bharat Elec,Stock,Very Bearish,419.10,-2.97,"11 May, 2026",431.95,May 27 | 15:58
NIFTY 50,HL,HUL,Stock,Very Bearish,"2,198.40",-2.24,"14 May, 2026","2,248.70",May 27 | 15:59
NIFTY 50,MM,M&M,Stock,Bearish,"3,121.60",-1.71,"12 May, 2026","3,176.00",May 27 | 15:59
NIFTY 50,TI01,Titan Company,Stock,Bearish,"4,137.90",-1.61,"11 May, 2026","4,205.60",May 27 | 15:59
NIFTY 50,RI,Reliance,Stock,Very Bearish,"1,350.50",-0.99,"12 May, 2026","1,364.00",May 27 | 15:59
NIFTY 50,MHI,Max Healthcare,Stock,Very Bearish,993.45,-0.74,"25 May, 2026","1,000.85",May 27 | 15:59
NIFTY 50,ONG,ONGC,Stock,Bearish,274.05,0.00,"27 May, 2026",274.05,May 27 | 15:59
NIFTY MIDCAP100,SCP03,SBI Card,Stock,Very Bearish,625.25,-19.36,"26 Feb, 2026",775.40,May 27 | 15:59
NIFTY MIDCAP100,KJI01,Kalyan Jeweller,Stock,Very Bearish,354.75,-12.47,"24 Apr, 2026",405.30,May 27 | 15:59
NIFTY MIDCAP100,RVN,Rail Vikas,Stock,Very Bearish,252.30,-10.94,"12 May, 2026",283.30,May 27 | 15:59
NIFTY MIDCAP100,V,Voltas,Stock,Very Bearish,"1,261.80",-8.29,"05 May, 2026","1,375.90",May 27 | 15:58
NIFTY MIDCAP100,CF06,Coromandel Int,Stock,Very Bearish,"1,831.70",-8.20,"24 Apr, 2026","1,995.30",May 27 | 15:56
NIFTY MIDCAP100,BS,Blue Star,Stock,Very Bearish,"1,657.10",-8.06,"05 May, 2026","1,802.30",May 27 | 15:59
NIFTY MIDCAP100,JF04,Jubilant Food,Stock,Very Bearish,427.30,-7.21,"11 May, 2026",460.50,May 27 | 15:59
NIFTY MIDCAP100,IB04,Indian Bank,Stock,Bearish,833.35,-7.00,"28 Apr, 2026",896.10,May 27 | 15:57
NIFTY MIDCAP100,CCI,Container Corp,Stock,Very Bearish,472.30,-6.32,"20 May, 2026",504.15,May 27 | 15:58
NIFTY MIDCAP100,BT09,APL Apollo,Stock,Very Bearish,"1,867.70",-5.48,"28 Apr, 2026","1,976.00",May 27 | 15:59
NIFTY MIDCAP100,CS17,Cochin Shipyard,Stock,Bearish,"1,523.90",-4.43,"15 May, 2026","1,594.50",May 27 | 15:59
