scid,broker_count,buy_count,hold_count,sell_count,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
UTI10,12,11,1,0,Axis Bank,Axis Bank,1238.00,-18.00,-1.43,16.8,banks-private-sector/axisbank/AB16,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1238, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1270, 'percentages': 2.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1446.6, 'percentages': 16.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1622, 'percentages': 31, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 31.01, 'minRangePer': 8.31, 'maxRanegPer': 54.3, 'rangeDiffPer': 45.98, 'mindiff_total': 2.58, 'maxdiff_total': 16.84}",#52B974
IT,11,10,0,1,Infosys,Infosys,1175.10,10.10,0.87,32.6,computers-software/infosys/IT,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 940, 'percentages': -20, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1175.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1558.5, 'percentages': 32.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2154, 'percentages': 83.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 129.14, 'minRangePer': 19.36, 'maxRanegPer': 50.94, 'rangeDiffPer': 31.58, 'mindiff_total': 25.01, 'maxdiff_total': 65.79}",#52B974
HDF01,6,6,0,0,HDFC Bank,HDFC Bank,731.00,-3.30,-0.45,102.6,banks-private-sector/hdfcbank/HDF01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 731, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 963, 'percentages': 31.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1014.3, 'percentages': 38.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1050, 'percentages': 43.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 43.63, 'minRangePer': 72.72, 'maxRanegPer': 88.81, 'rangeDiffPer': 16.09, 'mindiff_total': 31.73, 'maxdiff_total': 38.75}",#52B974
BAF,7,6,0,1,Bajaj Finance,Bajaj Finance,1078.00,-66.80,-5.84,230.2,finance-nbfc/bajajfinance/BAF,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -11.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1078, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1116.4, 'percentages': 3.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1300, 'percentages': 20.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 36.84, 'minRangePer': 36.56, 'maxRanegPer': 47.52, 'rangeDiffPer': 10.96, 'mindiff_total': 13.47, 'maxdiff_total': 17.51}",#52B974
BA06,10,9,1,0,Bajaj Auto,Bajaj Auto,11662.00,42.00,0.36,-1.0,auto-23-wheelers/bajajauto/BA10,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 9770, 'percentages': -16.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 11543.9, 'percentages': -1, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 11662, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 13700, 'percentages': 17.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 40.22, 'minRangePer': 45.12, 'maxRanegPer': 48.13, 'rangeDiffPer': 3.01, 'mindiff_total': 18.15, 'maxdiff_total': 19.36}",#E3515C
MU01,10,9,0,1,Maruti Suzuki India,Maruti Suzuki,14037.00,-43.00,-0.31,13.7,auto-carsjeeps/marutisuzukiindia/MS24,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 13350, 'percentages': -4.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 14037, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 15967.6, 'percentages': 13.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 19000, 'percentages': 35.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 42.32, 'minRangePer': 12.14, 'maxRanegPer': 46.31, 'rangeDiffPer': 34.17, 'mindiff_total': 5.14, 'maxdiff_total': 19.6}",#52B974
PS15,10,7,1,2,Persistent Systems,Persistent,5475.00,15.50,0.28,8.4,computers-software/persistentsystems/PS15,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 5000, 'percentages': -8.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 5475, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5936.5, 'percentages': 8.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6600, 'percentages': 20.5, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32, 'minRangePer': 29.65, 'maxRanegPer': 58.53, 'rangeDiffPer': 28.88, 'mindiff_total': 9.49, 'maxdiff_total': 18.73}",#52B974
MM,9,8,0,1,Mahindra and Mahindra,M&M,3502.00,96.00,2.82,8.8,auto-carsjeeps/mahindramahindra/MM,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2700, 'percentages': -22.9, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3502, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3812.8, 'percentages': 8.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4450, 'percentages': 27, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 64.81, 'minRangePer': 45.82, 'maxRanegPer': 63.58, 'rangeDiffPer': 17.75, 'mindiff_total': 29.7, 'maxdiff_total': 41.21}",#52B974
TCS,9,8,0,1,Tata Consultancy Services,TCS,2452.70,79.70,3.36,31.3,computers-software/tataconsultancyservices/TCS,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1860, 'percentages': -24.1, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2452.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3221.2, 'percentages': 31.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4631, 'percentages': 88.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 148.97, 'minRangePer': 21.38, 'maxRanegPer': 49.12, 'rangeDiffPer': 27.74, 'mindiff_total': 31.86, 'maxdiff_total': 73.18}",#52B974
HCL02,9,3,5,1,HCL Technologies,HCL Tech,1356.60,21.60,1.62,16.6,computers-software/hcltechnologies/HCL02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1060, 'percentages': -21.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1356.6, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1582.8, 'percentages': 16.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2050, 'percentages': 51.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 93.39, 'minRangePer': 29.96, 'maxRanegPer': 52.81, 'rangeDiffPer': 22.85, 'mindiff_total': 27.98, 'maxdiff_total': 49.32}",#52B974
