MC_Code,shortName,StockName,nsCode,currPrice,prevPrice,change,pChange,volume,open,high,low
,IDEA,IDEA,IDEA,12.73,12.63,0.1,0.79,205855564,12.64,12.88,12.6
,PCJEWELLER,PCJEWELLER,PCJEWELLER,9.73,9.68,0.05,0.52,136039488,9.71,9.91,9.69
,TRIDENT,TRIDENT,TRIDENT,24.9,24.9,0.0,0.0,0,24.9,24.9,24.9
,MOTHERSON,MOTHERSON,MOTHERSON,168.5,155.0,13.5,8.71,115582755,155.17,169.8,155.17
,ALLCARGO,ALLCARGO,ALLCARGO,9.33,9.76,-0.43,-4.41,81098236,9.94,10.0,8.8
,TATSILV,TATSILV,TATSILV,22.06,21.78,0.28,1.29,68907569,21.78,22.46,21.7
,LLOYDSENGG,LLOYDSENGG,LLOYDSENGG,97.2,88.46,8.74,9.88,64356610,91.0,97.6,90.75
,SUZLON,SUZLON,SUZLON,48.15,48.1,0.05,0.1,52362545,48.09,48.99,47.95
,EMIL,EMIL,EMIL,169.4,149.78,19.62,13.1,51355051,151.0,172.0,143.99
,RPOWER,RPOWER,RPOWER,24.29,24.24,0.05,0.21,50552570,24.42,25.3,24.22
,PRSMJOHNSN,PRSMJOHNSN,PRSMJOHNSN,109.0,113.32,-4.32,-3.81,48698881,113.18,131.0,107.77
,TATAGOLD,TATAGOLD,TATAGOLD,14.5,14.37,0.13,0.9,47328022,14.37,14.52,14.33
,GTLINFRA,GTLINFRA,GTLINFRA,1.25,1.23,0.02,1.63,47199448,1.23,1.3,1.23
,CUPID,CUPID,CUPID,262.94,262.61,0.33,0.13,46030388,264.0,267.0,239.28
,SILVERBEES,SILVERBEES,SILVERBEES,220.21,214.53,5.68,2.65,44303975,215.01,221.2,214.69
,JPPOWER,JPPOWER,JPPOWER,18.0,18.1,-0.1,-0.55,40457176,18.07,18.21,17.88
,HCC,HCC,HCC,20.53,21.55,-1.02,-4.73,40417420,21.0,21.49,20.38
,MOREPENLAB,MOREPENLAB,MOREPENLAB,80.0,79.42,0.58,0.73,36485619,80.3,82.89,78.92
,LICI,LICI,LICI,394.0,387.55,6.45,1.66,36390176,393.45,396.85,391.1
,KALYANKJIL,KALYANKJIL,KALYANKJIL,606.3,598.0,8.3,1.39,33255299,607.0,630.0,601.15
