MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
BA06,BA10,Bajaj Auto,9515.0,10045.0,9355.0,9994.0,9543.5,450.50,4.72,1209264
SPI,SPI,Sun Pharma,1771.0,1815.0,1761.4,1808.3,1778.7,29.60,1.66,4749798
IT,IT,Infosys,1167.5,1189.8,1159.6,1181.8,1167.5,14.30,1.22,12205669
TM4,TM4,Tech Mahindra,1459.7,1482.0,1445.6,1473.5,1459.8,13.70,0.94,2635309
BAF,BAF,Bajaj Finance,945.0,975.0,933.9,937.0,930.0,7.00,0.75,27364272
MU01,MS24,Maruti Suzuki,13134.0,13360.0,12970.0,13314.0,13257.0,57.00,0.43,612975
RI,RI,Reliance,1409.0,1437.0,1393.1,1430.8,1425.4,5.40,0.38,30957881
KMF,KMB,Kotak Mahindra,376.6,386.85,375.3,383.3,382.0,1.30,0.34,24812228
CI29,CI11,Coal India,484.45,491.25,478.4,481.45,479.9,1.55,0.32,16935052
SLI03,SLI03,SBI Life Insura,1814.9,1826.0,1785.2,1819.0,1816.2,2.80,0.15,1082053
