MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
H,HI,Hindalco,1072.3,1073.0,1040.0,1046.25,1078.5,-32.25,-2.99,4983399
ICI02,ICI02,ICICI Bank,1429.0,1429.0,1406.4,1406.8,1431.7,-24.90,-1.74,11408206
UTC,UTC01,UltraTechCement,11875.0,11905.0,11570.0,11706.0,11891.0,-185.00,-1.56,309798
GI01,GI01,Grasim,3299.3,3299.3,3201.0,3257.0,3307.8,-50.80,-1.54,1041544
PGC,PGC,Power Grid Corp,269.0,269.0,266.05,266.6,269.45,-2.85,-1.06,9715149
SLI03,SLI03,SBI Life Insura,1828.6,1833.6,1805.5,1812.0,1830.0,-18.00,-0.98,1421896
RI,RI,Reliance,1327.8,1327.8,1307.2,1317.0,1329.0,-12.00,-0.90,9397301
TIS,TIS,Tata Steel,186.2,186.66,183.46,184.85,186.2,-1.35,-0.73,19940424
AE01,AE13,Adani Enterpris,2986.2,3019.5,2932.8,2964.9,2985.7,-20.80,-0.70,1302957
TI01,TI01,Titan Company,5069.5,5071.5,5010.0,5063.7,5099.0,-35.30,-0.69,533274
UTI10,AB16,Axis Bank,1224.5,1224.8,1215.6,1221.8,1230.0,-8.20,-0.67,5284300
SPI,SPI,Sun Pharma,1943.0,1946.3,1931.1,1932.0,1944.0,-12.00,-0.62,1216049
HDF01,HDF01,HDFC Bank,726.9,729.0,724.5,725.0,729.0,-4.00,-0.55,22129893
W,W,Wipro,183.49,183.75,181.72,183.1,183.94,-0.84,-0.46,5434084
MPS,MPS,Adani Ports,1665.0,1669.9,1641.1,1658.0,1665.0,-7.00,-0.42,1992956
BA06,BA10,Bajaj Auto,11707.0,11750.0,11607.0,11661.0,11700.0,-39.00,-0.33,138796
BAF,BAF,Bajaj Finance,1095.0,1095.3,1083.0,1090.8,1094.2,-3.40,-0.31,2405186
BTV,BA08,Bharti Airtel,1965.0,1970.0,1930.5,1939.1,1945.0,-5.90,-0.30,13019222
C,C,Cipla,1458.1,1464.4,1456.2,1458.8,1463.0,-4.20,-0.29,440742
JFS,JFS,Jio Financial,261.95,263.4,254.0,255.6,256.05,-0.45,-0.18,48657061
IT,IT,Infosys,1170.0,1175.0,1157.0,1175.0,1176.1,-1.10,-0.09,6234215
NI,NI,Nestle,1513.2,1520.9,1494.8,1506.9,1507.0,-0.10,-0.01,1892413
