MC_Code,shortName,StockName,open,high,low,currPrice,prevPrice,change,pChange,volume
ONG,ONG,ONGC,289.95,290.25,280.0,280.8,289.95,-9.15,-3.16,22858013
RI,RI,Reliance,1463.0,1473.3,1427.5,1437.9,1463.6,-25.70,-1.76,14221786
LT,LT,Larsen,3974.0,4021.0,3900.0,4008.5,4054.5,-46.00,-1.13,9540104
PGC,PGC,Power Grid Corp,320.05,321.5,314.6,315.95,319.45,-3.50,-1.10,4884118
NTP,NTP,NTPC,400.0,403.0,391.65,394.85,398.65,-3.80,-0.95,11120409
IT,IT,Infosys,1187.0,1191.5,1164.1,1167.2,1178.1,-10.90,-0.93,9856963
HCL02,HCL02,HCL Tech,1208.0,1212.0,1186.4,1189.1,1200.2,-11.10,-0.92,3541520
H,HI,Hindalco,1067.8,1073.7,1042.4,1045.8,1054.7,-8.90,-0.84,5336857
CI29,CI11,Coal India,473.85,477.5,468.05,470.2,472.6,-2.40,-0.51,8596697
HL,HU,HUL,2330.0,2339.4,2288.3,2317.1,2327.4,-10.30,-0.44,1196175
W,W,Wipro,200.51,201.13,198.25,199.12,199.78,-0.66,-0.33,13166683
TI01,TI01,Titan Company,4397.5,4441.1,4297.1,4359.6,4373.6,-14.00,-0.32,1459870
ITC,ITC,ITC,312.8,313.6,309.25,310.7,311.45,-0.75,-0.24,20287609
AHE,AHE,Apollo Hospital,7810.5,7815.0,7742.5,7760.5,7772.0,-11.50,-0.15,437084
TT,TT,TATA Cons. Prod,1160.0,1166.9,1138.9,1152.2,1153.5,-1.30,-0.11,1566762
